Player,Team,O_BAPM,D_BAPM,Total_BAPM
Tai Walters-Whitaker,UIC,-0.18,0.06,-0.12
Luke Rasmussen,Tulane,-0.35,0.23,-0.12
Davion Cunningham,Morehead St,0.69,-0.81,-0.12
Dai Dai Ames,California,-0.19,0.07,-0.12
Eren Karakaya,San José St,0.11,-0.23,-0.12
Xavion Staton,BYU,0.2,-0.32,-0.12
Jordon Marshall,Alabama St,-0.08,-0.04,-0.12
Mujahiid Burton,NC A&T,1.03,-1.15,-0.12
Kalen Garry,S Dakota St,0.3,-0.42,-0.12
Miles Keeffe,Vanderbilt,-0.06,-0.06,-0.12
Isaiah Foster,Prairie View,-0.05,-0.07,-0.12
Owen Freeman,Creighton,-0.48,0.36,-0.12
Travis Pourciau,AR-Pine Bluff,-0.03,-0.09,-0.12
Alexis Marmolejos,Pacific,-0.21,0.09,-0.12
Chris McDermott,Texas A&M,-0.05,-0.08,-0.13
Matteo Porto,Fresno St,-0.12,-0.01,-0.13
Melian Martinez,Louisiana Tech,-0.91,0.78,-0.13
Jaden Schertz,Saint Louis,-0.04,-0.09,-0.13
Always Wright,UT Rio Grande,-1.27,1.14,-0.13
Noah Hill,Wichita St,-0.15,0.02,-0.13
Milos Vicentic,New Mexico,0.23,-0.36,-0.13
Drew Grimes,Liberty,0.06,-0.19,-0.13
Josh Hines,Green Bay,0.06,-0.19,-0.13
Trey Autry,G Washington,-0.12,-0.01,-0.13
Myles Walker,Nevada,0.24,-0.37,-0.13
Charles Chukwu,Portland St,-0.45,0.32,-0.13
Alex Kazanecki,Delaware,0.6,-0.73,-0.13
Seal Diouf,Georgetown,0.15,-0.28,-0.13
Ramon Walker Jr.,Houston,0.17,-0.3,-0.13
Caleb Williams,Georgetown,0.36,-0.49,-0.13
Vuk Boskovic,San Diego,1.07,-1.2,-0.13
Melvin Bell Jr.,San José St,2.9,-3.03,-0.13
Ahjany Lee,Hou Christian,-0.25,0.11,-0.14
JaVar Daniel,West Georgia,0.51,-0.65,-0.14
Joseph Quartey,Harvard,-0.07,-0.07,-0.14
Derwin Hodge Jr.,SC State,-0.32,0.18,-0.14
John Miller IV,Mount St Marys,-0.09,-0.05,-0.14
Kavien Jones,Tennessee St,-0.28,0.14,-0.14
Cavin Holden,Montana St,-0.34,0.2,-0.14
Jacob Beccles,Cornell,0.45,-0.59,-0.14
Jack Sullivan,Yale,-1.19,1.05,-0.14
RJ Jones,TCU,0.26,-0.4,-0.14
Joey Matteoni,Iowa,-0.01,-0.13,-0.14
Ross Candelino,Lipscomb,-0.12,-0.03,-0.15
Andres Burney,GA Southern,0.97,-1.12,-0.15
Fallou Gueye,Sacred Heart,-0.17,0.02,-0.15
Mazi Mosley,LSU,-0.45,0.3,-0.15
Dylan Arnett,North Texas,-0.9,0.75,-0.15
Neel Beniwal,San Diego,-0.15,0.0,-0.15
Broc Bidwell,Campbell,0.11,-0.26,-0.15
Ugnius Jarusevicius,Nebraska,-0.07,-0.08,-0.15
Kelson Gebbers,Portland,-0.38,0.23,-0.15
Kenan Parrish,Harvard,-0.55,0.4,-0.15
Abdul Bashir,Auburn,-0.09,-0.06,-0.15
Brandon Legris,Merrimack,-0.07,-0.08,-0.15
Preston Squire,Bowling Green,-0.05,-0.1,-0.15
Hercy Miller,New Orleans,0.02,-0.17,-0.15
Keyon Kensie Jr.,Portland St,-0.35,0.19,-0.16
Nate Jones,West Georgia,-0.13,-0.03,-0.16
Josh Hayes,Utah,0.57,-0.73,-0.16
Yuval Levin,Purdue FW,-0.56,0.4,-0.16
Dimp Pernell,Texas St,-0.23,0.07,-0.16
Kellan Lewis,Hampton,-0.14,-0.02,-0.16
Matt Dann,Sam Houston,0.41,-0.57,-0.16
Kenny Noland,Columbia,-0.01,-0.15,-0.16
Kaleb Spencer,William & Mary,-0.24,0.08,-0.16
William Batchelder,Stonehill,-0.28,0.11,-0.17
Adam Hinton,Cornell,1.54,-1.71,-0.17
Makai Willis,Texas St,0.36,-0.53,-0.17
Kaden Magwood,Auburn,0.35,-0.52,-0.17
Dragos Lungu,UT Martin,-0.12,-0.05,-0.17
Tate McCubbin,Austin Peay,-1.25,1.08,-0.17
Hamad Mousa,Cal Poly,1.01,-1.18,-0.17
Bendji Pierre,Mercer,0.05,-0.22,-0.17
Tim Eze,UMBC,0.31,-0.48,-0.17
Jaylen Smith,ETSU,0.08,-0.25,-0.17
Breon Barnett,Morgan St,-0.1,-0.07,-0.17
Damon Wilkinson,S Dakota St,0.9,-1.07,-0.17
Justin Begg,Sam Houston,-0.32,0.15,-0.17
Joseph Owens,Chicago St,-0.84,0.67,-0.17
Jeannot Basima,Yale,-0.15,-0.02,-0.17
Zyair Greene,Indiana St,0.32,-0.49,-0.17
Travelle Bryson,Howard,-0.29,0.11,-0.18
George Ivory III,Miss Valley St,0.03,-0.21,-0.18
Ethan Potter,Utah Tech,0.75,-0.93,-0.18
Tuscan Onuoha,Florida A&M,-0.07,-0.11,-0.18
Caden Wilkins,Green Bay,-0.21,0.03,-0.18
Dylan Murans,Army,-0.26,0.08,-0.18
CJ Beaumont,Sam Houston,-0.05,-0.13,-0.18
James Dent Jr.,MTSU,-0.57,0.39,-0.18
Jameel Morris,Alcorn St,-0.66,0.48,-0.18
Josiah Moseley,Texas Tech,0.41,-0.59,-0.18
TJ Long,Vermont,0.45,-0.63,-0.18
TJ Drain,Liberty,0.01,-0.19,-0.18
Vernon Collins,W Carolina,-0.39,0.21,-0.18
Dayan Nessah,Cleveland St,1.06,-1.24,-0.18
Deshawn Jean-Charles,Chicago St,0.18,-0.37,-0.19
Devan Cambridge,UCF,0.27,-0.46,-0.19
Isaiah Gaines,SE Louisiana,0.09,-0.28,-0.19
Troy Plumtree,Cal Poly,0.07,-0.26,-0.19
Sidi Gueye,Arizona,0.11,-0.3,-0.19
Cameron Simpson,Texas St,-0.11,-0.08,-0.19
Valentino Simon,Omaha,0.4,-0.59,-0.19
Khaman Maker,DePaul,-0.43,0.24,-0.19
Deandre Jones,Kent State,-0.19,0.0,-0.19
Jaquel Morris,Norfolk St,-0.59,0.4,-0.19
Zacch Wiggins,Old Dominion,0.87,-1.06,-0.19
Kristers Skrinda,Stanford,-0.17,-0.02,-0.19
CJ Anthony,Iona,-0.57,0.38,-0.19
Rahmir Barno,FGCU,0.12,-0.31,-0.19
Domanic Betancourt,Nicholls,-0.06,-0.13,-0.19
Brian Hawthorne,South Alabama,-0.19,0.0,-0.19
Jayan Walker,Indiana St,-0.34,0.15,-0.19
Brayden Fagbemi,UC Davis,-0.58,0.39,-0.19
Jayshayne Woodard,East Carolina,0.19,-0.39,-0.2
Aiden Tobiason,Temple,1.05,-1.25,-0.2
Scotty Middleton,Tulane,-1.22,1.02,-0.2
Benny Gealer,Stanford,0.16,-0.36,-0.2
Sam Imade,Air Force,-0.09,-0.11,-0.2
Rollie Castineyra,UMass,-0.23,0.03,-0.2
Reis Jones,Charleston So,-0.2,0.0,-0.2
Brady Koehler,Notre Dame,-0.04,-0.16,-0.2
Hunter Jacobson,Northern Iowa,-0.22,0.02,-0.2
Daniel Ogunyemi,Yale,-0.06,-0.14,-0.2
Spudd Webb,GA Southern,0.99,-1.19,-0.2
Tajden Davis,Alabama A&M,0.06,-0.26,-0.2
Jaylen Stinson,Merrimack,-0.58,0.38,-0.2
Omari Moore,Manhattan,0.02,-0.22,-0.2
Damon Howard Jr.,Tennessee St,-0.1,-0.1,-0.2
Kellan Boylan,Lipscomb,0.01,-0.21,-0.2
Will Garlock,Wisconsin,-0.03,-0.18,-0.21
Will Felton,NC A&T,0.97,-1.18,-0.21
Boden Skunberg,Illinois St,0.33,-0.54,-0.21
Cam Hiatt,Dartmouth,-0.4,0.19,-0.21
Cade Bennett,Saint Mary's,-0.04,-0.17,-0.21
Bradyn Hubbard,Abilene Chrstn,-0.54,0.33,-0.21
Jaylen Jordon,Jacksonville,-0.35,0.14,-0.21
All Wright,Xavier,0.71,-0.92,-0.21
Tim Franks,St Thomas (MN),-0.2,-0.01,-0.21
Trenton Pane,Texas A&M-CC,-0.07,-0.14,-0.21
Jacob Wilson,Morehead St,-0.44,0.23,-0.21
Wylee Delorme,North Dakota,0.67,-0.88,-0.21
Abdou Samb,Towson,0.04,-0.25,-0.21
Liam Koelsch,Northeastern,-0.35,0.14,-0.21
Mason Shrout,Purdue FW,-0.17,-0.04,-0.21
Stephen Osei,Kansas St,-0.29,0.08,-0.21
Shaedon Simpson,Saint Peter's,0.53,-0.74,-0.21
Joul Karram,Utah Valley,-0.23,0.02,-0.21
Cash McSweeney,Princeton,-0.29,0.08,-0.21
Arop Arop,Memphis,-0.13,-0.08,-0.21
Curtis Williams Jr.,Tulane,0.56,-0.77,-0.21
Grant Polk,South Carolina,-0.06,-0.16,-0.22
Kolby King,Utah State,0.76,-0.98,-0.22
Jamison Guerra,Idaho St,0.52,-0.74,-0.22
Maddox Monson,E Washington,0.04,-0.26,-0.22
Mason Nicholson,Vanderbilt,-0.06,-0.16,-0.22
Rubén Dominguez,Texas A&M,0.19,-0.41,-0.22
Matt Lange,Bucknell,-0.06,-0.16,-0.22
Matas Buteliauskas,Buffalo,-0.21,-0.01,-0.22
Chris Lockett Jr.,Jacksonville,0.09,-0.31,-0.22
Alexander Daushvili,VMI,0.48,-0.7,-0.22
Lionel Larvadain III,Chicago St,-0.25,0.03,-0.22
Javion Guy-King,C Arkansas,-0.91,0.69,-0.22
Chas Lewless,West Georgia,0.03,-0.25,-0.22
Jordan Hamilton,Texas Southern,-0.16,-0.06,-0.22
Myles Thompson,SIUE,-0.75,0.53,-0.22
Latif Diouf,Chattanooga,-0.45,0.23,-0.22
Kristian Gonzalez,Idaho,-0.05,-0.17,-0.22
Jared Harris,Wyoming,-0.24,0.02,-0.22
Obadiah Curtis,Hou Christian,-0.28,0.06,-0.22
Nasir Rodriguez,Fairfield,-0.8,0.58,-0.22
Bryce Ford,Arizona St,-0.14,-0.08,-0.22
Daniel Marcellinus,Campbell,-0.16,-0.06,-0.22
Denis Badalau,Rutgers,-1.2,0.98,-0.22
Josh Ogundele,Hampton,0.2,-0.42,-0.22
Parker Whisenhunt,E Texas A&M,-0.31,0.08,-0.23
Isaiah Lewis,Long Beach St,0.15,-0.38,-0.23
Ethan Thomas,C Arkansas,-0.18,-0.05,-0.23
Jacob Dar,Seton Hall,-0.15,-0.08,-0.23
Junseok Yeo,Seattle U,-1.6,1.37,-0.23
Donte Tisinger Jr.,Boston U,0.86,-1.09,-0.23
Garrett Brennan,Loyola MD,-0.19,-0.04,-0.23
Dallin Grant,Utah Tech,0.04,-0.27,-0.23
Nigel James Jr.,Marquette,0.08,-0.31,-0.23
Nehikhare Igiehon,Hou Christian,0.03,-0.26,-0.23
Kayden Mingo,Penn State,0.53,-0.76,-0.23
Kelvin Odih,St John's,-0.26,0.03,-0.23
Viktor Mikic,Florida,-0.17,-0.06,-0.23
Justin Johnson,W Carolina,0.52,-0.75,-0.23
Caleb McCarty,Bakersfield,-0.1,-0.13,-0.23
Efe Vatan,Oregon,-0.18,-0.05,-0.23
Eli Sparkman,South Carolina,-0.07,-0.16,-0.23
Huascar Cuevas,Wagner,0.16,-0.4,-0.24
Iwo Baganc,SIUE,-0.13,-0.11,-0.24
Josh Hubbard,Mississippi St,0.73,-0.97,-0.24
Riley Parker,Portland,-0.29,0.05,-0.24
Logan McIntire,C Michigan,1.37,-1.61,-0.24
Tyler Ringgold,Tulane,-1.37,1.13,-0.24
Alec Millender,UConn,-0.15,-0.09,-0.24
Trey Buchanan,S Dakota St,-0.38,0.14,-0.24
Matt Enright,Austin Peay,-0.31,0.07,-0.24
Eian Lowe,Lamar,-0.28,0.04,-0.24
Jimel Lane,Grambling,0.09,-0.33,-0.24
King Walker,North Alabama,0.42,-0.66,-0.24
JaVaughn Hannah,San José St,-0.27,0.03,-0.24
Henri Adiassa,Lehigh,-0.31,0.07,-0.24
DeMarco Johnson,Elon,0.78,-1.02,-0.24
Will Hornseth,Northern Iowa,-1.07,0.83,-0.24
Caelum Swanton-Rodger,Old Dominion,-0.31,0.07,-0.24
Ebrahim Kaba,Purdue FW,-0.02,-0.22,-0.24
David Gomez,Charlotte,-0.19,-0.05,-0.24
Keith Palek III,Missouri St,0.44,-0.69,-0.25
Adrean Newton,Norfolk St,-0.67,0.42,-0.25
Wilder Evers,Kansas,-0.28,0.03,-0.25
Tre Dinkins,G Washington,1.02,-1.27,-0.25
Jayce Depron,Southern,0.06,-0.31,-0.25
William Kermoury,Northeastern,0.68,-0.93,-0.25
Tyler Garrett,Dartmouth,0.02,-0.27,-0.25
Samuel Dada,W Carolina,1.23,-1.48,-0.25
Justin Hawkins,Niagara,-0.39,0.14,-0.25
Cameron Brennan,Colgate,-0.2,-0.05,-0.25
Jermaurhiyun Anderson,Louisiana Tech,-0.8,0.55,-0.25
Nick Janowski,St Thomas (MN),-0.15,-0.1,-0.25
Akai Fleming,Georgia Tech,-0.66,0.41,-0.25
Patrick McMahon,Montana St,0.6,-0.85,-0.25
Jordan Pennick,Navy,-0.14,-0.11,-0.25
Nevin Ibroci,Binghamton,0.24,-0.49,-0.25
Isaiah Washington,N Illinois,-0.5,0.24,-0.26
Leroy Kelly IV,Tarleton St,-0.36,0.1,-0.26
Jacob Conner,Dayton,-0.31,0.05,-0.26
Abdi Bashir Jr.,Kansas St,-0.33,0.07,-0.26
Kiree Huie,E Washington,0.13,-0.39,-0.26
Jacob Furphy,UConn,-0.13,-0.13,-0.26
Brandon Gardner,Sacramento St,-0.6,0.34,-0.26
Isaiah Manning,Sam Houston,-1.08,0.82,-0.26
Parker Robison,Chattanooga,-0.56,0.3,-0.26
Cooper Jackson,Navy,-0.04,-0.22,-0.26
Bourgeois Tshilobo,Weber St,-0.13,-0.13,-0.26
Cameron Patterson,Texas Southern,-0.37,0.11,-0.26
Ayden Evans,Ohio,-0.02,-0.24,-0.26
Garrett Spielman,Wyoming,-0.26,0.0,-0.26
Grant Randall,Quinnipiac,-0.62,0.36,-0.26
Samuel Murray,Miss Valley St,0.12,-0.38,-0.26
Eino Montin,Stonehill,-0.11,-0.15,-0.26
Jorden Brooks,C Michigan,-0.05,-0.22,-0.27
PJ Eason,Alabama A&M,0.45,-0.72,-0.27
Drew Kania,Brown,-0.44,0.17,-0.27
Boston Harker,Utah Tech,-0.31,0.04,-0.27
Jalen Reece,LSU,0.83,-1.1,-0.27
Abass Bodija,Fordham,-0.87,0.6,-0.27
Thiago Sucatzky,FIU,0.87,-1.14,-0.27
Luka Jovanovic,MTSU,0.54,-0.81,-0.27
Luke Zuffelato,Santa Barbara,-0.05,-0.22,-0.27
Arman Madi,Sacramento St,0.0,-0.27,-0.27
Seydou Traore,Utah,-0.14,-0.13,-0.27
Camden Karel,Bowling Green,-0.01,-0.26,-0.27
Cruz Davis,Hofstra,-0.42,0.15,-0.27
Joe Sayler,S Dakota St,-0.35,0.08,-0.27
Pasha Shemirani,Pepperdine,-0.31,0.04,-0.27
Ty Bevins,G Washington,-0.21,-0.07,-0.28
Jeremy Foumena,UCF,0.4,-0.68,-0.28
JJ Taylor,N Illinois,-0.01,-0.27,-0.28
Mayar Wol,Bowling Green,0.76,-1.04,-0.28
Ta'Zir Smith,Robert Morris,1.76,-2.04,-0.28
Christian Oliver,Morgan St,0.16,-0.44,-0.28
Jason Fontenet II,Santa Barbara,-0.01,-0.27,-0.28
Trey Woodyard,Vermont,0.04,-0.32,-0.28
Mekhi Reid,Norfolk St,-0.17,-0.11,-0.28
Riley Allenspach,George Mason,0.9,-1.18,-0.28
Myles Colvin,Wake Forest,0.0,-0.28,-0.28
Jae'Coby Osborne,New Mexico St,0.38,-0.66,-0.28
Omar Adegbola,N'Western St,-0.39,0.11,-0.28
Eric Baldassarre,West Georgia,0.23,-0.51,-0.28
Nico Ashley,C Connecticut,-0.49,0.21,-0.28
David Douglas Jr.,Fresno St,-0.62,0.34,-0.28
Kevin de Kovachich,North Alabama,0.04,-0.33,-0.29
Tyler Wagner,Austin Peay,0.03,-0.32,-0.29
Charles Bediako,Alabama,0.42,-0.71,-0.29
Matt McCarthy,FGCU,-0.07,-0.22,-0.29
Masiah Gilyard,Temple,0.23,-0.52,-0.29
Carter Berg-McLean,Loyola MD,-0.44,0.15,-0.29
Babacar Mbengue,Kansas City,-1.15,0.86,-0.29
DeAndre Craig Jr.,Purdue FW,1.02,-1.31,-0.29
Dylan James,Georgia,0.07,-0.36,-0.29
Carmelo Pacheco,UCF,0.04,-0.33,-0.29
Kai Rogers,Oklahoma,-0.35,0.06,-0.29
Creighton Morisch,Austin Peay,-0.49,0.19,-0.3
TJ Grant,Mercer,0.01,-0.31,-0.3
Demarris Winters,UT Rio Grande,0.17,-0.47,-0.3
Zae Blake,UT Rio Grande,-0.96,0.66,-0.3
Chance Trujillo,Utah Tech,0.77,-1.07,-0.3
Geon Hutchins,Northern Iowa,-0.51,0.21,-0.3
Cooper Bowser,Furman,-0.24,-0.06,-0.3
Isaac Carr,Wake Forest,0.23,-0.54,-0.31
William Kyle III,Syracuse,-0.2,-0.11,-0.31
Izaiah Pasha,Virginia Tech,-0.7,0.39,-0.31
Emmanuel Callas,San Diego,-0.54,0.23,-0.31
Aidan Sevilla,Idaho,-0.12,-0.19,-0.31
Tracy Steele Jr.,Little Rock,-0.22,-0.09,-0.31
Jaden Kirkwood,Holy Cross,-0.44,0.13,-0.31
Martin Carrere,Virginia,-0.09,-0.22,-0.31
Ja'Quavian Florence,Tennessee Tech,-0.44,0.13,-0.31
Ryder Cheesman,Missouri St,-0.13,-0.18,-0.31
Ryan Bolton Jr.,Prairie View,-0.24,-0.07,-0.31
Joshua Wyche,Lafayette,-0.49,0.18,-0.31
Jamal Chretien II,New Orleans,-0.1,-0.21,-0.31
Jakai Newton,Georgia St,-0.37,0.05,-0.32
Bobby Montgomery Jr.,UTEP,-0.66,0.34,-0.32
Christian Fermin,VCU,-0.19,-0.13,-0.32
Julius Mims,New Mexico St,0.83,-1.15,-0.32
Jalen Haralson,Notre Dame,-0.14,-0.18,-0.32
Dylan Veillette,Merrimack,-1.04,0.72,-0.32
Josiah Parker,FAU,0.43,-0.75,-0.32
Shon Abaev,Cincinnati,-1.41,1.09,-0.32
Maruan Cicic,Green Bay,0.04,-0.36,-0.32
Tayeshaun Smith,W Carolina,-0.12,-0.2,-0.32
Ognjen Stankovic,Akron,0.15,-0.48,-0.33
Xinyi Li,Long Island,-0.17,-0.16,-0.33
Paddy D'Arcy,East Carolina,-0.64,0.31,-0.33
Jalen Dollar,CA Baptist,0.13,-0.46,-0.33
Quentin Bolton,N'Western St,-0.36,0.03,-0.33
Ibrahima Traore,Utah,0.55,-0.88,-0.33
Peter Hemschemeier,SE Louisiana,-0.18,-0.15,-0.33
Phoenix Gill,Northwestern,-0.34,0.01,-0.33
Rashad King,LSU,-0.66,0.33,-0.33
Delyle Williams,Jackson St,0.0,-0.33,-0.33
Stanley Borden,UTSA,-0.3,-0.03,-0.33
Darren Williams,FGCU,0.36,-0.69,-0.33
Jaylon Johnson,Radford,0.12,-0.45,-0.33
Tallis Toure,Stanford,-0.18,-0.15,-0.33
Avery Brown,Columbia,-0.7,0.37,-0.33
Cyr Malonga,New Mexico St,-1.26,0.93,-0.33
Enoch Kalambay,Campbell,-0.07,-0.26,-0.33
James Dyson-Merwe,Evansville,-1.1,0.77,-0.33
Felipe Patino,Southern Miss,-0.83,0.5,-0.33
Davian Brown,Montana St,-0.14,-0.19,-0.33
Ari Fulton,NJIT,-0.76,0.43,-0.33
Tyler Lee,C Arkansas,-0.93,0.6,-0.33
Ewan Steele,Idaho,-0.14,-0.19,-0.33
AC Bryant,Jax State,-0.49,0.16,-0.33
Ron Zipper,LSU,-0.47,0.13,-0.34
Folabomi Fayemi,Lafayette,0.08,-0.42,-0.34
Isaac Munkadi,Fairfield,-1.0,0.66,-0.34
Lav Cvetkovic,IU Indy,-0.41,0.07,-0.34
Bowyn Beatty,La Salle,-0.36,0.02,-0.34
Zubayr Griffin,Monmouth,-0.09,-0.25,-0.34
Uzziah Buntyn,South Dakota,1.07,-1.41,-0.34
Rashaan Mbemba,Colorado St,0.69,-1.04,-0.35
Niklas Polonowski,Penn,-0.39,0.04,-0.35
Jahvin Carter,MTSU,0.9,-1.25,-0.35
Trent Middleton Jr.,NC A&T,0.7,-1.05,-0.35
Silas Bennion,South Dakota,-0.12,-0.23,-0.35
Isaiah Carr,Drake,-0.86,0.51,-0.35
Riley Jacobs,UMBC,-0.41,0.06,-0.35
K.J. Windham,Northwestern,-0.51,0.16,-0.35
Abdoulaye Fall,UAlbany,-0.42,0.07,-0.35
Adria Rodriguez,Washington St,-1.39,1.04,-0.35
Faizon Fields,Milwaukee,-0.74,0.39,-0.35
Eric Holland,Kennesaw St,-0.13,-0.22,-0.35
Jayden Quaintance,Kentucky,-0.47,0.11,-0.36
Nordin Kapic,South Carolina,-0.9,0.54,-0.36
Caleb Sanders,South Florida,0.1,-0.46,-0.36
William Patterson,New Orleans,-0.42,0.06,-0.36
Mason Matthews,Memphis,-0.11,-0.25,-0.36
Jeremiah Green,Texas A&M,-0.14,-0.22,-0.36
Keitenn Bristow,Alabama,-0.86,0.5,-0.36
Hunter Adam,Davidson,-0.36,0.0,-0.36
Tijan Saine Jr.,Weber St,0.68,-1.04,-0.36
Kilian Brockhoff,William & Mary,-0.52,0.16,-0.36
Nakavieon White,GA Southern,0.92,-1.28,-0.36
Jadin Collins-Roberts,Marist,-1.51,1.15,-0.36
Sam Nosakhare,Quinnipiac,-0.41,0.05,-0.36
Jayden Barrs,Lamar,-0.77,0.41,-0.36
Zach Bloch,N Colorado,0.81,-1.17,-0.36
James Jones,C Connecticut,-0.38,0.02,-0.36
Jaylen Robinson,Richmond,-0.26,-0.11,-0.37
Ahamed Mohammed,SF Austin,-0.41,0.04,-0.37
Vladimir Pavlovic,Mercyhurst,-0.56,0.19,-0.37
Amare Anderson,Presbyterian,-0.53,0.16,-0.37
Kayden Nation,C Michigan,-0.2,-0.17,-0.37
Jailen Daniel-Dalton,UC Riverside,0.2,-0.57,-0.37
Matt Hayman,Arkansas St,0.03,-0.41,-0.38
Ben Vander Wal,Furman,-0.36,-0.02,-0.38
Taylor Bol Bowen,Alabama,-0.14,-0.24,-0.38
Trejon Ware,AR-Pine Bluff,-0.35,-0.03,-0.38
Warren Marshall IV,Oakland,-0.73,0.35,-0.38
Ralph Akuta,Drexel,-1.16,0.78,-0.38
Ky Pernell,Texas St,-0.24,-0.14,-0.38
Roman Siulepa,Pitt,-0.63,0.24,-0.39
Jamal Ambrose,Texas A&M-CC,-0.29,-0.1,-0.39
Greg Jones,American,-0.39,0.0,-0.39
Chancellor White,N Colorado,-0.13,-0.26,-0.39
Seth Hubbard,Milwaukee,-0.08,-0.31,-0.39
Cam Gregory,Campbell,0.16,-0.55,-0.39
Michael Rogan,Fairfield,-0.09,-0.3,-0.39
Jayden Williams,GA Southern,0.07,-0.46,-0.39
LA Hayes,UTEP,-0.89,0.5,-0.39
Mason Gibson,Texas A&M-CC,-0.57,0.18,-0.39
Tyler McKinley,Cincinnati,-0.53,0.14,-0.39
AJ Dent Jr.,Tarleton St,0.01,-0.41,-0.4
Don McHenry,Utah,1.78,-2.18,-0.4
Leeroy Odiahi,Western KY,-0.06,-0.34,-0.4
Marcus Jackson,Siena,-0.52,0.12,-0.4
Malcolm Noel,West Georgia,-0.2,-0.2,-0.4
Alex Vargo,North Florida,-0.33,-0.07,-0.4
Corleone Dandridge,Denver,-0.45,0.05,-0.4
Jesse McCulloch,Michigan St,-0.58,0.18,-0.4
Dalyn Brandon,Southern Miss,-0.45,0.05,-0.4
Obomate Abbey,Utah,-1.18,0.78,-0.4
Brycen Long,Portland St,-0.82,0.42,-0.4
Jaiden Cole,Towson,-0.37,-0.03,-0.4
Corey Caulker,East Carolina,0.11,-0.51,-0.4
Nick Anderson,Rice,0.79,-1.19,-0.4
Cedric Horton,Texas A&M-CC,0.1,-0.5,-0.4
Angok Anyang,Alabama A&M,-0.24,-0.16,-0.4
Dellquan Warren,Mississippi St,-0.59,0.18,-0.41
Linus Holmstrom,VMI,-0.73,0.32,-0.41
Max Lipacis,La Salle,-0.24,-0.17,-0.41
Braden Appelhans,Drake,-0.39,-0.02,-0.41
Gabe Oldham,Denver,0.27,-0.68,-0.41
Chase Williams,The Citadel,-0.49,0.08,-0.41
Isaiah Stewart,N Illinois,-0.26,-0.15,-0.41
Jayden Epps,Mississippi St,0.8,-1.21,-0.41
Manny Hill,Cleveland St,-0.03,-0.38,-0.41
Kernan Bundy,Kansas City,-0.77,0.36,-0.41
Devean Williams,Rider,-0.67,0.26,-0.41
Brayden Young,Loyola Chicago,-0.19,-0.22,-0.41
Brent Bland,Saint Peter's,-0.53,0.11,-0.42
Caleb Kizer,South Dakota,-0.27,-0.15,-0.42
Pedro Santos,UT Martin,-1.82,1.4,-0.42
Christ Essandoko,South Carolina,-1.0,0.58,-0.42
Danny Carbuccia,UMass,1.51,-1.93,-0.42
R'Chaun King,Alabama St,-0.25,-0.17,-0.42
Bo Barber,Gardner-Webb,-0.2,-0.22,-0.42
Evan Griffin,Troy,-0.7,0.28,-0.42
Chance Puryear,SMU,-0.14,-0.28,-0.42
Sadiq White Jr.,Syracuse,-0.5,0.08,-0.42
Collin O'Neal,Furman,-0.19,-0.23,-0.42
Jaeden Mustaf,Georgia Tech,-1.14,0.72,-0.42
Bryan Etumnu,Wright St,-0.91,0.49,-0.42
Lukas Walls,Radford,0.85,-1.27,-0.42
Barry Dunning Jr.,Pitt,-0.2,-0.22,-0.42
Kelcy Phipps,Portland St,-0.91,0.49,-0.42
Wyatt DeGraaf,Brown,-0.76,0.34,-0.42
Veniamin Abosi,San Francisco,0.42,-0.84,-0.42
David Giddens,Cleveland St,-0.39,-0.03,-0.42
Bautista Giralt,UAlbany,-0.31,-0.12,-0.43
JD Bowden,Presbyterian,0.09,-0.52,-0.43
Cyril Franklin Jr.,UC Davis,0.44,-0.87,-0.43
Andre Washington,E Illinois,0.64,-1.07,-0.43
Christian Hughes,Little Rock,-0.1,-0.33,-0.43
Jeremiah Johnson,Howard,-0.48,0.05,-0.43
Mateo Esmeraldo,Lipscomb,-0.01,-0.42,-0.43
Trace Sadler,SE Missouri,-0.05,-0.38,-0.43
Trey Simpson,Kennesaw St,0.74,-1.17,-0.43
Will Harper III,Richmond,-0.06,-0.37,-0.43
Matthew MacLellan,Notre Dame,-0.01,-0.42,-0.43
Martin Kheil,Idaho St,1.04,-1.47,-0.43
Kase Wynott,Washington St,-0.37,-0.06,-0.43
Morris Ugusuk,West Virginia,-0.78,0.35,-0.43
Killian Gribben,Maine,-0.13,-0.3,-0.43
Zachary Royster,Loyola Chicago,-0.34,-0.09,-0.43
Bryce Quinet,Evansville,-0.64,0.2,-0.44
Alex Huguet Carrasco,UL Monroe,-0.57,0.13,-0.44
Jamal Albritton,North Alabama,-0.52,0.08,-0.44
Victory Onuetu,Hofstra,-1.03,0.59,-0.44
Andrija Jelavic,Kentucky,-0.46,0.02,-0.44
Jude Haigh,Holy Cross,-0.24,-0.2,-0.44
Xander Wedlow,St Bonaventure,-0.33,-0.11,-0.44
Andreo Ash,Canisius,-0.17,-0.27,-0.44
Warren Keel Jr.,Radford,-0.62,0.18,-0.44
Anouar Mellouk,Morehead St,0.91,-1.35,-0.44
Elijah Elliott,Ohio,-0.61,0.17,-0.44
Jordan Lowery,UT Arlington,-0.99,0.55,-0.44
Cade Pendleton,UC San Diego,-0.31,-0.14,-0.45
Gabriel Ferreira,Radford,-0.11,-0.34,-0.45
Dominykas Butka,Campbell,-0.3,-0.15,-0.45
Collins Onyejiaka,Alabama,-0.18,-0.27,-0.45
Aleksa Ristic,Indiana,-0.29,-0.16,-0.45
