Player,Team,Est_Possessions,O_BAPM,D_BAPM,Total_BAPM
Jaret Valencia,Monmouth,235.5,-0.38,-8.49,-8.87
Jordan Crawford,E Kentucky,278.1,-1.6,-7.28,-8.88
Tyler Johnson,Mercer,429.9,-8.09,-0.79,-8.88
Turner Buttry,E Kentucky,355.0,-1.38,-7.5,-8.88
Cayden Ward,Cal Poly,416.7,-2.78,-6.13,-8.91
Bautista Giralt,UAlbany,158.3,-3.21,-5.7,-8.91
Jordan Mason,UIC,265.3,-7.76,-1.16,-8.92
Trey Thomas,Bowling Green,84.8,-14.45,5.51,-8.94
Collin Holloway,Samford,327.6,-1.12,-7.83,-8.95
Cam'Ron Brown,Coppin St,266.5,-9.76,0.79,-8.97
Ben Roy,Boston U,112.6,-4.99,-3.99,-8.98
Jordan Burks,Georgetown,525.9,-0.96,-8.04,-9.0
Masen Miller,N Dakota St,404.9,1.69,-10.7,-9.01
Cardell Bailey,MD Eastern,228.9,0.05,-9.08,-9.03
Emanuel Richards,Longwood,86.9,-4.76,-4.3,-9.06
Brady Shoulders,Mercer,322.2,-8.63,-0.47,-9.1
Ryan Abelman,N Arizona,343.3,-5.98,-3.15,-9.13
KC Shaw,MD Eastern,196.2,0.03,-9.16,-9.13
Tyler Whitney-Sidney,Lehigh,378.4,-1.39,-7.75,-9.14
Zahree Harrison,Coppin St,232.9,-10.17,1.01,-9.16
Cole Henry,Wyoming,317.4,-2.87,-6.29,-9.16
Trey Autry,G Washington,481.3,-1.7,-7.48,-9.18
Nehemiah Benson,Binghamton,300.0,-9.81,0.63,-9.18
Luke Davis,New Orleans,226.1,-0.68,-8.52,-9.2
Perry Smith Jr.,NC Central,536.5,0.44,-9.66,-9.22
Precious Idiaru,Longwood,9.0,-5.06,-4.17,-9.23
Ring Nyeri,Kansas City,132.0,-14.81,5.58,-9.23
Wes Peterson Jr.,Binghamton,389.4,-10.41,1.17,-9.24
Ayodele Taiwo,Howard,192.4,-7.2,-2.04,-9.24
Damon Strand,UAlbany,14.8,-3.83,-5.41,-9.24
Steven Clay,Morehead St,181.5,-0.19,-9.06,-9.25
Roberts Blums,Davidson,200.0,-6.22,-3.03,-9.25
Mac Riniker,Cal Poly,450.4,-3.5,-5.75,-9.25
Abou Magassa,Wyoming,249.2,-3.59,-5.67,-9.26
Dieonte Miles,Morehead St,163.3,-0.17,-9.09,-9.26
Chris Walker,Binghamton,383.9,-10.37,1.11,-9.26
AC Bryant,Alabama A&M,348.3,-4.05,-5.26,-9.31
Leo Nordberg,Longwood,12.3,-5.2,-4.11,-9.31
Kenny White Jr.,Morehead St,149.4,-0.26,-9.07,-9.33
Jackson Holt,E Kentucky,186.5,-2.22,-7.11,-9.33
Isaiah Lewis,Little Rock,268.3,-1.65,-7.69,-9.34
Malik Mack,Georgetown,575.0,-1.34,-8.01,-9.35
Ryan Soulis,Richmond,36.0,-10.29,0.92,-9.37
Eugene Brown III,GA Southern,374.8,-8.65,-0.73,-9.38
Mike Loughnane,Davidson,367.4,-6.0,-3.38,-9.38
Jaxon Pardon,Bowling Green,1.0,-15.25,5.87,-9.38
Otto Landrum,Boston U,11.0,-5.64,-3.75,-9.39
Damondre McKnight,Niagara,106.6,-1.23,-8.17,-9.4
Zane Adnan,UAlbany,16.8,-4.16,-5.24,-9.4
Zavian McLean,FGCU,303.2,-1.08,-8.33,-9.41
Jayden Jackson,N Arizona,364.4,-6.35,-3.06,-9.41
Bernard Pelote,W Carolina,333.0,-0.89,-8.53,-9.42
Calvin Robins Jr.,Howard,115.8,-7.53,-1.9,-9.43
DeLonnie Hunt,Richmond,20.4,-10.42,0.98,-9.44
Dok Muordar,Monmouth,245.4,-1.83,-7.61,-9.44
Ben Palacios,Boston U,115.0,-5.74,-3.7,-9.44
Koby Jeffries,UIC,47.6,-8.79,-0.66,-9.45
Marcus Overstreet,Mercer,151.3,-9.35,-0.11,-9.46
Jacob Holt,Sacramento St,298.2,0.0,-9.47,-9.47
Khouri Carvey,Morehead St,73.7,-0.65,-8.83,-9.48
Anouar Mellouk,Morehead St,161.1,-0.49,-8.99,-9.48
Joshua Strong,Howard,192.8,-7.76,-1.76,-9.52
Ben Callahan-Gold,Binghamton,159.9,-10.76,1.24,-9.52
Isaiah West,Samford,178.4,-2.33,-7.21,-9.54
Marlon Short,UMBC,381.1,4.74,-14.29,-9.55
Devin Askew,Long Beach St,395.7,-2.46,-7.09,-9.55
Luke Turner,UC Riverside,94.0,-3.72,-5.83,-9.55
Leland Coleman,New Orleans,244.7,-1.37,-8.2,-9.57
Parker Strauss,UC Riverside,42.7,-3.74,-5.83,-9.57
Jayden Epps,Georgetown,458.7,-2.06,-7.51,-9.57
Davontae Hall,Kansas City,97.6,-15.34,5.77,-9.57
Jah Quinones,Mercer,148.8,-9.59,0.01,-9.58
A.J. Wills,Wyoming,169.3,-3.99,-5.61,-9.6
Hamed Olayinka,Samford,63.4,-2.31,-7.31,-9.62
Matija Belic,Wyoming,140.7,-3.98,-5.66,-9.64
Andrew Ball,Monmouth,98.2,-1.94,-7.7,-9.64
Josh Ijeh,Kansas City,44.8,-15.42,5.78,-9.64
Jalil Beaubrun,App State,289.1,-10.66,1.01,-9.65
JR Jacobs,New Orleans,295.4,-1.47,-8.18,-9.65
Tyler Andrews,E Kentucky,71.7,-2.94,-6.73,-9.67
Scottie Ebube,Wyoming,101.3,-4.27,-5.41,-9.68
Julian Brown,Samford,144.4,-2.5,-7.18,-9.68
Kade Ruegsegger,Morehead St,94.0,-0.94,-8.75,-9.69
Miles Stewart,Howard,147.8,-8.13,-1.57,-9.7
Gob Gob,Kansas City,17.8,-15.56,5.86,-9.7
Aa'Reyon Munir-Jones,Coppin St,7.0,-11.07,1.37,-9.7
Laurynas Vaistaras,Mercer,195.1,-9.88,0.16,-9.72
Blake Ammons,Kansas City,40.4,-15.62,5.89,-9.73
Po'Boigh King,NC Central,517.8,-0.14,-9.59,-9.73
Gavin Davis,UC Riverside,38.7,-4.0,-5.76,-9.76
Elijah Price,Fresno St,313.5,-0.28,-9.49,-9.77
Kasheem Grady II,Kansas City,33.4,-15.71,5.9,-9.81
Collin Kuhl,GA Southern,142.7,-9.55,-0.26,-9.81
Andy Stefonowicz,N Dakota St,213.1,0.15,-10.02,-9.87
Kobe Newton,Wyoming,176.8,-4.23,-5.64,-9.87
Joshua Ingram,Lehigh,366.0,-2.57,-7.31,-9.88
Noah Feddersen,N Dakota St,245.3,0.12,-10.01,-9.89
Oleg Kojenets,Wyoming,36.3,-4.59,-5.32,-9.91
Nasir Whitlock,Lehigh,278.7,-2.91,-7.03,-9.94
Evan Ashe,Binghamton,179.5,-11.55,1.61,-9.94
Matt Hayman,SF Austin,321.6,-2.28,-7.66,-9.94
Fatt Hill,Ball State,273.7,-0.17,-9.78,-9.95
Quinton Morton-Robertson,Purdue FW,315.6,-8.08,-1.87,-9.95
TJ Berger,Lafayette,105.8,-11.38,1.43,-9.95
Tristen Guillouette,FGCU,88.5,-2.22,-7.74,-9.96
Hassan Perkins,MD Eastern,218.6,-1.51,-8.46,-9.97
George Marshall,Morehead St,104.9,-1.45,-8.54,-9.99
Touko Tainamo,Wyoming,78.1,-4.63,-5.37,-10.0
Christian Jones,G Washington,466.4,-3.05,-6.97,-10.02
Braylhan Thomas,GA Southern,117.6,-9.87,-0.15,-10.02
Kaia Berridge,Evansville,80.1,-10.09,0.05,-10.04
Joe Hurlburt,Davidson,28.9,-7.39,-2.66,-10.05
Don McHenry,Western KY,412.1,-4.82,-5.23,-10.05
DJ Nussbaum,E Kentucky,58.4,-3.67,-6.41,-10.08
Paulie Stramaglia,Samford,4.0,-3.14,-6.95,-10.09
Michael Katsock,Davidson,1.0,-7.46,-2.63,-10.09
Luke Zimmerman,Davidson,1.0,-7.46,-2.63,-10.09
Gui Tesch,Evansville,119.4,-10.15,0.06,-10.09
Mark Butler,Lafayette,11.9,-11.71,1.62,-10.09
Cam Bryant,Mercer,264.9,-10.41,0.32,-10.09
Brody Boyer,Samford,4.0,-3.16,-6.94,-10.1
Jalen Jackson,Purdue FW,298.6,-8.71,-1.4,-10.11
Trent Scott,Morehead St,75.9,-1.73,-8.38,-10.11
Michael Day,Evansville,64.1,-10.35,0.21,-10.14
Christopher Flippin,MD Eastern,227.9,-1.74,-8.4,-10.14
Zion Wilburn,Samford,8.9,-3.26,-6.9,-10.16
Brian Amuneke,Fresno St,300.3,-1.11,-9.05,-10.16
Gytis Nemeiksa,Hawai'i,234.5,-1.32,-8.85,-10.17
Rory Stewart,FGCU,114.5,-2.55,-7.65,-10.2
Josh Odunowo,UMBC,270.0,3.42,-13.63,-10.21
Luke Kasubke,N Dakota St,158.4,-0.38,-9.83,-10.21
Darren Williams,FGCU,132.3,-2.5,-7.72,-10.22
Ante Beljan,Little Rock,250.0,-3.14,-7.08,-10.22
Misha Bednostin,Lafayette,65.8,-11.81,1.59,-10.22
Nate Brafford,GA Southern,136.1,-10.27,0.05,-10.22
Sam Lewis,Toledo,507.2,6.63,-16.86,-10.23
Khristian Lander,Western KY,288.2,-5.47,-4.77,-10.24
Folabomi Fayemi,Lafayette,22.4,-11.95,1.71,-10.24
Mounir Hima,Howard,19.8,-8.95,-1.3,-10.25
Drew Fielder,Georgetown,366.1,-3.37,-6.88,-10.25
Tyrone Marshall Jr.,Western KY,395.2,-5.53,-4.73,-10.26
Theo Grant,New Orleans,198.9,-2.49,-7.79,-10.28
Diego Campisano,N Arizona,245.4,-7.65,-2.63,-10.28
Malik Rasul,Lafayette,8.9,-12.05,1.77,-10.28
Trent Hundley,Evansville,27.3,-10.48,0.19,-10.29
Bryce Johnson,UMBC,277.6,3.41,-13.7,-10.29
Javan Simmons,Toledo,477.2,6.51,-16.81,-10.3
Aaron Price Jr.,Cal Poly,147.4,-5.44,-4.86,-10.3
Alonzo Dodd,App State,355.1,-11.83,1.53,-10.3
Jack Reddick,FGCU,142.8,-2.91,-7.41,-10.32
Mickey Pearson Jr.,Ball State,230.4,-0.84,-9.49,-10.33
Hank Alvey,Lehigh,327.0,-3.79,-6.54,-10.33
Payton Sparks,Ball State,205.1,-0.84,-9.5,-10.34
Darren Buchanan Jr.,G Washington,316.7,-3.33,-7.01,-10.34
Guzman Vasilic,Cal Poly,316.5,-5.42,-4.92,-10.34
Chevalier Emery,W Carolina,232.2,-2.44,-7.91,-10.35
Jack Payne,Idaho,381.2,-1.3,-9.05,-10.35
Dior Conners,App State,356.6,-11.8,1.44,-10.36
Jah Nze,Mercer,37.1,-10.96,0.59,-10.37
Eric Mulder,Purdue FW,241.6,-8.93,-1.45,-10.38
Kohen Rowbatham,New Orleans,187.4,-2.86,-7.53,-10.39
Jordan Meka,Monmouth,91.9,-3.21,-7.19,-10.4
Angel Montas Jr.,Mercer,76.4,-11.05,0.63,-10.42
Chandler Cuthrell,Purdue FW,163.6,-9.36,-1.06,-10.42
Yvens Paul,E Kentucky,104.0,-4.25,-6.17,-10.42
Luka Tarlac,Cal Poly,153.6,-5.71,-4.72,-10.43
Aric Demings,Monmouth,57.6,-3.35,-7.08,-10.43
Sean Durugordon,Old Dominion,616.3,-3.73,-6.72,-10.45
Creed Williamson,Little Rock,40.6,-3.56,-6.9,-10.46
Jacoi Hutchinson,G Washington,253.1,-3.59,-6.87,-10.46
Zaon Collins,Fresno St,288.8,-1.32,-9.14,-10.46
Cord Stansberry,W Carolina,324.9,-2.59,-7.87,-10.46
Justin Ray,Monmouth,35.8,-3.34,-7.12,-10.46
Kyrell Shaw,MD Eastern,149.5,-2.22,-8.25,-10.47
Darik Dissette,N Dakota St,98.7,-0.87,-9.6,-10.47
Chris Morgan,Monmouth,46.0,-3.4,-7.08,-10.48
Jalen Breazeale,Morehead St,8.0,-2.38,-8.12,-10.5
Jaden Webb,Morehead St,6.4,-2.37,-8.13,-10.5
Micah Davis,E Kentucky,31.3,-4.42,-6.09,-10.51
Tanner Christensen,Hawai'i,319.7,-2.11,-8.42,-10.53
Chad Moodie,Alabama A&M,365.7,-5.49,-5.04,-10.53
Ben Knostman,Lehigh,191.6,-4.16,-6.38,-10.54
Caleb Pennyfeather,Little Rock,75.8,-3.74,-6.82,-10.56
Rahmir Barno,FGCU,90.1,-3.21,-7.35,-10.56
Luke Wilson,App State,124.2,-12.08,1.52,-10.56
Braxton Bayless,Western KY,367.5,-5.74,-4.83,-10.57
Sam Fagan,Monmouth,10.0,-3.56,-7.01,-10.57
Chase Forte,South Dakota,436.6,0.08,-10.65,-10.57
Louie Jordan,UMBC,328.2,2.76,-13.34,-10.58
Jasir Tremble,Fresno St,240.3,-1.63,-8.95,-10.58
Juanse Gorosito,Ball State,230.6,-1.23,-9.35,-10.58
Dontae Horne,GA Southern,54.0,-10.82,0.22,-10.6
Dillan Baker,N Arizona,158.6,-8.39,-2.23,-10.62
Micah Smith,GA Southern,5.0,-10.95,0.31,-10.64
Brennan Watkins,N Dakota St,167.2,-1.1,-9.55,-10.65
Derrick Michael Xzavierro,Long Beach St,221.2,-4.52,-6.15,-10.67
Milos Ilic,Loyola MD,380.6,-4.84,-5.84,-10.68
Sean Hansen,G Washington,341.7,-4.13,-6.56,-10.69
Aaron Hunkin-Claytor,Hawai'i,328.3,-2.3,-8.39,-10.69
BB Washington,FGCU,16.0,-3.47,-7.24,-10.71
Maurice Vassel,MD Eastern,90.9,-2.93,-7.81,-10.74
Hayden Jory,Cal Poly,11.0,-6.27,-4.49,-10.76
Chase McKey,W Carolina,171.1,-3.18,-7.58,-10.76
Curtis Williams Jr.,Georgetown,337.5,-4.07,-6.7,-10.77
Maximus Nelson,Purdue FW,262.7,-9.67,-1.11,-10.78
Logan McLaughlin,Cal Poly,2.0,-6.32,-4.47,-10.79
Keishon Porter,NC Central,414.6,-2.65,-8.14,-10.79
Vernon Collins,W Carolina,212.0,-3.42,-7.38,-10.8
Alex Crawford,Fresno St,339.0,-1.88,-8.93,-10.81
Isaac Spears,Cal Poly,2.0,-6.35,-4.46,-10.81
Corey Hadnot II,Purdue FW,174.4,-9.94,-0.88,-10.82
Grant Kemp,New Orleans,182.1,-3.49,-7.33,-10.82
Jamil Muttilib,App State,85.1,-12.61,1.78,-10.83
Gerald Drumgoole Jr.,G Washington,366.5,-4.19,-6.64,-10.83
EJ Neal Jr.,Sacramento St,445.5,-2.2,-8.64,-10.84
Dionte Johnson,NC Central,275.5,-2.75,-8.11,-10.86
Blaise Keita,Western KY,246.8,-6.79,-4.07,-10.86
Leigh Rickwood-Pitt,N Arizona,143.0,-8.85,-2.02,-10.87
TY Johnson,UC Davis,465.0,-1.9,-8.98,-10.88
Trey Deveaux,W Illinois,234.6,-7.35,-3.53,-10.88
Paul Bizimana,Cal Poly,4.0,-6.5,-4.39,-10.89
Jayden Lemond,Binghamton,8.4,-13.18,2.28,-10.9
Ethan Menzies,Cal Poly,0.0,-6.52,-4.39,-10.91
TJ Wainwright,Long Beach St,311.6,-4.69,-6.23,-10.92
Christian Hughes,Little Rock,50.1,-4.33,-6.6,-10.93
Dylan Mclean,Alabama A&M,227.1,-6.1,-4.84,-10.94
Keon Thompson,SF Austin,336.5,-3.98,-6.97,-10.95
Ryan Rapp,Hawai'i,324.2,-2.66,-8.3,-10.96
Jaqai Murray,NC Central,311.2,-2.86,-8.1,-10.96
Ralph Martino Jr.,MD Eastern,106.9,-3.21,-7.75,-10.96
Julius Mims,Idaho,322.2,-2.26,-8.71,-10.97
Jalen Jackson,Western KY,300.0,-6.82,-4.15,-10.97
Austin Johnson,Long Beach St,355.8,-4.55,-6.43,-10.98
Nikola Milosevic,Little Rock,1.0,-4.49,-6.51,-11.0
Sonny Wilson,Toledo,538.0,5.53,-16.53,-11.0
Kolton Mitchell,Idaho,454.3,-2.2,-8.8,-11.0
Max Sims,Binghamton,8.4,-13.35,2.35,-11.0
Trey Hall,MD Eastern,131.6,-3.35,-7.69,-11.04
Chrishawn Christmas,SF Austin,294.8,-4.34,-6.7,-11.04
Saliou Seye,Alabama A&M,247.7,-6.67,-4.37,-11.04
Kristiyan Popov,Little Rock,6.0,-4.54,-6.5,-11.04
Lorenzo Downey,Alabama A&M,331.1,-6.72,-4.35,-11.07
Trey Lewis,Purdue FW,123.1,-10.4,-0.67,-11.07
Steven Jamerson II,San Diego,357.7,-2.36,-8.71,-11.07
Cam Gillus,Lehigh,306.0,-4.83,-6.25,-11.08
Ty Bevins,G Washington,207.2,-4.74,-6.34,-11.08
Treyson Anderson,N Dakota St,17.3,-1.95,-9.14,-11.09
Isaiah Adams,Toledo,441.6,5.07,-16.17,-11.1
Ace Valentine,UMBC,259.3,2.08,-13.2,-11.12
Jose Cuello,MD Eastern,103.0,-3.73,-7.39,-11.12
Jacob Theodosiou,Loyola MD,462.0,-5.64,-5.49,-11.13
Oakland Fort,N Arizona,82.9,-9.25,-1.88,-11.13
Jalen Ware,MD Eastern,59.5,-3.65,-7.52,-11.17
Jeremiah Burke,N Dakota St,12.8,-2.1,-9.07,-11.17
Alfredo Addesa,Lehigh,105.8,-4.99,-6.18,-11.17
Tom Beattie,Hawai'i,328.2,-2.98,-8.21,-11.19
Jackson Threadgill,App State,85.0,-13.26,2.06,-11.2
TJ Thomas,E Texas A&M,269.2,-1.6,-9.6,-11.2
Ali Ragab,N Arizona,10.4,-9.43,-1.82,-11.25
Caleb Williams,Georgetown,191.6,-4.87,-6.41,-11.28
Kam Martin,Long Beach St,333.1,-5.48,-5.81,-11.29
Aquan Smart,NC Central,168.0,-3.11,-8.2,-11.31
Monty Bowser,N Arizona,196.8,-9.28,-2.04,-11.32
Floyd Rideau Jr.,NC Central,199.6,-3.13,-8.21,-11.34
Darryl Simmons II,Gardner-Webb,414.3,-0.0,-11.34,-11.34
Robert McCray V,Jacksonville,445.3,-3.6,-7.74,-11.34
Ethan Brittain-Watts,Ball State,232.5,-2.76,-8.59,-11.35
CJ Hyland,W Carolina,154.4,-4.31,-7.06,-11.37
Kayvaun Mulready,Georgetown,100.2,-4.96,-6.42,-11.38
Drew McKenna,Georgetown,160.5,-4.93,-6.46,-11.39
Fischer Brown,W Carolina,123.4,-4.34,-7.05,-11.39
Emil Skytta,Sacramento St,403.2,-3.22,-8.17,-11.39
Michael Marcus Jr.,App State,38.8,-13.62,2.21,-11.41
Kristian Gonzalez,Idaho,366.0,-2.88,-8.53,-11.41
Lachlan Brewer,Sacramento St,368.8,-3.17,-8.24,-11.41
Pablo Tamba,UC Davis,412.2,-2.83,-8.59,-11.42
Edouard Benoit,Lehigh,263.4,-5.35,-6.07,-11.42
Jordan Stiemke,Loyola MD,439.1,-6.14,-5.28,-11.42
Akira Jacobs,Hawai'i,184.7,-3.45,-8.0,-11.45
Dayan Nessah,G Washington,68.5,-5.43,-6.03,-11.46
Jeremiah Hernandez,Ball State,136.4,-2.87,-8.61,-11.48
Nehemiah Turner,C Arkansas,352.1,-2.89,-8.59,-11.48
Jack Edelen,Western KY,162.1,-7.62,-3.87,-11.49
Enoch Kalambay,Western KY,140.9,-7.55,-3.95,-11.5
Mor Seck,Fresno St,197.8,-3.37,-8.14,-11.51
Kendall Munson,Jacksonville,444.0,-3.84,-7.69,-11.53
Brandon Morgan,W Carolina,185.6,-4.53,-7.01,-11.54
Thomas Sorber,Georgetown,22.0,-5.38,-6.17,-11.55
Trey Moss,G Washington,103.1,-5.61,-5.95,-11.56
Tana Kopa,Canisius,431.9,-3.5,-8.07,-11.57
Leeroy Odiahi,Western KY,210.3,-7.58,-3.99,-11.57
Ben Hendriks,Ball State,93.5,-3.14,-8.43,-11.57
TJ Burch,Ball State,44.9,-3.09,-8.48,-11.57
Tony Duckett,San Diego,340.7,-3.16,-8.41,-11.57
Deangelo Elisee,Purdue FW,29.4,-11.28,-0.33,-11.61
Anthony Selden,Gardner-Webb,358.5,-0.42,-11.2,-11.62
Marcus Greene,Hawai'i,147.5,-3.78,-7.86,-11.64
Michael Van Raaphorst,Georgetown,17.9,-5.58,-6.07,-11.65
Chris Morgan,Purdue FW,60.2,-11.4,-0.25,-11.65
Austin Montgomery,Georgetown,48.2,-5.55,-6.12,-11.67
Bilal Abdur-Rahman,Alabama A&M,143.0,-7.44,-4.24,-11.68
Jackson Sowards,New Orleans,3.5,-5.02,-6.67,-11.69
Darius Ford,Alabama A&M,183.6,-7.63,-4.08,-11.71
Isaac Parson,NC Central,294.2,-3.41,-8.31,-11.72
Kody Clouet,San Diego,397.4,-3.23,-8.49,-11.72
Devan Sapp,UMBC,158.4,0.88,-12.63,-11.75
Hashem Asadallah,Georgetown,4.0,-5.74,-6.02,-11.76
Paul McMillan IV,Canisius,302.2,-3.99,-7.77,-11.76
Harry Rouhliadeff,Hawai'i,212.5,-4.01,-7.77,-11.78
Seth Hubbard,Toledo,318.5,4.21,-16.02,-11.81
Chudi Dioramma,Sacramento St,147.3,-3.82,-7.99,-11.81
Leo DeBruhl,UC Davis,384.9,-3.79,-8.05,-11.84
Mason Jones,Ball State,78.3,-3.65,-8.2,-11.85
Regimantas Ciunys,UMBC,139.9,0.73,-12.6,-11.87
Isaiah Richards,Gardner-Webb,276.2,-0.97,-10.91,-11.88
Nik Graves,Charlotte,444.5,-0.91,-10.97,-11.88
Isaiah Brickner,Idaho,156.5,-3.76,-8.14,-11.9
Bailey Nunn,Sacramento St,251.5,-3.97,-7.94,-11.91
Joey Hart,Ball State,81.4,-3.72,-8.21,-11.93
London Riley,Alabama A&M,171.3,-7.99,-3.96,-11.95
Timmy Adedire,NC Central,277.8,-4.01,-7.95,-11.96
Nana Antwi-Boasiako,SF Austin,145.6,-5.83,-6.14,-11.97
Tommy Conniff,Lehigh,22.3,-6.44,-5.55,-11.99
Clance Crosby,Alabama A&M,78.4,-8.14,-3.86,-12.0
Andrew Nagy,Long Beach St,257.8,-6.34,-5.66,-12.0
Tyler Mrus,Idaho,327.7,-3.9,-8.1,-12.0
Leo Ricketts,Sacramento St,197.0,-4.35,-7.66,-12.01
Jakari Spence,Jacksonville,400.4,-4.8,-7.22,-12.02
Peter Kramer,Lehigh,4.4,-6.55,-5.48,-12.03
Tim Eze,UMBC,36.6,0.32,-12.36,-12.04
Dominic Pangonis,SF Austin,235.2,-6.0,-6.04,-12.04
Myles Jenkins,SF Austin,236.4,-5.91,-6.13,-12.04
Robert Davis Jr.,Old Dominion,608.7,-6.62,-5.48,-12.1
Jaylen Dorsey,Western KY,75.1,-8.62,-3.5,-12.12
Juhlawnei Stone,SF Austin,127.9,-6.1,-6.04,-12.14
Titus Yearout,Idaho,181.3,-4.17,-7.98,-12.15
Tyler Linhardt,Idaho,245.2,-4.0,-8.15,-12.15
Zach Bell,Jacksonville,428.4,-4.8,-7.36,-12.16
Cameron Palesse,Canisius,172.7,-4.62,-7.55,-12.17
Michael Wilson,Sacramento St,189.5,-4.39,-7.79,-12.18
Jaylen Colon,Alabama A&M,89.8,-8.39,-3.79,-12.18
Quincy McGriff,Alabama A&M,119.7,-8.53,-3.66,-12.19
Aaron Smith,Alabama A&M,54.4,-8.43,-3.76,-12.19
Jason Hart Jr.,Long Beach St,181.6,-6.94,-5.26,-12.2
Nils Cooper,UC Davis,213.1,-4.44,-7.77,-12.21
Ashton Reese,UMBC,55.6,0.03,-12.24,-12.21
Angok Anyang,Alabama A&M,87.5,-8.51,-3.71,-12.22
Jalen Weaver,Fresno St,60.4,-4.47,-7.76,-12.23
Niko Rocak,UC Davis,319.1,-4.65,-7.58,-12.23
Josh Taylor,E Texas A&M,239.8,-3.02,-9.23,-12.25
Jerome Palm,Hawai'i,59.8,-4.84,-7.43,-12.27
Kelechi Okworogwo,NC Central,61.2,-4.84,-7.45,-12.29
Deven Dahlke,San Diego,300.5,-4.34,-7.95,-12.29
Ryan Myers,W Illinois,225.1,-9.8,-2.49,-12.29
Joshua Hughley,Alabama A&M,9.0,-8.69,-3.62,-12.31
Zane Doughty,Ball State,13.5,-4.38,-7.93,-12.31
Caelum Swanton-Rodger,Old Dominion,446.6,-6.91,-5.41,-12.32
Daylon Dickerson,UMBC,12.8,-0.11,-12.21,-12.32
Dre Bullock,South Dakota,384.8,-2.84,-9.48,-12.32
Pierre Geneste Jr.,Fresno St,88.9,-4.75,-7.62,-12.37
Tyson Commander,Loyola MD,288.9,-7.82,-4.58,-12.4
Braeden Speed,Loyola MD,416.7,-7.57,-4.84,-12.41
Austin Harvell,Alabama A&M,16.9,-8.8,-3.61,-12.41
David Brown III,Loyola MD,235.8,-7.81,-4.61,-12.42
Osahon Obasohan,Hawai'i,8.0,-5.18,-7.24,-12.42
Keith Lamar,SF Austin,136.9,-6.48,-5.95,-12.43
Chris Daniels,NC Central,1.0,-5.14,-7.3,-12.44
Warren Yeh,Alabama A&M,38.8,-8.89,-3.57,-12.46
Varick Lewis,Long Beach St,95.0,-7.33,-5.15,-12.48
Veljko Ilic,Loyola MD,293.0,-7.67,-4.81,-12.48
Takai Simpkins,Elon,125.0,-1.97,-10.54,-12.51
Bryce Ford,Toledo,375.0,2.72,-15.24,-12.52
Kody Williams,Hawai'i,35.3,-5.3,-7.22,-12.52
Joshua Bonga,Fresno St,25.4,-5.11,-7.44,-12.55
LJ Thomas,Austin Peay,342.9,3.73,-16.3,-12.57
Pharrell Boyogueno,Gardner-Webb,255.3,-2.36,-10.23,-12.59
Thierno Sylla,SF Austin,107.1,-6.86,-5.73,-12.59
Connor Sevilla,UC Davis,410.3,-5.22,-7.38,-12.6
Christian Richardson,Long Beach St,26.3,-7.71,-4.9,-12.61
Isaac Haney,Austin Peay,318.4,3.86,-16.49,-12.63
Toyaz Solomon,UNC Asheville,455.4,-1.72,-10.94,-12.66
KC Ugwuakazi,E Texas A&M,227.4,-3.99,-8.67,-12.66
Isaac Bruns,South Dakota,418.3,-3.51,-9.18,-12.69
Carl Daughtery Jr.,UC Davis,223.4,-5.34,-7.36,-12.7
Quincy Allen,Chicago St,250.9,-2.26,-10.44,-12.7
Treysen Eaglestaff,North Dakota,402.2,-4.15,-8.57,-12.72
Dylan Godfrey,Canisius,344.3,-5.33,-7.39,-12.72
R.J. Blakney,Old Dominion,474.5,-7.22,-5.5,-12.72
Giancarlo Rosado,Charlotte,390.6,-2.71,-10.04,-12.75
Andrew Cook,E Washington,293.8,1.15,-13.91,-12.76
Cam Denson,Long Beach St,44.1,-7.9,-4.86,-12.76
Jamaine Mann,Gardner-Webb,286.6,-2.68,-10.13,-12.81
Sean Smith,W Illinois,222.7,-10.77,-2.04,-12.81
Tate McCubbin,Austin Peay,304.7,3.24,-16.07,-12.83
Gianni Thompson,Canisius,258.0,-5.75,-7.1,-12.85
DaeVeon Scott,SF Austin,7.0,-7.32,-5.53,-12.85
Ethan Mayes,SF Austin,2.0,-7.37,-5.5,-12.87
Jacob Hudson,Gardner-Webb,197.2,-2.89,-10.01,-12.9
Shahar Lazar,Gardner-Webb,250.9,-2.78,-10.14,-12.92
Anthony Benard,Canisius,399.5,-5.45,-7.47,-12.92
Joey Chammaa,San Diego,193.7,-5.45,-7.48,-12.93
Julian Vaughns,Sacramento St,5.0,-5.88,-7.06,-12.94
Sam Brown,Penn,416.6,3.42,-16.36,-12.94
Jordan Marsh,UNC Asheville,409.3,-2.02,-10.93,-12.95
Santiago Trouet,San Diego,268.1,-5.64,-7.32,-12.96
Julius Rollins,W Illinois,218.1,-10.8,-2.16,-12.96
Jaden Johnson,Old Dominion,585.7,-7.66,-5.31,-12.97
Sam Sherry,Elon,158.3,-2.77,-10.2,-12.97
Keenan Emmanuel,SF Austin,39.5,-7.57,-5.41,-12.98
Clayton Southwick,SF Austin,17.0,-7.57,-5.42,-12.99
Evan Phelps,E Texas A&M,260.1,-4.46,-8.62,-13.08
Miles Klapper,Idaho,9.0,-5.85,-7.25,-13.1
Ewan Steele,Idaho,0.0,-5.84,-7.26,-13.1
