Player,Team,O_BAPM,D_BAPM,Total_BAPM
James Okonkwo,Akron,0.42,0.53,0.95
Zach Hicks,Penn State,0.53,0.42,0.95
Sencire Harris,West Virginia,-0.31,1.26,0.95
Justin McBride,Nevada,0.61,0.34,0.95
Ben Vander Wal,Furman,0.11,0.84,0.95
Mike Woods,Navy,0.58,0.37,0.95
Colin Porter,Liberty,0.16,0.79,0.95
Curtis Jones,Iowa State,0.9,0.04,0.94
Jacobi Wright,South Carolina,1.15,-0.21,0.94
Marcellus Brigham Jr.,Jax State,-0.26,1.19,0.93
Alex Karaban,UConn,1.21,-0.28,0.93
Greg Jones,American,-0.09,1.02,0.93
Jeremy Lorenz,Wofford,0.44,0.49,0.93
Miles Heide,San Diego St,-0.07,1.0,0.93
Kellen Amos,Rice,0.57,0.36,0.93
Amaree Abram,Louisiana Tech,0.74,0.19,0.93
Mark Sears,Alabama,0.79,0.13,0.92
Andrej Stojakovic,California,1.14,-0.22,0.92
Fedor Zugic,Creighton,0.05,0.87,0.92
Luke Barrett,Saint Mary's,0.09,0.83,0.92
Tre'shawn Sheppard,Long Island,0.66,0.26,0.92
EJ Farmer,Youngstown St,0.49,0.43,0.92
Elijah Elliott,Ohio,0.55,0.37,0.92
Kai Johnson,Montana,1.21,-0.29,0.92
Jordan Johnson,Southern,-0.46,1.38,0.92
Moustapha Thiam,UCF,0.92,0.0,0.92
Kalifa Sakho,Sam Houston,0.04,0.87,0.91
Gabe Dynes,Youngstown St,0.47,0.44,0.91
Corey Washington,Wichita St,0.86,0.05,0.91
Joe Anderson,Lipscomb,0.63,0.28,0.91
Jaylin Jackson-Posey,Texas Southern,-0.09,1.0,0.91
Shereef Mitchell,Ohio,0.55,0.36,0.91
Jelani Hamilton,Georgia St,1.18,-0.27,0.91
Nick Fiorillo,Vermont,-0.47,1.37,0.9
Terry McMorris,E Illinois,0.43,0.47,0.9
Brody Rowbury,SE Louisiana,1.45,-0.55,0.9
Brandon Maclin,Radford,0.41,0.49,0.9
Keon Ambrose-Hylton,SMU,0.68,0.22,0.9
Tyrone Riley IV,San Francisco,0.45,0.45,0.9
Alejandro Vasquez,UAB,0.71,0.19,0.9
Oumar Ballo,Indiana,1.06,-0.16,0.9
Mason Jones,Ball State,0.52,0.37,0.89
Sam Lecholat,Montana St,0.24,0.65,0.89
Ryan Abelman,N Arizona,1.01,-0.12,0.89
Michael Duax,FGCU,0.97,-0.08,0.89
Cayden Vasko,C Michigan,0.41,0.48,0.89
Trevin Knell,BYU,0.32,0.57,0.89
Miles Stewart,Howard,0.45,0.44,0.89
Chansey Willis Jr.,W Michigan,0.35,0.54,0.89
Boubacar Coulibaly,Pepperdine,1.05,-0.16,0.89
Aidan Harris,Saint Francis,-0.28,1.16,0.88
Adrian Uchidiuno,Brown,-0.02,0.9,0.88
Michael Teal,SC State,0.52,0.36,0.88
Denver Anglin,Rice,0.4,0.48,0.88
Donovan Williams,W Michigan,0.36,0.52,0.88
D'Ante Bass,Alabama St,-0.23,1.11,0.88
Johni Broome,Auburn,1.06,-0.18,0.88
Donovan Draper,Navy,0.43,0.44,0.87
Enoch Cheeks,Dayton,1.06,-0.19,0.87
AJ Lux,Bellarmine,0.51,0.36,0.87
Landon Lewis,Brown,0.2,0.67,0.87
Derrion Reid,Alabama,0.44,0.43,0.87
Jalen Barr,Iona,-0.03,0.9,0.87
Igor Milicic Jr.,Tennessee,0.35,0.52,0.87
Jinwoo Kim,Navy,0.72,0.15,0.87
Terrell Ard Jr.,Mount St Marys,0.16,0.71,0.87
Youri Fritz,Northeastern,0.17,0.69,0.86
Owen Dease,Texas A&M-CC,0.11,0.75,0.86
Jalon Moore,Oklahoma,0.96,-0.1,0.86
Zion Cruz,Rider,1.37,-0.51,0.86
Mekhi Lowery,Towson,0.57,0.29,0.86
Jayden Williams,Bucknell,0.22,0.64,0.86
Scottie Ebube,Wyoming,-0.04,0.9,0.86
Rasheer Fleming,Saint Joseph's,0.66,0.2,0.86
Frankie Fidler,Michigan St,0.05,0.81,0.86
Nate Santos,Dayton,0.77,0.09,0.86
John Shanu II,E Michigan,0.56,0.29,0.85
Kevin Overton,Texas Tech,0.18,0.67,0.85
Jackson Holcombe,Utah Valley,0.86,-0.01,0.85
Guy Ragland Jr.,Cornell,1.38,-0.53,0.85
Jackson Greene,Idaho St,0.56,0.29,0.85
Chandler Baker,Colgate,0.48,0.37,0.85
Johan Munch,Oregon St,0.53,0.32,0.85
Andrija Bukumirovic,UT Martin,0.94,-0.09,0.85
Ubong Okon,Alabama St,-0.4,1.25,0.85
Carlton Linguard Jr.,San Francisco,0.16,0.69,0.85
Kade Douglas,UT Arlington,0.25,0.59,0.84
Abdulai Fanta Kabba,Denver,-0.23,1.07,0.84
Jahmai Mashack,Tennessee,0.69,0.15,0.84
Josiah Lake II,Oregon St,1.02,-0.18,0.84
Jalen Terry,E Michigan,0.58,0.26,0.84
Kelton Talford,Winthrop,0.69,0.15,0.84
Zaire Hayes,Texas Southern,0.45,0.39,0.84
German Plotnikov,Hofstra,-0.35,1.18,0.83
Isaiah West,Samford,0.45,0.38,0.83
Kyrese Mullen,Hampton,-0.16,0.99,0.83
Grant Newell,North Texas,-0.18,1.01,0.83
Mahmoud Fofana,CSU Northridge,0.13,0.7,0.83
Malachi Davis,Long Island,0.05,0.77,0.82
Chandler Pigge,Harvard,0.31,0.51,0.82
Myron Amey Jr.,LMU,0.4,0.42,0.82
Dajuan Harris Jr.,Kansas,-0.22,1.04,0.82
Day Day Thomas,Cincinnati,-0.09,0.91,0.82
Zocko Littleton Jr.,Rider,0.21,0.6,0.81
David Dixon,Duquesne,-0.54,1.35,0.81
Gyasi Powell,Lipscomb,0.46,0.35,0.81
Alexis Reyes,Quinnipiac,0.48,0.33,0.81
Stefan Todorovic,Pepperdine,1.53,-0.72,0.81
Paul Otieno,Quinnipiac,0.18,0.62,0.8
Anthony Finkley,Saint Joseph's,-0.43,1.23,0.8
Kiran Oliver,Morgan St,0.52,0.28,0.8
Donovan Newby,UNC Wilmington,0.22,0.58,0.8
Camryn Weston,MTSU,0.84,-0.04,0.8
Kernan Bundy,Iona,-0.14,0.94,0.8
Rasheed Jones,Coastal,1.02,-0.22,0.8
Donovan Dent,New Mexico,0.43,0.37,0.8
Pryce Sandfort,Iowa,1.76,-0.96,0.8
Cam Morris III,UMass Lowell,1.05,-0.25,0.8
Braelon Green,Bowling Green,0.04,0.76,0.8
Malik Dia,Ole Miss,0.7,0.1,0.8
Noah Amenhauser,Coastal,1.12,-0.32,0.8
Lincoln Ball,American,-0.12,0.91,0.79
Kuluel Mading,Norfolk St,0.11,0.68,0.79
Duke Miles,Oklahoma,0.51,0.28,0.79
AC Bryant,Alabama A&M,-0.7,1.49,0.79
Jordann Dumont,Villanova,0.22,0.57,0.79
Grant Nelson,Alabama,0.91,-0.12,0.79
Wilguens Jr. Exacte,Bowling Green,-0.32,1.11,0.79
Shadrak Lasu,Long Island,-0.47,1.26,0.79
Finley Sheridan,Stetson,0.36,0.43,0.79
Kamari Lands,MTSU,0.63,0.16,0.79
Mouhamed Dioubate,Alabama,0.91,-0.13,0.78
Nelly Junior Joseph,New Mexico,0.34,0.44,0.78
Norchad Omier,Baylor,0.33,0.45,0.78
Hunter Sallis,Wake Forest,0.13,0.65,0.78
Robert Vaihola,San José St,0.14,0.64,0.78
Max Mackinnon,Portland,0.73,0.05,0.78
Duke Brennan,Grand Canyon,0.27,0.51,0.78
Dylan Williamson,Towson,1.18,-0.4,0.78
Christoph Tilly,Santa Clara,0.59,0.19,0.78
Tyler Rolison,Nevada,0.34,0.44,0.78
Luke Jungers,Iona,-0.51,1.29,0.78
Tom Mark,Bakersfield,0.67,0.1,0.77
CJ Wilcher,Texas A&M,0.56,0.21,0.77
Jean Aranguren,Hofstra,-0.57,1.34,0.77
Evan Ashe,Binghamton,0.55,0.22,0.77
Matthew Murrell,Ole Miss,1.13,-0.36,0.77
Juan Cranford Jr.,Saint Francis,0.58,0.19,0.77
Jalen Hill,UNLV,-0.03,0.8,0.77
Jace Posey,TCU,0.06,0.7,0.76
Richard Goods,Hampton,0.97,-0.21,0.76
Ty Harper,Youngstown St,0.63,0.13,0.76
Micah Davis,E Kentucky,0.65,0.11,0.76
Paulius Murauskas,Saint Mary's,0.52,0.24,0.76
KJ Thomas,UTEP,-0.04,0.8,0.76
Allen Strothers,ETSU,0.57,0.18,0.75
Xavier Bell,Wichita St,0.76,-0.01,0.75
Jeremy Roach,Baylor,0.24,0.51,0.75
Jordan Butler,South Carolina,0.73,0.02,0.75
Javon Ervin,Mount St Marys,-0.69,1.44,0.75
Tey Barbour,Harvard,-0.46,1.21,0.75
Brayden O'Connor,George Mason,0.25,0.49,0.74
Seth Trimble,North Carolina,0.42,0.32,0.74
Cameron Huefner,Sam Houston,0.77,-0.03,0.74
Jerrell Colbert,SMU,0.67,0.07,0.74
Paul Zilinskas,IU Indy,1.76,-1.02,0.74
David Hermes,UTSA,0.41,0.33,0.74
Scotty Washington,CSU Northridge,0.52,0.22,0.74
Paul Jones III,Winthrop,-0.09,0.83,0.74
Austin Patterson,Montana,0.55,0.18,0.73
Zeb Jackson,VCU,0.37,0.36,0.73
Jaden Jackson,S Dakota St,0.19,0.54,0.73
Dezayne Mingo,Marshall,0.91,-0.18,0.73
Erik Pratt,Milwaukee,0.33,0.4,0.73
Carlous Williams,Tennessee St,0.04,0.69,0.73
Nick McMullen,Georgia St,1.59,-0.86,0.73
Jasen Green,Creighton,0.8,-0.07,0.73
Amani Lyles,Akron,0.42,0.31,0.73
Bryce Johnson,Sacred Heart,0.21,0.52,0.73
Dylan Jones,FDU,-0.54,1.27,0.73
Michael Ajayi,Gonzaga,-0.2,0.93,0.73
Lamin Sabally,Incarnate Word,0.35,0.38,0.73
Sam Hoiberg,Nebraska,-0.73,1.45,0.72
Vic Searls,Ohio,0.42,0.3,0.72
Quincy Ballard,Wichita St,0.02,0.7,0.72
Joshua O'Garro,Texas St,0.65,0.07,0.72
Jahvin Carter,Penn State,-0.02,0.74,0.72
Thomas Batties III,Harvard,0.46,0.26,0.72
Houran Dan,Seattle U,-0.21,0.93,0.72
Mobi Ikegwuruka,Kansas St,0.12,0.6,0.72
Reid Ducharme,Siena,0.79,-0.07,0.72
Daniil Glazkov,Loyola Chicago,0.27,0.45,0.72
Amiri Stewart,Sacred Heart,0.56,0.16,0.72
Tre Norman,Marquette,0.22,0.49,0.71
Adam Njie,Iona,-0.15,0.86,0.71
Aaron Nkrumah,Tennessee St,0.35,0.36,0.71
Chris Moncrief,Saint Francis,0.31,0.4,0.71
Myles Rice,Indiana,0.6,0.11,0.71
Max Brooks,UMass Lowell,1.33,-0.62,0.71
D'Marco Dunn,Penn State,0.44,0.27,0.71
Justin Neely,UAlbany,-0.05,0.76,0.71
Keyshawn Mitchell,Bryant,-0.08,0.78,0.7
RJ Godfrey,Georgia,-0.17,0.87,0.7
Trae English,Nicholls,0.29,0.41,0.7
Lamar Wilkerson,Sam Houston,0.5,0.2,0.7
Sam Vinson,N Kentucky,1.07,-0.37,0.7
Dylan Dawson,Texas St,0.12,0.58,0.7
Lucas Taylor,Syracuse,0.96,-0.27,0.69
Adam Clark,Merrimack,-0.41,1.1,0.69
Cesare Edwards,Georgia St,0.94,-0.25,0.69
Teddy Washington Jr.,SE Missouri,-0.2,0.89,0.69
Ron Rutland III,IU Indy,0.91,-0.22,0.69
Ismaila Diagne,Gonzaga,0.13,0.56,0.69
Faizon Fields,Milwaukee,0.16,0.53,0.69
Ray'Sean Taylor,SIUE,0.29,0.4,0.69
Sam Silverstein,CA Baptist,-0.98,1.66,0.68
Brandon Newman,Oklahoma St,-0.13,0.81,0.68
Tre'Von Spillers,Wake Forest,0.11,0.57,0.68
Kylan Boswell,Illinois,1.32,-0.64,0.68
Reyne Smith,Louisville,0.35,0.33,0.68
Chris Moore,Auburn,-0.12,0.8,0.68
Rondel Walker,North Texas,0.29,0.39,0.68
Sean Elkinton,Louisiana Tech,0.32,0.35,0.67
Terrance Jones,Norfolk St,0.0,0.67,0.67
Jamahri Harvey,Presbyterian,0.87,-0.2,0.67
Josh Ibukunoluwa,High Point,0.72,-0.05,0.67
Quinton Mincey,UMass Lowell,1.14,-0.47,0.67
N'famara Dabo,Brown,0.17,0.5,0.67
Matthew Stone,North Texas,0.57,0.1,0.67
Styles Phipps,Grand Canyon,0.18,0.49,0.67
Riley Kugel,Mississippi St,0.6,0.06,0.66
Christian Anderson,Texas Tech,0.76,-0.1,0.66
Pierre Brooks II,Butler,0.76,-0.1,0.66
Billy Smith,Bellarmine,0.04,0.62,0.66
Josh Ogundele,Tennessee St,-0.36,1.02,0.66
Jayson Kent,Texas,0.79,-0.13,0.66
Ben Middlebrooks,NC State,-0.03,0.69,0.66
Quimari Peterson,ETSU,0.27,0.39,0.66
Sharron Young,Akron,0.89,-0.23,0.66
Josiah Harris,Radford,0.1,0.56,0.66
Carter Bryant,Arizona,1.52,-0.86,0.66
Ben Hendriks,Ball State,0.58,0.08,0.66
Damien Mayo Jr.,S Illinois,0.49,0.17,0.66
Zytarious Mortle,Texas Southern,-0.54,1.2,0.66
Marcell McCreary,N Colorado,0.56,0.09,0.65
Amir Lindsey,UAlbany,0.28,0.37,0.65
Devon Ellis,Valparaiso,0.1,0.55,0.65
Colin Smalls,American,1.06,-0.41,0.65
Rihards Vavers,Washington St,1.1,-0.45,0.65
Mackenzie Mgbako,Indiana,0.63,0.02,0.65
Malik Ferguson,Georgia St,0.24,0.4,0.64
Addison Patterson,N'Western St,0.29,0.35,0.64
Jayden Williams,Incarnate Word,0.25,0.39,0.64
Muneer Newton,Delaware St,0.82,-0.18,0.64
Ty-Laur Johnson,Wake Forest,0.01,0.63,0.64
Nate Martin,Marshall,0.27,0.37,0.64
Xander Wedlow,St Bonaventure,0.28,0.36,0.64
Francis Nwaokorie,Loyola Chicago,-0.06,0.7,0.64
Jacari White,N Dakota St,0.82,-0.18,0.64
Jackson Paveletzke,Ohio,0.53,0.11,0.64
Jacob Johnson,MTSU,0.74,-0.1,0.64
Ty Davis,Creighton,0.45,0.18,0.63
William Kermoury,Northeastern,0.09,0.54,0.63
Kasen Harrison,Winthrop,0.98,-0.35,0.63
Quel'Ron House,Jax State,0.62,0.01,0.63
Judah Brown,South Alabama,0.09,0.54,0.63
Kino Lilly Jr.,Brown,-0.24,0.87,0.63
Braedan Lue,Kennesaw St,0.67,-0.04,0.63
DeMarr Langford Jr.,UAlbany,0.3,0.33,0.63
Dominick Stewart,Penn State,0.03,0.59,0.62
Josh Gray,Missouri,0.95,-0.33,0.62
Kaleb Washington,Florida A&M,0.55,0.07,0.62
Cole Hargrove,Drexel,0.16,0.46,0.62
Blue Cain,Georgia,0.97,-0.35,0.62
Nyle Ralph-Beyer,Sacred Heart,-0.75,1.37,0.62
Cam Amboree,Southern,0.03,0.59,0.62
Amari McCottry,Saint Louis,0.2,0.42,0.62
Jailen Bedford,UNLV,-0.17,0.79,0.62
Adou Thiero,Arkansas,-0.35,0.97,0.62
Frank Mitchell,Minnesota,0.36,0.26,0.62
Chisom Okpara,Stanford,0.59,0.03,0.62
Dupree Fletcher,Grambling,0.54,0.07,0.61
Zach Bloch,N Colorado,0.24,0.37,0.61
Tyler Andrews,E Kentucky,0.43,0.18,0.61
Tucker Anderson,Utah State,0.86,-0.25,0.61
Jakari Spence,Jacksonville,0.29,0.32,0.61
TJ Madlock,Alabama St,-0.35,0.96,0.61
Jalen Cox,Colgate,0.29,0.32,0.61
Florian Tenebay,SC State,0.23,0.38,0.61
Wyatt Nausadis,American,-0.19,0.8,0.61
Tre Holloman,Michigan St,0.86,-0.25,0.61
Saba Gigiberia,San Francisco,0.48,0.13,0.61
Zarique Nutter,Georgia St,0.66,-0.05,0.61
Collin Metcalf,Northeastern,0.09,0.52,0.61
Dashon Gittens,FIU,-0.45,1.06,0.61
Alex Chaikin,Lafayette,0.16,0.45,0.61
Cale Jacobsen,Nebraska,0.33,0.28,0.61
Dan Luers,Miami OH,0.31,0.29,0.6
Leigh Rickwood-Pitt,N Arizona,0.47,0.13,0.6
Solomon Washington,Texas A&M,-0.2,0.8,0.6
Cade Haskins,Dartmouth,0.08,0.52,0.6
AJ Smith,James Madison,1.08,-0.48,0.6
Kiyron Powell,W Illinois,0.13,0.47,0.6
Gavin Walsh,Binghamton,-0.13,0.73,0.6
Joe Charles,McNeese,0.14,0.46,0.6
Darrion Sutton,Georgia Tech,0.04,0.56,0.6
Elijah Jones,UTEP,0.56,0.04,0.6
Aidan Cammann,Stanford,-0.38,0.98,0.6
Elijah Hutchins-Everett,James Madison,0.84,-0.24,0.6
Dominick Nelson,Utah Valley,-0.55,1.15,0.6
Michael Imariagbe,Wright St,1.68,-1.08,0.6
Zeke Mayo,Kansas,-0.15,0.75,0.6
Josh Ahayere,Colgate,-0.38,0.97,0.59
Ryan Conwell,Butler,0.51,0.08,0.59
Troy Cole Jr.,SE Missouri,-0.08,0.67,0.59
Ademide Badmus,Gardner-Webb,0.52,0.07,0.59
Bubu Benjamin,Tarleton St,-0.43,1.02,0.59
Andrew Phillips,Lafayette,-0.19,0.78,0.59
Zaakir Williamson,Saint Peter's,0.47,0.12,0.59
Malachi Smith,Dayton,1.35,-0.76,0.59
Delrecco Gillespie,Kent State,1.12,-0.53,0.59
Trey Robinson,N Kentucky,1.3,-0.71,0.59
Max Weisbrod,Northern Iowa,-0.08,0.66,0.58
Amarion Dickerson,Robert Morris,0.4,0.18,0.58
Qadir Martin,Mercyhurst,0.27,0.31,0.58
Artese Stapleton,E Illinois,-0.69,1.27,0.58
JJ Taylor,UCF,0.16,0.42,0.58
Cory Wells,Utah Valley,0.62,-0.04,0.58
Elijah Hawkins,Texas Tech,0.98,-0.4,0.58
Ahmed Barba-Bey,FDU,-0.42,1.0,0.58
Jerry Deng,Florida St,0.56,0.02,0.58
C.J. Cox,Purdue,1.68,-1.1,0.58
Taeshaud Jackson,N Colorado,0.36,0.22,0.58
Raymond Somerville,Delaware St,0.46,0.12,0.58
Daniel Johnson,Hampton,-0.43,1.01,0.58
Caleb McCarty,SC State,0.05,0.53,0.58
Brayden Maldonado,Seattle U,-0.47,1.05,0.58
Khamari McGriff,UNC Wilmington,0.46,0.12,0.58
Justin Abson,Georgia,0.79,-0.21,0.58
Allen Mukeba,Oakland,0.79,-0.22,0.57
Jalen Shelley,USC,0.17,0.4,0.57
Brandon Jennings,VCU,-0.01,0.58,0.57
Cooper Bowser,Furman,0.33,0.24,0.57
Micah Simpson,Alabama St,0.09,0.48,0.57
Porter Bazil,Hou Christian,-0.4,0.97,0.57
Kameron Taylor,UNC Asheville,0.71,-0.14,0.57
Isaac Celiscar,Yale,0.86,-0.29,0.57
Tramon Mark,Texas,0.77,-0.2,0.57
David Early,Radford,0.52,0.05,0.57
PJay Smith Jr.,Furman,0.59,-0.02,0.57
Dre Davis,Ole Miss,0.29,0.28,0.57
Bryce Baker,Winthrop,1.08,-0.51,0.57
Isaac Asuma,Minnesota,0.02,0.54,0.56
Manny Obaseki,Texas A&M,-0.11,0.67,0.56
PJ Fuller II,CSU Northridge,0.38,0.18,0.56
Derrick Michael Xzavierro,Long Beach St,-0.42,0.98,0.56
R.J. Greene,Wagner,-0.44,1.0,0.56
Laurynas Vaistaras,Mercer,0.05,0.51,0.56
Deyton Albury,Utah State,0.33,0.23,0.56
Sean Cusano,Chattanooga,0.25,0.31,0.56
Terrence Brown,FDU,-0.51,1.07,0.56
Braden Sparks,Fairfield,-0.1,0.66,0.56
Even Brauns,Iowa,1.36,-0.81,0.55
Joe Ostrowsky,C Connecticut,-0.61,1.16,0.55
Nemanja Sarenac,Weber St,0.41,0.14,0.55
JaSteven Walker,Alabama St,-0.72,1.27,0.55
Adam Hinton,Cornell,0.33,0.22,0.55
Jacob Ognacevic,Lipscomb,0.49,0.06,0.55
Makaih Williams,Grand Canyon,-0.5,1.05,0.55
Justus McNair,Valparaiso,0.17,0.38,0.55
Brenton Knapper,Santa Clara,0.43,0.12,0.55
Trey Hicks,Longwood,0.21,0.34,0.55
Jayshayne Woodard,East Carolina,0.66,-0.11,0.55
Zed Key,Dayton,0.27,0.28,0.55
Shilo Jackson,Texas A&M-CC,0.46,0.09,0.55
Scottie Hubbard,Old Dominion,-0.28,0.83,0.55
Dok Muordar,Monmouth,-0.07,0.62,0.55
Zane Adnan,UAlbany,0.3,0.24,0.54
DarKaun King,North Alabama,0.35,0.19,0.54
Will Riley,Illinois,0.93,-0.39,0.54
Nakavieon White,GA Southern,-0.15,0.69,0.54
Matthew Moncrieffe,Seattle U,-1.04,1.58,0.54
Chris Morgan,Purdue FW,0.28,0.26,0.54
Sean Stewart,Ohio State,1.26,-0.72,0.54
Bryan Ndjonga,C Michigan,0.44,0.1,0.54
Butta Johnson,UAB,0.4,0.14,0.54
Amaël L'Etang,Dayton,0.5,0.04,0.54
Raphael Dumont,AR-Pine Bluff,0.35,0.19,0.54
Josh Scovens,Army,0.09,0.44,0.53
Trevor Hennig,Weber St,0.11,0.42,0.53
Tre-Vaughn Minott,Portland St,-0.26,0.79,0.53
Ebrima Dibba,Cleveland St,-0.14,0.67,0.53
Joe Bamisile,VCU,-0.17,0.7,0.53
Jordan Riley,East Carolina,0.28,0.25,0.53
AJ Burgin,Idaho St,0.55,-0.02,0.53
Chandler Cuthrell,Purdue FW,-0.38,0.91,0.53
Barrington Hargress,UC Riverside,0.77,-0.24,0.53
Nathan McGill,Stonehill,0.44,0.09,0.53
Nasir Whitlock,Lehigh,0.82,-0.29,0.53
Femi Odukale,Minnesota,0.04,0.49,0.53
Nick Martinelli,Northwestern,-0.39,0.92,0.53
Logan Woods,Wright St,0.78,-0.25,0.53
Derrian Ford,Arkansas St,1.16,-0.64,0.52
Mekhi Collins,Nicholls,-0.41,0.93,0.52
Brody Peebles,Belmont,-0.25,0.77,0.52
Koree Cotton,Jax State,-0.53,1.05,0.52
Jordan Crawford,E Kentucky,0.07,0.44,0.51
Jordan Longino,Villanova,0.04,0.47,0.51
Will Sydnor,Manhattan,0.38,0.13,0.51
Tanner Toolson,Utah Valley,0.33,0.18,0.51
Cantia Rahming,South Alabama,0.4,0.11,0.51
Elijah Strong,Boston College,0.34,0.17,0.51
Evan Nelson,Harvard,0.25,0.26,0.51
Michael Osei-Bonsu,Missouri St,-0.11,0.62,0.51
Emarion Ellis,Nicholls,0.77,-0.26,0.51
Jordan Chatman,Florida A&M,1.56,-1.05,0.51
Ofure Ujadughele,UC Irvine,0.02,0.49,0.51
Miles Kelly,Auburn,0.09,0.42,0.51
Gabe Madsen,Utah,0.08,0.43,0.51
Melvyn Ebonkoli,Kansas City,-0.64,1.14,0.5
Killian Gribben,Maine,-0.21,0.71,0.5
Tyeree Bryan,Santa Clara,0.86,-0.36,0.5
Michael Pajeaud,Alcorn St,0.29,0.21,0.5
William Kyle III,UCLA,0.48,0.02,0.5
Jaiden Lawrence,SE Louisiana,0.53,-0.03,0.5
Jayden Brown,C Connecticut,0.01,0.49,0.5
Christian Richardson,Long Beach St,0.13,0.37,0.5
Brandon Muntu,W Michigan,0.55,-0.05,0.5
Hunter Jack Madden,Abilene Chrstn,-0.16,0.65,0.49
Sebastian Akins,Denver,0.03,0.46,0.49
Jaden Daughtry,Indiana St,0.56,-0.07,0.49
Nick Kern Jr.,Penn State,0.2,0.29,0.49
Bryce Dortch,Rutgers,0.76,-0.27,0.49
JaVar Daniel,Austin Peay,0.48,0.01,0.49
Roee Oselka,Green Bay,-0.01,0.5,0.49
Tavion Banks,Drake,0.53,-0.04,0.49
Tony Toney,UAB,0.66,-0.17,0.49
Adam Hamilton,Lamar,-0.95,1.43,0.48
John Hugley IV,Xavier,0.21,0.27,0.48
Jah Nze,Mercer,0.42,0.06,0.48
Trevon Brazile,Arkansas,0.39,0.09,0.48
Tai Hamilton,Winthrop,-0.08,0.56,0.48
Justin Mullins,Northwestern,-0.18,0.66,0.48
Robby Beasley,San Francisco,0.29,0.19,0.48
Sam Godwin,Oklahoma,0.55,-0.07,0.48
Tahaad Pettiford,Auburn,0.98,-0.5,0.48
DJ Nussbaum,E Kentucky,0.02,0.46,0.48
Toyaz Solomon,UNC Asheville,0.69,-0.21,0.48
Peyton Marshall,Missouri,0.42,0.06,0.48
Andrej Jakimovski,Colorado,-0.25,0.73,0.48
Tyler Rice,Hampton,0.09,0.38,0.47
Cruz Davis,Hofstra,-1.09,1.56,0.47
Chendall Weaver,Texas,0.76,-0.29,0.47
Tamarion Hoover,Jackson St,0.26,0.21,0.47
Magnus Entenmann,Kent State,0.06,0.41,0.47
Bash Wieland,Chattanooga,0.78,-0.31,0.47
Oleg Kojenets,Wyoming,0.08,0.39,0.47
Jacob Beccles,Cornell,0.44,0.03,0.47
Isaiah Johnson,Portland St,-0.09,0.55,0.46
Baraka Okojie,Memphis,0.37,0.09,0.46
Javonte Brown,Rhode Island,0.26,0.2,0.46
Jake Lemelman,Mercyhurst,0.66,-0.2,0.46
Miles Hall,Florida A&M,0.39,0.07,0.46
Jonas Sirtautas,Radford,0.13,0.33,0.46
Jeremiah Wilkinson,California,0.64,-0.18,0.46
Naheem McLeod,Syracuse,0.21,0.25,0.46
Justin Amadi,Tulsa,0.46,0.0,0.46
Brewer Carruth,Southern Miss,-0.01,0.47,0.46
Money Williams,Montana,0.9,-0.44,0.46
Josh Omojafo,Robert Morris,0.33,0.13,0.46
Mustapha Amzil,New Mexico,0.02,0.43,0.45
Caedin Hamilton,Marquette,0.23,0.22,0.45
Melvin Council Jr.,St Bonaventure,-0.48,0.93,0.45
Jordan Brathwaite,Yale,0.29,0.16,0.45
Kavion McClain,Texas Southern,-0.41,0.86,0.45
Robert Hinton,Harvard,1.08,-0.63,0.45
Parker Robison,Chattanooga,0.37,0.08,0.45
Makai Richards,Chattanooga,0.72,-0.27,0.45
CJ Fulton,Charleston,0.56,-0.11,0.45
Will Allen,Louisiana Tech,0.12,0.33,0.45
Duane Thompson,St Bonaventure,-0.34,0.79,0.45
Aiden Sherrell,Alabama,0.81,-0.36,0.45
Tyrel Morgan,Texas St,1.16,-0.71,0.45
Josiah Moseley,Villanova,0.08,0.36,0.44
Isaac Abidde,Cleveland St,0.02,0.42,0.44
TJ Biel,SE Missouri,-0.32,0.76,0.44
Kobe Williamson,Seattle U,-0.25,0.69,0.44
Peter Filipovity,New Mexico St,0.32,0.12,0.44
Rowan Brumbaugh,Tulane,1.01,-0.57,0.44
Ben Gold,Marquette,-0.3,0.74,0.44
Yvens Paul,E Kentucky,0.42,0.02,0.44
Tim Eze,UMBC,0.54,-0.1,0.44
Cowandric Samuel,Jackson St,0.2,0.24,0.44
Ring Malith,SIUE,-0.17,0.6,0.43
Jarred Hyder,Cal Poly,0.6,-0.17,0.43
Chris Fields Jr.,Norfolk St,0.6,-0.17,0.43
Tre Dinkins,Duquesne,0.9,-0.47,0.43
Drake Dobbs,St Thomas (MN),1.11,-0.68,0.43
Davion Sykes,S Illinois,0.4,0.03,0.43
Jayden Barrs,Lamar,0.1,0.33,0.43
Kamryn Thomas,Omaha,0.24,0.19,0.43
Chris Loofe,MTSU,0.4,0.03,0.43
Ernest Ross,Grambling,0.52,-0.09,0.43
Zavier Fitch,Wagner,-0.43,0.86,0.43
Christian Ings,Norfolk St,0.77,-0.35,0.42
Cameron Palesse,Canisius,0.21,0.21,0.42
Osiris Grady,Utah Valley,-0.48,0.9,0.42
Elijah Lewis,Marist,-0.02,0.44,0.42
Chase Johnston,High Point,0.2,0.22,0.42
Evans Kipruto,Santa Barbara,-0.03,0.45,0.42
Jeriah Coleman,Nevada,0.23,0.19,0.42
Austin Green,Texas St,-0.05,0.47,0.42
Justin Pippen,Michigan,0.08,0.34,0.42
