Player,Team,O_BAPM,D_BAPM,Total_BAPM
Sion James,Duke,2.64,2.65,5.29
Kon Knueppel,Duke,2.76,2.19,4.95
Joseph Tugler,Houston,0.8,3.33,4.13
Cooper Flagg,Duke,2.61,1.45,4.06
Tyrese Proctor,Duke,2.85,0.89,3.74
Hayden Gray,UC San Diego,0.97,2.56,3.53
LJ Cryer,Houston,1.18,2.34,3.52
Khalif Battle,Gonzaga,2.25,1.1,3.35
Drake Powell,North Carolina,2.01,1.28,3.29
Kadary Richmond,St John's,1.69,1.55,3.24
Aniwaniwa Tait-Jones,UC San Diego,0.87,2.37,3.24
Mason Gillis,Duke,2.36,0.77,3.13
Brandon Murray,McNeese,1.42,1.71,3.13
Nique Clifford,Colorado St,1.95,1.16,3.11
Khaman Maluach,Duke,2.04,0.97,3.01
Walter Clayton Jr.,Florida,2.03,0.97,3.0
Kyan Evans,Colorado St,1.58,1.34,2.92
Denver Jones,Auburn,0.96,1.92,2.88
Jayden Williams,Dartmouth,1.47,1.4,2.87
Terry Anderson,High Point,1.75,1.12,2.87
Will Richard,Florida,2.02,0.84,2.86
Nolan Hickman,Gonzaga,2.03,0.82,2.85
Emanuel Sharp,Houston,1.3,1.54,2.84
Jurian Dixon,UC Irvine,1.58,1.21,2.79
Henri Veesaar,Arizona,2.21,0.52,2.73
Trey Galloway,Indiana,1.85,0.87,2.72
Jamal Fuller,Long Island,1.03,1.69,2.72
Kwame Evans Jr.,Oregon,1.11,1.56,2.67
Zuby Ejiofor,St John's,1.42,1.23,2.65
Izaiyah Nelson,Arkansas St,1.87,0.78,2.65
Ahmet Jonovic,Bradley,0.67,1.97,2.64
Jaylen Crocker-Johnson,Colorado St,0.77,1.87,2.64
Anthony Leal,Indiana,1.63,0.97,2.6
Nordin Kapic,UC San Diego,0.38,2.22,2.6
Ray Harrison,Grand Canyon,1.41,1.18,2.59
Ryan Nembhard,Gonzaga,1.76,0.82,2.58
Yaphet Moundi,Iona,1.52,1.05,2.57
Jared Billups,George Mason,0.07,2.48,2.55
Milos Uzan,Houston,1.85,0.68,2.53
Yaxel Lendeborg,UAB,2.4,0.13,2.53
Isaiah Gray,Akron,1.26,1.27,2.53
Te'Jon Sawyer,Montana,2.05,0.47,2.52
Derik Queen,Maryland,1.4,1.11,2.51
Jaylin Stewart,UConn,1.68,0.83,2.51
Bryant Selebangue,McNeese,0.8,1.67,2.47
Tarris Reed Jr.,UConn,1.55,0.92,2.47
Davion Everett,SC State,2.08,0.38,2.46
Devin Tillis,UC Irvine,1.12,1.34,2.46
Shannon Grant,Jackson St,1.14,1.31,2.45
Myles Rigsby,Troy,0.58,1.87,2.45
Brycen Goodine,Oklahoma,2.37,0.08,2.45
Quinn Denker,N Colorado,2.13,0.32,2.45
Ven-Allen Lubin,North Carolina,1.52,0.92,2.44
Bradley Ezewiro,UAB,0.86,1.56,2.42
Anthony Robinson II,Missouri,2.32,0.07,2.39
Jaden Walker,Texas A&M-CC,1.61,0.77,2.38
Jaron Rillie,N Colorado,1.41,0.97,2.38
DeShawn Harris-Smith,Maryland,0.57,1.78,2.35
Deivon Smith,St John's,0.89,1.45,2.34
Abdoulaye Thiam,High Point,1.69,0.62,2.31
Nolan Winter,Wisconsin,1.09,1.22,2.31
Daniel Ortiz,North Alabama,1.9,0.41,2.31
Mari Jordan,Tulane,2.06,0.25,2.31
Javohn Garcia,McNeese,1.22,1.08,2.3
Josh Bascoe,Bucknell,1.12,1.18,2.3
Bobby Pettiford,High Point,1.22,1.07,2.29
Tayton Conerway,Troy,1.07,1.2,2.27
Luke Goode,Indiana,1.75,0.52,2.27
RJ Davis,North Carolina,1.19,1.08,2.27
Kehlin Farooq,Texas Southern,0.36,1.9,2.26
Nate Bittle,Oregon,1.06,1.19,2.25
Marquis Barnett,Kent State,1.01,1.23,2.24
Rodney Rice,Maryland,1.51,0.72,2.23
John Blackwell,Wisconsin,1.21,1.0,2.21
Jack Clark,VCU,1.09,1.12,2.21
Mawot Mag,BYU,1.88,0.31,2.19
Hassan Diarra,UConn,1.52,0.66,2.18
RJ Luis Jr.,St John's,0.99,1.19,2.18
Brandon Whitney,Montana,2.3,-0.12,2.18
J'Wan Roberts,Houston,1.65,0.52,2.17
Labaron Philon Jr.,Alabama,1.9,0.25,2.15
Shamir Bogues,Vermont,1.2,0.95,2.15
Doug Young,Quinnipiac,0.6,1.55,2.15
Ruot Bijiek,Bucknell,1.73,0.41,2.14
Joe Pridgen,Montana,1.99,0.14,2.13
Roderick Coffee III,Florida A&M,1.79,0.33,2.12
Malik Messina-Moore,Montana,2.16,-0.04,2.12
Jaylani Darden,Norfolk St,1.49,0.63,2.12
Jeremy Fears Jr.,Michigan St,0.99,1.13,2.12
Jayme Mitchell Jr.,Jackson St,1.12,0.99,2.11
Marcus Adams Jr.,CSU Northridge,1.32,0.79,2.11
Jalen Lake,Colorado St,1.03,1.07,2.1
Zach Cleveland,Liberty,0.93,1.17,2.1
Jayden Johnson,SC State,0.85,1.25,2.1
Omar Croskey,SC State,1.42,0.68,2.1
Jaden Akins,Michigan St,0.2,1.89,2.09
Demetrius Davis,UNC Greensboro,1.14,0.95,2.09
Rich Smith,Abilene Chrstn,0.78,1.3,2.08
Samson Aletan,Yale,0.49,1.59,2.08
Nate Heise,Iowa State,1.45,0.62,2.07
Ian Schieffelin,Clemson,0.83,1.24,2.07
Tyler Hendricks,UCF,1.13,0.92,2.05
Johnell Davis,Arkansas,0.76,1.29,2.05
Moulaye Sissoko,North Texas,0.45,1.6,2.05
JaKobe Coles,Grand Canyon,1.14,0.89,2.03
Andersson Garcia,Texas A&M,1.3,0.73,2.03
Jaden Bradley,Arizona,2.28,-0.29,1.99
Xzavier Long,Hampton,0.82,1.16,1.98
Khaden Bennett,Quinnipiac,0.89,1.09,1.98
Tyler Perkins,Villanova,1.21,0.76,1.97
DJ Smith,Robert Morris,1.4,0.57,1.97
Isaiah Evans,Duke,1.23,0.73,1.96
Jordan Gainey,Tennessee,2.56,-0.6,1.96
Garry Clark,Texas A&M-CC,1.14,0.81,1.95
Corey Tripp,Wofford,1.52,0.43,1.95
James Scott,Louisville,0.7,1.24,1.94
Kaden Metheny,Liberty,0.75,1.18,1.93
Nick Jourdain,Memphis,0.52,1.4,1.92
P.J. Haggerty,Memphis,0.52,1.4,1.92
Cade Phillips,Tennessee,0.91,1.01,1.92
Paris Dawson,Seattle U,0.31,1.6,1.91
Barry Evans,Bryant,0.81,1.1,1.91
Alijah Martin,Florida,1.29,0.62,1.91
Earl Timberlake,Bryant,0.13,1.77,1.9
Filip Borovicanin,New Mexico,0.61,1.29,1.9
Brian Moore Jr.,Norfolk St,1.18,0.71,1.89
Brock Wisne,N Colorado,0.55,1.34,1.89
Achile Spadone,Bucknell,1.09,0.79,1.88
James Flippin,Grambling,0.87,1.01,1.88
Jamal Sumlin,Kent State,1.5,0.38,1.88
RJ Keene II,Boise St,1.3,0.57,1.87
Bennett Stirtz,Drake,1.09,0.78,1.87
Mitchell Taylor,SC State,1.17,0.7,1.87
Lamont Butler,Kentucky,1.19,0.68,1.87
Bismark Nsiah,FDU,0.46,1.4,1.86
Daniel Akitoby,Morgan St,1.42,0.44,1.86
Shammah Scott,Akron,1.07,0.79,1.86
Alvaro Cardenas,Boise St,1.03,0.83,1.86
CJ Hines,Alabama St,-0.07,1.93,1.86
Matt Knowling,USC,0.28,1.57,1.85
John Tonje,Wisconsin,0.84,1.01,1.85
Braden Huff,Gonzaga,0.68,1.16,1.84
Thomas Haugh,Florida,1.63,0.21,1.84
Bent Leuchten,UC Irvine,0.39,1.42,1.81
Terrance Arceneaux,Houston,-0.66,2.47,1.81
Ja'Borri McGhee,UAB,1.83,-0.02,1.81
Bo Montgomery,UNC Wilmington,1.43,0.37,1.8
Grayson Carter,Texas Southern,0.18,1.61,1.79
Chase Walker,Illinois St,1.07,0.72,1.79
Jake Ensminger,Santa Clara,1.08,0.7,1.78
Tyson Degenhart,Boise St,1.23,0.55,1.78
Ben Gregg,Gonzaga,1.68,0.1,1.78
KJ Adams Jr.,Kansas,0.78,0.99,1.77
Myles Corey,South Alabama,1.69,0.06,1.75
Christian May,Towson,1.21,0.54,1.75
Clifford Omoruyi,Alabama,1.3,0.45,1.75
Roddy Gayle Jr.,Michigan,0.62,1.12,1.74
Jeremiah Fears,Oklahoma,2.04,-0.3,1.74
Alvaro Folgueiras,Robert Morris,1.08,0.66,1.74
Jalen Haynes,George Mason,0.97,0.77,1.74
Tyler Tejada,Towson,1.06,0.68,1.74
Max Shulga,VCU,0.89,0.84,1.73
Isaac Ondekane,Omaha,1.04,0.69,1.73
Tytan Anderson,Northern Iowa,0.48,1.25,1.73
Fidelis Okereke,Bakersfield,0.04,1.68,1.72
Taye Fields,North Alabama,1.4,0.32,1.72
Garrison Keeslar,Chattanooga,1.77,-0.05,1.72
Anthony Dell'Orso,Arizona,1.5,0.21,1.71
Noah Williamson,Bucknell,1.21,0.49,1.7
George Beale Jr.,Hampton,0.78,0.91,1.69
Dejour Reaves,Iona,0.36,1.33,1.69
Torian Lee,UC Irvine,1.08,0.61,1.69
Patrick Ngongba II,Duke,1.23,0.46,1.69
Greedy Williams,UNC Wilmington,1.42,0.27,1.69
Kezza Giffa,High Point,1.35,0.34,1.69
Elvin Edmonds IV,Bucknell,0.93,0.76,1.69
Dawson Baker,BYU,1.18,0.51,1.69
Ryan Kalkbrenner,Creighton,1.0,0.69,1.69
Danny Wolf,Michigan,0.0,1.68,1.68
Duke Deen,Bradley,1.16,0.52,1.68
Will Soucie,North Alabama,0.96,0.72,1.68
Jasper Floyd,North Texas,0.44,1.24,1.68
Dylan Cardwell,Auburn,0.98,0.69,1.67
Carson Cooper,Michigan St,0.44,1.23,1.67
Markhi Strickland,W Michigan,0.89,0.77,1.66
Langston Reynolds,N Colorado,1.06,0.59,1.65
Ja'Derryus Eatmon,Florida A&M,1.64,0.01,1.65
Nazir Williams,Cornell,1.52,0.12,1.64
Brandin Cummings,Pitt,0.61,1.03,1.64
Joshua Jefferson,Iowa State,0.66,0.98,1.64
Deywilk Tavarez,Charleston,0.22,1.41,1.63
Dalton Banks,Illinois St,1.24,0.39,1.63
Moussa Cisse,Memphis,0.14,1.48,1.62
Phillip Russell,VCU,0.91,0.71,1.62
Justin Rochelin,UC San Diego,0.65,0.97,1.62
C.J. O'Hara,Green Bay,0.75,0.86,1.61
Brent Davis,Long Island,0.5,1.1,1.6
Jon Mani,Denver,0.05,1.55,1.6
Zach Freemantle,Xavier,1.09,0.51,1.6
Javan Buchanan,Boise St,0.68,0.91,1.59
Rob Brown III,Nicholls,0.77,0.82,1.59
Dylan Fasoyiro,South Alabama,0.94,0.65,1.59
Corneilous Williams,North Alabama,1.11,0.47,1.58
Keiveon Hunt,Jackson St,0.58,1.0,1.58
Trey Bonham,Chattanooga,1.46,0.12,1.58
DJ Richards Jr.,McNeese,0.86,0.71,1.57
Barry Dunning Jr.,South Alabama,1.04,0.53,1.57
Will Pruitt,Lipscomb,0.93,0.64,1.57
Elliot Cadeau,North Carolina,0.77,0.79,1.56
Harlan Obioha,UNC Wilmington,1.29,0.27,1.56
Dallin Hall,BYU,1.16,0.4,1.56
JJ White,Omaha,1.25,0.31,1.56
Milton Matthews III,Florida A&M,1.91,-0.36,1.55
Dallas Hobbs,Mount St Marys,0.88,0.67,1.55
Alex Condon,Florida,1.04,0.5,1.54
Atin Wright,North Texas,0.58,0.96,1.54
Egor Demin,BYU,1.69,-0.15,1.54
Ryan Conwell,Xavier,0.69,0.84,1.53
Connor Withers,Bryant,-0.03,1.56,1.53
Jed Miller,Montana St,0.58,0.95,1.53
Mitch Mascari,Drake,0.87,0.66,1.53
Trae Benham,High Point,0.58,0.95,1.53
Casey Simmons,Yale,0.58,0.94,1.52
Jake Fiegen,Cornell,1.77,-0.25,1.52
Carter Welling,Utah Valley,0.8,0.71,1.51
Ben Knostman,Lehigh,0.59,0.92,1.51
Aidan Burke,UC San Diego,0.44,1.07,1.51
Isaia Howard,Drake,0.8,0.71,1.51
Andrew Holifield,Lamar,-0.52,2.03,1.51
Eric Dailey Jr.,UCLA,0.52,0.98,1.5
Aubin Gateretse,Utah State,0.77,0.73,1.5
AK Okereke,Cornell,1.63,-0.13,1.5
Jacari Lane,North Alabama,1.35,0.15,1.5
Tobe Awaka,Arizona,1.57,-0.08,1.49
Richie Saunders,BYU,1.7,-0.21,1.49
Jay Young,Maryland,0.36,1.13,1.49
Leonardo Bettiol,Abilene Chrstn,0.2,1.29,1.49
Jordan Pickett,SIUE,0.54,0.95,1.49
Solo Ball,UConn,1.47,0.01,1.48
Collin Moore,Grand Canyon,1.48,0.0,1.48
J'Vonne Hadley,Louisville,1.0,0.47,1.47
Jarin Stevenson,Alabama,1.58,-0.11,1.47
Al Green,Louisiana Tech,0.79,0.68,1.47
Jordan Jones,C Connecticut,0.69,0.77,1.46
John Broom,South Alabama,0.92,0.54,1.46
Kam Jones,Marquette,0.41,1.05,1.46
Lazar Stefanovic,UCLA,0.3,1.16,1.46
Keba Keita,BYU,1.45,0.01,1.46
Ben Oosterbaan,St Thomas (MN),1.36,0.09,1.45
Mohamed Wague,Oklahoma,1.14,0.31,1.45
Maliq Brown,Duke,0.62,0.83,1.45
PJ Eason,Grambling,-0.75,2.2,1.45
Chris Howell,UC San Diego,-0.49,1.94,1.45
Justin Vander Baan,Lafayette,0.55,0.9,1.45
Zakai Zeigler,Tennessee,1.06,0.38,1.44
Devin Haid,C Connecticut,0.92,0.52,1.44
Amarri Monroe,Quinnipiac,1.06,0.38,1.44
Jackson Sivills,Wofford,1.28,0.16,1.44
Kintavious Dozier,Grambling,-0.05,1.48,1.43
Joseph Pinion,Arkansas St,0.95,0.48,1.43
Juslin Bodo Bodo,High Point,0.81,0.62,1.43
Sam Orme,Belmont,0.16,1.27,1.43
BJ Davis,San Diego St,0.35,1.08,1.43
Darin Smith Jr.,C Connecticut,0.54,0.89,1.43
Ja'Kobi Gillespie,Maryland,0.56,0.87,1.43
Darrion Williams,Texas Tech,1.9,-0.47,1.43
Elijah Ormiston,South Alabama,1.0,0.42,1.42
Milan Momcilovic,Iowa State,0.71,0.71,1.42
Carlos Cortijo,UT Martin,1.06,0.36,1.42
Abdul Momoh,C Connecticut,0.04,1.38,1.42
KJ Lewis,Arizona,0.9,0.51,1.41
Isaiah Gaines,Radford,1.22,0.19,1.41
Mylik Wilson,Houston,-0.03,1.43,1.4
Jae'Lyn Withers,North Carolina,0.98,0.41,1.39
Ace Baldwin Jr.,Penn State,0.83,0.56,1.39
Wayne Bristol Jr.,Hampton,1.07,0.32,1.39
Graham Ike,Gonzaga,1.8,-0.42,1.38
Viktor Lakhin,Clemson,0.3,1.08,1.38
Jalen Myers,Norfolk St,1.31,0.07,1.38
Micah Handlogten,Florida,1.8,-0.43,1.37
Derrick Tezeno,Southern,0.08,1.28,1.36
Julian Reese,Maryland,0.5,0.86,1.36
Mikey Lewis,Saint Mary's,0.1,1.26,1.36
Jordan Pennick,Navy,0.85,0.51,1.36
Cam Manyawu,Drake,0.94,0.42,1.36
Tyler McGhie,UC San Diego,0.08,1.28,1.36
Garrett Hien,Furman,0.4,0.96,1.36
Miles Byrd,San Diego St,-0.29,1.64,1.35
Marquel Sutton,Omaha,1.34,0.01,1.35
TJ Bamba,Oregon,0.71,0.64,1.35
Nolan Hodge,UNC Wilmington,1.21,0.13,1.34
Jayvon Maughmer,Liberty,-0.27,1.61,1.34
Drayton Jones,SC State,1.04,0.3,1.34
Elijah Mahi,Santa Clara,0.98,0.36,1.34
Aaron Scott,St John's,0.23,1.11,1.34
Rashaan Mbemba,Colorado St,0.86,0.48,1.34
Thomas Dowd,Troy,0.88,0.45,1.33
Arnas Sakenis,SIUE,0.53,0.8,1.33
Chris Youngblood,Alabama,0.87,0.46,1.33
Shaquil Bender,Manhattan,0.13,1.19,1.32
Caleb Robinson,Nicholls,0.32,1.0,1.32
Kolby Granger,Texas Southern,-0.46,1.78,1.32
Chad Baker-Mazara,Auburn,1.6,-0.28,1.32
Dain Dainja,Memphis,0.41,0.9,1.31
Luke Bamgboye,VCU,0.72,0.59,1.31
Sincere Parker,McNeese,-0.06,1.37,1.31
Andrew Carr,Kentucky,0.66,0.64,1.3
Quentin Diboundje,Rhode Island,0.84,0.46,1.3
Ibu Yamazaki,Radford,0.42,0.87,1.29
Matthew Nicholson,Northwestern,-0.26,1.55,1.29
Jack D'Entremont,Richmond,-0.08,1.37,1.29
Justin Bailey,Wofford,1.48,-0.19,1.29
Tye Dorset,Merrimack,0.6,0.69,1.29
Jimmie Williams,South Florida,0.22,1.07,1.29
Ruben Rodriguez Jr.,Rider,2.0,-0.71,1.29
T.J. Weeks Jr.,Rider,1.53,-0.24,1.29
Jakevion Buckley,SE Louisiana,0.98,0.3,1.28
Cooper Campbell,Troy,0.04,1.24,1.28
Yanic Konan Niederhauser,Penn State,0.76,0.52,1.28
Tamin Lipsey,Iowa State,0.19,1.09,1.28
Otega Oweh,Kentucky,0.05,1.22,1.27
Marcus Boykin,Sam Houston,0.32,0.95,1.27
Trent Edwards,Morgan St,0.25,1.02,1.27
Jon Sanders II,N'Western St,0.81,0.46,1.27
Noah Farrakhan,Hampton,1.02,0.25,1.27
Christian Shumate,McNeese,0.33,0.94,1.27
Chucky Hepburn,Louisville,0.62,0.65,1.27
Patrick McMahon,Montana St,0.72,0.54,1.26
Jeremiah Cherry,UNLV,0.09,1.17,1.26
Mitchell Saxen,Saint Mary's,0.48,0.78,1.26
Gabe Sisk,ETSU,0.58,0.68,1.26
Chaz Lanier,Tennessee,0.35,0.91,1.26
Noah Taitz,Utah Valley,0.35,0.91,1.26
Kobe Julien,Arkansas St,0.47,0.78,1.25
Matt Rogers,American,0.22,1.03,1.25
Anthony Pritchard,C Michigan,0.69,0.55,1.24
Joel Armotrading,UC Riverside,0.34,0.9,1.24
Collin Murray-Boyles,South Carolina,1.14,0.1,1.24
Romelle Mansel,Jackson St,0.93,0.31,1.24
Tyrese Hunter,Memphis,0.68,0.56,1.24
Davian Williams,Alcorn St,1.04,0.19,1.23
Jerald Colonel,N'Western St,0.19,1.04,1.23
Dionte Johnson,NC Central,0.97,0.26,1.23
Jakai Robinson,Bryant,1.16,0.07,1.23
Bradyn Hubbard,Abilene Chrstn,-0.11,1.34,1.23
Victor Panov,Drexel,0.19,1.03,1.22
Jayson Woodrich,Oakland,1.28,-0.06,1.22
Corey Sawyer Jr.,E Illinois,0.28,0.94,1.22
Sincere Malone,Nicholls,0.77,0.45,1.22
Cbo Newton,Grambling,0.37,0.85,1.22
Chase Hunter,Clemson,0.21,1.01,1.22
Justus Jackson,Tennessee St,0.52,0.7,1.22
Carlos Stewart Jr.,Santa Clara,0.95,0.26,1.21
Clash Peters,Georgia St,0.28,0.93,1.21
Sam Alamutu,Vermont,0.55,0.66,1.21
Tyler Beard,CSU Northridge,0.95,0.26,1.21
Puoch Dobuol,Southern,0.57,0.63,1.2
Tomiwa Sulaiman,Towson,0.4,0.8,1.2
Daeshun Ruffin,Jackson St,0.17,1.03,1.2
Kamari McGee,Wisconsin,-0.05,1.24,1.19
Jaelen McGlone,C Connecticut,0.15,1.04,1.19
John Poulakidas,Yale,1.39,-0.2,1.19
Carter Gilmore,Wisconsin,0.0,1.18,1.18
Isaiah Jones,Oakland,0.54,0.64,1.18
Jalen Breath,UNC Greensboro,0.48,0.7,1.18
Ja'Vier Francis,Houston,0.9,0.28,1.18
Michael Gray Jr.,Nicholls,0.89,0.28,1.17
John Lovelace Jr.,Milwaukee,1.18,-0.01,1.17
Emmanuel Innocenti,Gonzaga,0.68,0.49,1.17
Trevan Leonhardt,Utah Valley,0.87,0.3,1.17
Tony Osburn,Omaha,0.81,0.36,1.17
Des Watson,Loyola Chicago,0.6,0.57,1.17
Justin Hohn,UC Irvine,0.65,0.52,1.17
Jackson Fields,Troy,0.03,1.14,1.17
Dillon Hunter,Clemson,0.53,0.64,1.17
Bruno Alocen,Indiana St,0.37,0.79,1.16
Trevor Baskin,Colorado,0.83,0.33,1.16
Chance Moore,St Bonaventure,-0.09,1.25,1.16
Jarvis Moss,Radford,1.29,-0.13,1.16
Keonte Jones,CSU Northridge,0.83,0.33,1.16
Kentrell Pullian,Milwaukee,0.59,0.57,1.16
Messiah Jones,Towson,0.97,0.19,1.16
Chaney Johnson,Auburn,0.04,1.12,1.16
Abou Ousmane,Oklahoma St,0.13,1.02,1.15
Sterling Young,Florida A&M,1.37,-0.22,1.15
Nick Ellington,Murray St,0.45,0.7,1.15
Jaeden Zackery,Clemson,0.19,0.96,1.15
Kobe Sanders,Nevada,0.71,0.43,1.14
Nate Tshimanga,New Mexico St,0.33,0.81,1.14
Manie Joses,Davidson,0.01,1.13,1.14
Isaiah Hawthorne,N Colorado,1.63,-0.49,1.14
Max Burton,W Michigan,0.21,0.93,1.14
DJ Hughes,ETSU,0.32,0.82,1.14
Kameron Foman,Alcorn St,0.66,0.48,1.14
Zaide Lowery,Marquette,0.94,0.19,1.13
Freddy Hicks,Tarleton St,-0.01,1.14,1.13
Blake Lander,Long Island,0.49,0.64,1.13
Jackson Shelstad,Oregon,0.41,0.72,1.13
Ben Shtolzberg,Santa Barbara,0.37,0.76,1.13
Bez Mbeng,Yale,0.58,0.55,1.13
Silas Sunday,Hofstra,-0.26,1.39,1.13
Baye Ndongo,Georgia Tech,-0.39,1.51,1.12
Ileri Ayo-Faleye,Vermont,-0.11,1.23,1.12
Malik Reneau,Indiana,0.52,0.6,1.12
K.J. Doucet,Winthrop,0.9,0.22,1.12
Caleb Foster,Duke,0.98,0.14,1.12
Jeremy Elyzee,SE Louisiana,1.6,-0.49,1.11
Jamal West Jr.,Nicholls,1.19,-0.08,1.11
Jose Cuello,MD Eastern,-0.38,1.49,1.11
Nick Boyd,San Diego St,0.47,0.63,1.1
Collin Mulholland,Chattanooga,0.59,0.51,1.1
Skyy Clark,UCLA,0.28,0.82,1.1
Noah Ross,UNC Wilmington,1.18,-0.08,1.1
Taelon Peter,Liberty,1.34,-0.24,1.1
Jase Richardson,Michigan St,0.49,0.61,1.1
JT Toppin,Texas Tech,1.65,-0.55,1.1
Danquez Dawsey,Lamar,0.46,0.64,1.1
Lazar Djokovic,Charleston,0.44,0.66,1.1
Jadrian Tracey,Oregon,0.19,0.91,1.1
Charlie Williams,Lipscomb,0.43,0.66,1.09
Hunter Dickinson,Kansas,0.41,0.68,1.09
Jordan Geronimo,Maryland,0.08,1.01,1.09
Quion Burns,Maine,0.7,0.39,1.09
Fousseyni Traore,BYU,1.08,0.01,1.09
Jonas Aidoo,Arkansas,0.49,0.6,1.09
Jaxon Kohler,Michigan St,1.02,0.07,1.09
Mark Mitchell,Missouri,1.54,-0.46,1.08
TJ Hurley,Vermont,0.04,1.04,1.08
Julian Rishwain,UNLV,0.58,0.5,1.08
Jakobi Heady,C Michigan,1.01,0.07,1.08
Arlandus Keyes,Mount St Marys,-0.63,1.71,1.08
Vladislav Goldin,Michigan,-0.28,1.35,1.07
Woody Newton,George Mason,0.44,0.63,1.07
Isaiah Jackson,Drake,0.94,0.13,1.07
Dian Wright-Forde,Texas A&M-CC,0.72,0.35,1.07
Jalen DeLoach,Loyola Chicago,0.14,0.93,1.07
Jakob Gibbs,Marshall,0.25,0.82,1.07
Quadir Copeland,McNeese,0.4,0.66,1.06
Honor Huff,Chattanooga,1.49,-0.43,1.06
Coleton Benson,Texas St,0.98,0.08,1.06
Elijah Malone,Colorado,-0.05,1.11,1.06
Parker Jones,Colgate,1.09,-0.03,1.06
Blaise Keita,Western KY,0.35,0.71,1.06
Coen Carr,Michigan St,1.21,-0.15,1.06
Rylan Griffen,Kansas,-0.06,1.12,1.06
Jaylen Peterson,Presbyterian,1.05,0.01,1.06
Kobe Elvis,Oklahoma,1.51,-0.46,1.05
Nikola Djapa,Colorado St,0.37,0.68,1.05
Devin McGlockton,Vanderbilt,0.79,0.26,1.05
Tyon Grant-Foster,Grand Canyon,0.93,0.12,1.05
Carter Bjerke,St Thomas (MN),0.39,0.66,1.05
Trey Stewart,BYU,1.14,-0.09,1.05
Kvonn Cramer,Bryant,0.33,0.72,1.05
Koby Brea,Kentucky,1.3,-0.25,1.05
Alex Tew,Weber St,0.38,0.66,1.04
Kyrell Luc,Longwood,0.35,0.69,1.04
Colby Rogers,Memphis,0.45,0.59,1.04
Ryan Dufault,St Thomas (MN),0.86,0.18,1.04
Devin Dinkins,Manhattan,1.6,-0.56,1.04
Dylan Arnett,Cleveland St,-0.09,1.13,1.04
Jeremiah Evans,Louisiana,-0.2,1.24,1.04
Caleb Grill,Missouri,2.82,-1.79,1.03
Miles Barnstable,St Thomas (MN),0.52,0.51,1.03
Grant Whitaker,Bellarmine,0.22,0.81,1.03
Mambourou Mara,North Dakota,0.69,0.34,1.03
Tommy Kamarad,Winthrop,0.05,0.98,1.03
Myles Che,UC Irvine,-1.26,2.29,1.03
Kaden Cooper,Louisiana Tech,0.37,0.65,1.02
Adrian Wooley,Kennesaw St,0.26,0.76,1.02
Brentay Noel,Southern,0.38,0.64,1.02
Juwan Gary,Nebraska,1.28,-0.26,1.02
Dyondre Dominguez,Arkansas St,0.7,0.32,1.02
Brian Taylor II,SIUE,0.62,0.4,1.02
Jeff Woodward,Colgate,0.6,0.42,1.02
Dantwan Grimes,Tarleton St,-0.01,1.03,1.02
Tyren Moore,UAB,1.33,-0.31,1.02
Rob Martin,SE Missouri,-0.29,1.31,1.02
DeSean Goode,IU Indy,1.35,-0.34,1.01
Chase Lowe,William & Mary,0.29,0.72,1.01
Nick Townsend,Yale,0.8,0.21,1.01
Jordan Clayton,Northwestern,-0.05,1.06,1.01
Ben Defty,Boston U,0.48,0.52,1.0
Tibet Gorener,SMU,0.42,0.58,1.0
Ruben Prey,St John's,0.36,0.64,1.0
Wisler Sanon II,Saint Francis,-0.45,1.45,1.0
Terell Strickland,Long Island,-0.02,1.02,1.0
Dola Adebayo,Mount St Marys,-0.23,1.23,1.0
Daniel Abreu,Drake,0.47,0.53,1.0
Alexander Lesburt Jr.,Brown,0.05,0.95,1.0
Fraser Roxburgh,Manhattan,0.95,0.04,0.99
Tylan Pope,Texas St,0.67,0.32,0.99
Roberts Blums,Davidson,0.1,0.89,0.99
Dishon Jackson,Iowa State,0.51,0.47,0.98
Jack Reddick,FGCU,0.44,0.54,0.98
Szymon Zapala,Michigan St,-0.28,1.26,0.98
Nick Davidson,Nevada,0.43,0.55,0.98
Isaac Jessup,Cal Poly,1.12,-0.14,0.98
Jamichael Stillwell,Milwaukee,0.32,0.66,0.98
Kam Parker,Texas A&M-CC,0.7,0.27,0.97
Xzayvier Brown,Saint Joseph's,-0.18,1.15,0.97
Augustas Marciulionis,Saint Mary's,0.35,0.62,0.97
Triston Wilson,Presbyterian,0.8,0.17,0.97
Kobe MaGee,Drexel,0.47,0.5,0.97
DeAndre Craig Jr.,Denver,0.13,0.84,0.97
PJ Carter,Memphis,-0.25,1.22,0.97
Andrew Meadow,Boise St,0.84,0.13,0.97
Tajae Jones,Siena,0.97,0.0,0.97
Wilson Dubinsky,SC State,0.15,0.81,0.96
Ronald Polite III,UNC Greensboro,0.57,0.39,0.96
Trey Campbell,Northern Iowa,-0.55,1.51,0.96
Matt Mayock,American,-1.01,1.97,0.96
Sean Moore,UNC Wilmington,0.37,0.59,0.96
Rashaun Agee,USC,0.61,0.35,0.96
Kam Woods,Robert Morris,1.18,-0.22,0.96
Karon Boyd,ETSU,0.41,0.55,0.96
Brian Goracke,Montana St,0.42,0.54,0.96
Tyrel Bladen,Norfolk St,0.69,0.26,0.95
Christian Henry,E Michigan,0.61,0.34,0.95
Christian Tucker,California,0.75,0.2,0.95
Enoch Boakye,Villanova,0.18,0.77,0.95
