,Date,Home_Team,Score_H,Away_Team,Score_A
4928,2/14/2026,Boston Univ,82.0,Bucknell,69.0
4929,2/14/2026,Longwood,82.0,SC Upstate,75.0
4930,2/14/2026,Presbyterian,58.0,UNC Asheville,57.0
4931,2/14/2026,High Point,112.0,Gardner Webb,87.0
4932,2/14/2026,Radford,90.0,Charleston So,80.0
4933,2/14/2026,Grand Canyon,94.0,San Jose St,79.0
4934,2/14/2026,San Diego St,71.0,Nevada,57.0
4935,2/14/2026,Alabama St,79.0,Ark Pine Bluff,61.0
4936,2/14/2026,American Univ,75.0,Army,63.0
4937,2/14/2026,TX Southern,82.0,Grambling,79.0
4938,2/14/2026,Norfolk St,75.0,Delaware St,58.0
4939,2/14/2026,Southern Univ,87.0,Prairie View,82.0
4940,2/14/2026,Alcorn St,57.0,Bethune-Cookman,55.0
4941,2/14/2026,Alabama A&M,72.0,MS Valley St,65.0
4942,2/14/2026,Utah St,99.0,Memphis,75.0
4943,2/14/2026,VCU,78.0,Richmond,67.0
4944,2/14/2026,Fordham,70.0,Rhode Island,66.0
4945,2/14/2026,Duquesne,78.0,St Bonaventure,73.0
4946,2/14/2026,Wichita St,81.0,Tulsa,77.0
4947,2/14/2026,East Carolina,85.0,Rice,75.0
4948,2/14/2026,West Virginia,74.0,UCF,67.0
4949,2/14/2026,TCU,95.0,Oklahoma St,92.0
4950,2/14/2026,Houston,78.0,Kansas St,64.0
4951,2/14/2026,BYU,90.0,Colorado,86.0
4952,2/14/2026,Texas Tech,78.0,Arizona,75.0
4953,2/14/2026,Washington,69.0,Minnesota,57.0
4954,2/14/2026,Nebraska,68.0,Northwestern,49.0
4955,2/14/2026,Michigan,86.0,UCLA,56.0
4956,2/14/2026,Purdue,78.0,Iowa,57.0
4957,2/14/2026,Pepperdine,90.0,Loy Marymount,89.0
4958,2/14/2026,Gonzaga,94.0,Santa Clara,86.0
4959,2/14/2026,Colorado St,79.0,Wyoming,68.0
4960,2/14/2026,WKU,82.0,MTSU,80.0
4961,2/14/2026,Iowa St,74.0,Kansas,56.0
4962,2/14/2026,Southern Miss,69.0,Troy,65.0
4963,2/14/2026,Wake Forest,68.0,Stanford,63.0
4964,2/14/2026,Tennessee Tech,82.0,Southern Indiana,74.0
4965,2/14/2026,Tennessee,73.0,LSU,63.0
4966,2/14/2026,Bowling Green,80.0,Toledo,70.0
4967,2/14/2026,Montana St,82.0,Montana,71.0
4968,2/14/2026,Miami FL,77.0,NC State,76.0
4969,2/14/2026,Oregon,83.0,Penn St,72.0
4970,2/14/2026,Jackson St,80.0,Florida A&M,60.0
4971,2/14/2026,Lehigh,78.0,Lafayette,69.0
4972,2/14/2026,Alabama,89.0,South Carolina,75.0
4973,2/14/2026,Oklahoma,94.0,Georgia,78.0
4974,2/14/2026,St Mary's CA,72.0,Pacific,61.0
4975,2/15/2026,Seattle,60.0,Oregon St,50.0
4976,2/15/2026,NE Omaha,83.0,Denver,76.0
4977,2/15/2026,Col Charleston,62.0,Campbell,57.0
4978,2/15/2026,St Peter's,83.0,Fairfield,74.0
4979,2/15/2026,Seton Hall,63.0,Butler,56.0
4980,2/15/2026,Robert Morris,93.0,Oakland,69.0
4981,2/15/2026,Wright St,102.0,Cleveland St,90.0
4982,2/15/2026,Detroit,76.0,Youngstown St,70.0
4983,2/15/2026,PFW,83.0,IUPUI,78.0
4984,2/15/2026,WI Milwaukee,75.0,WI Green Bay,72.0
4985,2/15/2026,Niagara,70.0,Iona,68.0
4986,2/15/2026,Siena,67.0,Marist,63.0
4987,2/15/2026,Manhattan,69.0,Canisius,65.0
4988,2/15/2026,Loyola MD,83.0,Holy Cross,73.0
4989,2/15/2026,Sacred Heart,86.0,Rider,75.0
4990,2/15/2026,Merrimack,56.0,Quinnipiac,49.0
4991,2/15/2026,Dayton,70.0,Davidson,59.0
4992,2/15/2026,North Texas,65.0,Temple,62.0
4993,2/15/2026,South Florida,83.0,FL Atlantic,81.0
4994,2/15/2026,UT San Antonio,88.0,Charlotte,79.0
4995,2/15/2026,Tulane,55.0,UAB,54.0
4996,2/15/2026,Cincinnati,69.0,Utah,65.0
4997,2/15/2026,Rutgers,68.0,Maryland,57.0
4998,2/15/2026,Illinois,71.0,Indiana,51.0
4999,2/15/2026,Valparaiso,76.0,Indiana St,75.0
5000,2/15/2026,Northern Iowa,86.0,Drake,62.0
5001,2/15/2026,IL Chicago,83.0,Illinois St,56.0
5002,2/15/2026,Bradley,70.0,S Illinois,60.0
5003,2/15/2026,Belmont,87.0,Murray St,70.0
5004,2/15/2026,Monmouth NJ,72.0,Towson,71.0
5005,2/15/2026,San Francisco,92.0,San Diego,79.0
5006,2/15/2026,North Alabama,84.0,E Kentucky,78.0
5007,2/16/2026,Stony Brook,72.0,Drexel,69.0
5008,2/16/2026,Houston Chr,72.0,Nicholls St,68.0
5009,2/16/2026,New Orleans,78.0,Incarnate Word,64.0
5010,2/16/2026,McNeese St,75.0,Northwestern LA,64.0
5011,2/16/2026,East Texas A&M,70.0,SE Louisiana,53.0
5012,2/16/2026,Norfolk St,70.0,MD E Shore,66.0
5013,2/16/2026,Coppin St,59.0,S Carolina St,57.0
5014,2/16/2026,Duke,101.0,Syracuse,64.0
5015,2/16/2026,UTRGV,70.0,Lamar,65.0
5016,2/16/2026,SF Austin,78.0,TAM C. Christi,68.0
5017,2/16/2026,Iowa St,70.0,Houston,67.0
5018,2/16/2026,Boston Univ,85.0,Colgate,58.0
5019,2/16/2026,Alabama St,92.0,MS Valley St,55.0
5020,2/16/2026,Prairie View,68.0,Grambling,63.0
5021,2/16/2026,NC Central,80.0,Morgan St,76.0
5022,2/16/2026,Jackson St,91.0,Bethune-Cookman,86.0
5023,2/16/2026,TX Southern,74.0,Southern Univ,73.0
5024,2/16/2026,Alabama A&M,82.0,Ark Pine Bluff,70.0
5025,2/16/2026,Florida A&M,86.0,Alcorn St,78.0
5026,2/16/2026,Howard,91.0,Delaware St,59.0
5027,2/16/2026,Old Dominion,83.0,Louisiana,72.0
5028,2/16/2026,Marshall,84.0,South Alabama,80.0
5029,2/16/2026,Tarleton St,65.0,Abilene Chr,62.0
5030,2/16/2026,LIU Brooklyn,83.0,Wagner,65.0
5031,2/17/2026,Villanova,92.0,Xavier,89.0
5032,2/17/2026,NC State,82.0,North Carolina,58.0
5033,2/17/2026,Miami FL,67.0,Virginia Tech,66.0
5034,2/17/2026,SMU,95.0,Louisville,85.0
5035,2/17/2026,Florida St,80.0,Boston College,72.0
5036,2/17/2026,New Mexico,98.0,Air Force,61.0
5037,2/17/2026,N Illinois,72.0,Buffalo,70.0
5038,2/17/2026,Miami OH,86.0,Massachusetts,77.0
5039,2/17/2026,Kent,78.0,Bowling Green,71.0
5040,2/17/2026,E Michigan,66.0,C Michigan,54.0
5041,2/17/2026,Ohio,69.0,Ball St,57.0
5042,2/17/2026,Akron,90.0,W Michigan,73.0
5043,2/17/2026,Georgia,86.0,Kentucky,78.0
5044,2/17/2026,Texas,88.0,LSU,85.0
5045,2/17/2026,Florida,76.0,South Carolina,62.0
5046,2/17/2026,SE Missouri St,56.0,TN Martin,53.0
5047,2/17/2026,Grand Canyon,73.0,San Diego St,63.0
5048,2/17/2026,San Jose St,87.0,Nevada,71.0
5049,2/17/2026,Rhode Island,81.0,St Louis,76.0
5050,2/17/2026,VCU,89.0,G Washington,75.0
5051,2/17/2026,Kansas St,90.0,Baylor,74.0
5052,2/17/2026,UCF,82.0,TCU,71.0
5053,2/17/2026,Arizona St,72.0,Texas Tech,67.0
5054,2/17/2026,Michigan,91.0,Purdue,80.0
5055,2/17/2026,Minnesota,61.0,Oregon,44.0
5056,2/17/2026,Ohio St,86.0,Wisconsin,69.0
5057,2/17/2026,Michigan St,82.0,UCLA,59.0
5058,2/17/2026,Iowa,57.0,Nebraska,52.0
5059,2/17/2026,Wyoming,92.0,Fresno St,82.0
5060,2/17/2026,Charleston So,75.0,Gardner Webb,66.0
5061,2/18/2026,Tennessee,89.0,Oklahoma,66.0
5062,2/18/2026,DePaul,69.0,Seton Hall,57.0
5063,2/18/2026,Butler,93.0,Georgetown,89.0
5064,2/18/2026,St John's,76.0,Marquette,70.0
5065,2/18/2026,Creighton,91.0,Connecticut,84.0
5066,2/18/2026,Navy,72.0,Lehigh,49.0
5067,2/18/2026,NE Omaha,80.0,Oral Roberts,71.0
5068,2/18/2026,N Dakota St,74.0,S Dakota St,66.0
5069,2/18/2026,Youngstown St,106.0,Cleveland St,82.0
5070,2/18/2026,N Kentucky,87.0,PFW,71.0
5071,2/18/2026,Wofford,82.0,VMI,76.0
5072,2/18/2026,W Carolina,91.0,UNC Greensboro,77.0
5073,2/18/2026,ETSU,78.0,Furman,69.0
5074,2/18/2026,Troy,77.0,ULM,76.0
5075,2/18/2026,James Madison,67.0,Coastal Car,65.0
5076,2/18/2026,Queens NC,85.0,North Alabama,78.0
5077,2/18/2026,Sam Houston St,78.0,MTSU,70.0
5078,2/18/2026,WKU,88.0,Delaware,87.0
5079,2/18/2026,Kennesaw,91.0,Missouri St,87.0
5080,2/18/2026,Louisiana Tech,77.0,Jacksonville St,71.0
5081,2/18/2026,Army,87.0,Loyola MD,77.0
5082,2/18/2026,Lipscomb,75.0,Bellarmine,72.0
5083,2/18/2026,FGCU,86.0,Jacksonville,84.0
5084,2/18/2026,Lafayette,86.0,Holy Cross,83.0
5085,2/18/2026,American Univ,75.0,Bucknell,57.0
5086,2/18/2026,St Joseph's PA,71.0,St Bonaventure,65.0
5087,2/18/2026,Fordham,62.0,Loyola-Chicago,59.0
5088,2/18/2026,Duquesne,62.0,La Salle,61.0
5089,2/18/2026,Dayton,82.0,George Mason,67.0
5090,2/18/2026,Davidson,65.0,Richmond,63.0
5091,2/18/2026,FL Atlantic,60.0,UT San Antonio,52.0
5092,2/18/2026,Wichita St,92.0,East Carolina,89.0
5093,2/18/2026,Tulsa,79.0,Charlotte,74.0
5094,2/18/2026,UAB,76.0,Temple,71.0
5095,2/18/2026,Utah,61.0,West Virginia,56.0
5096,2/18/2026,Kansas,81.0,Oklahoma St,69.0
5097,2/18/2026,Arizona,75.0,BYU,68.0
5098,2/18/2026,Illinois,101.0,USC,65.0
5099,2/18/2026,Rutgers,85.0,Penn St,72.0
5100,2/18/2026,Northwestern,78.0,Maryland,74.0
5101,2/18/2026,Gonzaga,80.0,San Francisco,59.0
5102,2/18/2026,Colorado St,91.0,UNLV,86.0
5103,2/18/2026,S Illinois,66.0,Drake,61.0
5104,2/18/2026,Northern Iowa,81.0,Indiana St,60.0
5105,2/18/2026,Illinois St,78.0,Murray St,61.0
5106,2/18/2026,IL Chicago,84.0,Evansville,46.0
5107,2/18/2026,Valparaiso,79.0,Bradley,72.0
5108,2/18/2026,E Kentucky,81.0,West Georgia,80.0
5109,2/18/2026,Wake Forest,85.0,Clemson,77.0
5110,2/18/2026,Texas A&M,80.0,Mississippi,77.0
5111,2/18/2026,Virginia,94.0,Georgia Tech,68.0
5112,2/18/2026,Missouri,81.0,Vanderbilt,80.0
5113,2/18/2026,Mississippi St,91.0,Auburn,85.0
5114,2/18/2026,Utah St,75.0,Boise St,56.0
5115,2/18/2026,St Mary's CA,72.0,Seattle,70.0
5116,2/18/2026,Pepperdine,95.0,Portland,87.0
5117,2/18/2026,Washington St,87.0,Pacific,70.0
5118,2/18/2026,Alabama,117.0,Arkansas,115.0
5119,2/18/2026,S Carolina St,85.0,NC Central,72.0
5120,2/19/2026,Alabama A&M,63.0,Florida A&M,61.0
5121,2/19/2026,UC Riverside,93.0,CS Bakersfield,65.0
5122,2/19/2026,North Dakota,85.0,Missouri KC,70.0
5123,2/19/2026,Denver,90.0,South Dakota,70.0
5124,2/19/2026,Wright St,85.0,IUPUI,73.0
5125,2/19/2026,New Haven,64.0,Stonehill,51.0
5126,2/19/2026,LIU Brooklyn,91.0,St Francis PA,89.0
5127,2/19/2026,F Dickinson,60.0,Chicago St,59.0
5128,2/19/2026,UMBC,75.0,Vermont,62.0
5129,2/19/2026,MA Lowell,78.0,New Hampshire,56.0
5130,2/19/2026,Binghamton,79.0,Bryant,67.0
5131,2/19/2026,SUNY Albany,81.0,NJIT,63.0
5132,2/19/2026,UNC Wilmington,79.0,Monmouth NJ,69.0
5133,2/19/2026,Drexel,70.0,Northeastern,61.0
5134,2/19/2026,Campbell,84.0,William & Mary,83.0
5135,2/19/2026,Hofstra,79.0,Hampton,43.0
5136,2/19/2026,Col Charleston,74.0,NC A&T,61.0
5137,2/19/2026,Samford,78.0,Citadel,75.0
5138,2/19/2026,Chattanooga,94.0,Mercer,90.0
5139,2/19/2026,Cal Poly,86.0,Hawaii,75.0
5140,2/19/2026,CS Fullerton,93.0,UC Davis,92.0
5141,2/19/2026,Texas St,90.0,South Alabama,82.0
5142,2/19/2026,Arkansas St,79.0,Louisiana,62.0
5143,2/19/2026,Georgia St,66.0,Ga Southern,64.0
5144,2/19/2026,Marshall,94.0,Appalachian St,93.0
5145,2/19/2026,Weber St,82.0,Montana St,79.0
5146,2/19/2026,E Washington,102.0,CS Sacramento,94.0
5147,2/19/2026,Cent Arkansas,88.0,Stetson,76.0
5148,2/19/2026,Austin Peay,77.0,North Florida,76.0
5149,2/19/2026,Southern Indiana,77.0,W Illinois,70.0
5150,2/19/2026,Tennessee Tech,62.0,SIUE,52.0
5151,2/19/2026,Ark Little Rock,67.0,TN Martin,65.0
5152,2/19/2026,Tennessee St,89.0,Lindenwood,80.0
5153,2/19/2026,Morehead St,73.0,E Illinois,70.0
5154,2/19/2026,Utah Valley,65.0,Cal Baptist,46.0
5155,2/19/2026,UT Arlington,63.0,Utah Tech,50.0
5156,2/19/2026,Tarleton St,78.0,Southern Utah,74.0
5157,2/19/2026,CS Northridge,85.0,UC Santa Barbara,83.0
5158,2/19/2026,Wagner,83.0,Mercyhurst,80.0
5159,2/19/2026,Central Conn,78.0,Le Moyne,77.0
5160,2/19/2026,UC Irvine,69.0,Long Beach St,58.0
5161,2/19/2026,Idaho St,73.0,Montana,69.0
5162,2/19/2026,Portland St,77.0,Idaho,67.0
5163,2/19/2026,Winthrop,68.0,SC Upstate,64.0
5164,2/19/2026,High Point,74.0,UNC Asheville,48.0
5165,2/19/2026,Presbyterian,72.0,Longwood,65.0
5166,2/19/2026,Radford,82.0,Gardner Webb,70.0
5167,2/19/2026,Bethune-Cookman,82.0,Alabama St,71.0
5168,2/19/2026,Prairie View,72.0,MS Valley St,62.0
5169,2/19/2026,Tulane,77.0,North Texas,71.0
5170,2/19/2026,South Florida,87.0,Memphis,66.0
5171,2/19/2026,Liberty,90.0,Florida Intl,89.0
5172,2/19/2026,TX Southern,83.0,Ark Pine Bluff,64.0
5173,2/20/2026,Detroit,91.0,WI Milwaukee,86.0
5174,2/20/2026,WI Green Bay,73.0,Oakland,68.0
5175,2/20/2026,Merrimack,79.0,Siena,72.0
5176,2/20/2026,Canisius,72.0,Rider,66.0
5177,2/20/2026,Marist,84.0,Manhattan,70.0
5178,2/20/2026,Fairfield,78.0,Sacred Heart,68.0
5179,2/20/2026,Brown,80.0,Princeton,71.0
5180,2/20/2026,Mt St Mary's,76.0,Niagara,63.0
5181,2/20/2026,Miami OH,91.0,Bowling Green,77.0
5182,2/20/2026,Iona,72.0,St Peter's,64.0
5183,2/20/2026,St Louis,88.0,VCU,75.0
5184,2/20/2026,Purdue,93.0,Indiana,64.0
5185,2/20/2026,Akron,78.0,Ball St,65.0
5186,2/21/2026,Seton Hall,51.0,Georgetown,47.0
5187,2/21/2026,Providence,71.0,DePaul,68.0
5188,2/21/2026,Butler,80.0,Xavier,75.0
5189,2/21/2026,Connecticut,73.0,Villanova,63.0
5190,2/21/2026,St John's,81.0,Creighton,52.0
5191,2/21/2026,SMU,94.0,Boston College,70.0
5192,2/21/2026,Louisville,87.0,Georgia Tech,70.0
5193,2/21/2026,Florida St,70.0,Clemson,65.0
5194,2/21/2026,California,72.0,Stanford,66.0
5195,2/21/2026,UNLV,91.0,Air Force,66.0
5196,2/21/2026,Colgate,101.0,Loyola MD,98.0
5197,2/21/2026,Navy,81.0,Army,63.0
5198,2/21/2026,N Dakota St,95.0,Missouri KC,59.0
5199,2/21/2026,Denver,82.0,St Thomas MN,80.0
5200,2/21/2026,Oral Roberts,67.0,South Dakota,62.0
5201,2/21/2026,S Dakota St,91.0,North Dakota,83.0
5202,2/21/2026,Duke,68.0,Michigan,63.0
5203,2/21/2026,C Michigan,83.0,W Michigan,70.0
5204,2/21/2026,Ohio,74.0,N Illinois,66.0
5205,2/21/2026,Toledo,94.0,E Michigan,75.0
5206,2/21/2026,Chicago St,70.0,Central Conn,51.0
5207,2/21/2026,Harvard,73.0,Cornell,54.0
5208,2/21/2026,Wagner,65.0,St Francis PA,56.0
5209,2/21/2026,Stonehill,77.0,Le Moyne,68.0
5210,2/21/2026,Vermont,70.0,NJIT,64.0
5211,2/21/2026,Maine,61.0,New Hampshire,58.0
5212,2/21/2026,MA Lowell,92.0,Binghamton,79.0
5213,2/21/2026,UMBC,66.0,SUNY Albany,62.0
5214,2/21/2026,Col Charleston,74.0,Monmouth NJ,63.0
5215,2/21/2026,Hofstra,82.0,Northeastern,68.0
5216,2/21/2026,Stony Brook,79.0,Hampton,72.0
5217,2/21/2026,NC A&T,102.0,Elon,82.0
5218,2/21/2026,UNC Wilmington,73.0,Campbell,68.0
5219,2/21/2026,Furman,76.0,Wofford,67.0
5220,2/21/2026,W Carolina,81.0,VMI,62.0
5221,2/21/2026,ETSU,87.0,UNC Greensboro,75.0
5222,2/21/2026,Chattanooga,93.0,Citadel,72.0
5223,2/21/2026,Mercer,89.0,Samford,86.0
5224,2/21/2026,Hawaii,78.0,UC Santa Barbara,75.0
5225,2/21/2026,UC Davis,78.0,UC Riverside,73.0
5226,2/21/2026,UC San Diego,71.0,UC Irvine,69.0
5227,2/21/2026,Northwestern LA,71.0,Houston Chr,53.0
5228,2/21/2026,SF Austin,81.0,Nicholls St,78.0
5229,2/21/2026,New Orleans,77.0,Lamar,71.0
5230,2/21/2026,McNeese St,70.0,TAM C. Christi,54.0
5231,2/21/2026,Incarnate Word,82.0,East Texas A&M,73.0
5232,2/21/2026,Arkansas St,102.0,ULM,94.0
5233,2/21/2026,Louisiana,67.0,Texas St,54.0
5234,2/21/2026,South Alabama,65.0,Troy,54.0
5235,2/21/2026,James Madison,80.0,Georgia St,65.0
5236,2/21/2026,Coastal Car,79.0,Marshall,75.0
5237,2/21/2026,Appalachian St,89.0,Ga Southern,74.0
5238,2/21/2026,N Colorado,78.0,Northern Arizona,77.0
5239,2/21/2026,Weber St,92.0,Montana,72.0
5240,2/21/2026,Idaho,86.0,CS Sacramento,80.0
5241,2/21/2026,Tennessee,69.0,Vanderbilt,65.0
5242,2/21/2026,Florida,94.0,Mississippi,75.0
5243,2/21/2026,Stetson,76.0,North Florida,71.0
5244,2/21/2026,Lipscomb,73.0,North Alabama,51.0
5245,2/21/2026,E Kentucky,95.0,Bellarmine,92.0
5246,2/21/2026,FGCU,75.0,Cent Arkansas,71.0
5247,2/21/2026,Austin Peay,65.0,Jacksonville,61.0
5248,2/21/2026,Tennessee St,80.0,SIUE,53.0
5249,2/21/2026,Morehead St,81.0,W Illinois,59.0
5250,2/21/2026,SE Missouri St,70.0,Ark Little Rock,65.0
5251,2/21/2026,Tennessee Tech,72.0,Lindenwood,57.0
5252,2/21/2026,Southern Indiana,70.0,E Illinois,68.0
5253,2/21/2026,Utah Valley,66.0,UT Arlington,54.0
5254,2/21/2026,Utah Tech,80.0,Tarleton St,72.0
5255,2/21/2026,Abilene Chr,87.0,Southern Utah,83.0
5256,2/21/2026,Florida Intl,70.0,Missouri St,67.0
5257,2/21/2026,Sam Houston St,82.0,Jacksonville St,78.0
5258,2/21/2026,Kennesaw,58.0,Louisiana Tech,55.0
5259,2/21/2026,New Mexico St,67.0,UTEP,63.0
5260,2/21/2026,Dartmouth,64.0,Columbia,63.0
5261,2/21/2026,Yale,74.0,Penn,70.0
5262,2/21/2026,Mercyhurst,91.0,LIU Brooklyn,83.0
5263,2/21/2026,New Haven,84.0,F Dickinson,77.0
5264,2/21/2026,Coppin St,71.0,MD E Shore,65.0
5265,2/21/2026,UTRGV,96.0,SE Louisiana,75.0
5266,2/21/2026,E Washington,67.0,Portland St,55.0
5267,2/21/2026,Idaho St,91.0,Montana St,76.0
5268,2/21/2026,CS Fullerton,88.0,CS Bakersfield,80.0
5269,2/21/2026,High Point,89.0,Winthrop,87.0
5270,2/21/2026,UNC Asheville,74.0,Radford,73.0
5271,2/21/2026,SC Upstate,76.0,Presbyterian,74.0
5272,2/21/2026,Longwood,107.0,Charleston So,96.0
5273,2/21/2026,Boise St,84.0,San Jose St,69.0
5274,2/21/2026,Wyoming,70.0,Grand Canyon,65.0
5275,2/21/2026,Colorado St,83.0,San Diego St,74.0
5276,2/21/2026,Southern Univ,87.0,Grambling,73.0
5277,2/21/2026,Morgan St,82.0,Delaware St,68.0
5278,2/21/2026,Nevada,80.0,Utah St,77.0
5279,2/21/2026,Norfolk St,90.0,S Carolina St,71.0
5280,2/21/2026,Ark Pine Bluff,84.0,Prairie View,82.0
5281,2/21/2026,Bethune-Cookman,85.0,Alabama A&M,76.0
5282,2/21/2026,Alcorn St,83.0,Jackson St,65.0
5283,2/21/2026,Richmond,99.0,St Bonaventure,94.0
5284,2/21/2026,St Joseph's PA,75.0,Loyola-Chicago,61.0
5285,2/21/2026,La Salle,59.0,Rhode Island,46.0
5286,2/21/2026,Dayton,78.0,Duquesne,66.0
5287,2/21/2026,Fordham,63.0,Davidson,59.0
5288,2/21/2026,Wichita St,69.0,Temple,57.0
5289,2/21/2026,Charlotte,68.0,East Carolina,56.0
5290,2/21/2026,UCF,73.0,Utah,71.0
5291,2/21/2026,Texas Tech,100.0,Kansas St,72.0
5292,2/21/2026,TCU,60.0,West Virginia,54.0
5293,2/21/2026,Cincinnati,84.0,Kansas,68.0
5294,2/21/2026,Colorado,83.0,Oklahoma St,69.0
5295,2/21/2026,BYU,79.0,Iowa St,69.0
5296,2/21/2026,Baylor,73.0,Arizona St,68.0
5297,2/21/2026,Minnesota,80.0,Rutgers,61.0
5298,2/21/2026,Maryland,64.0,Washington,60.0
5299,2/21/2026,Santa Clara,94.0,San Francisco,73.0
5300,2/21/2026,Seattle,71.0,Portland,59.0
5301,2/21/2026,Oregon St,83.0,Pepperdine,73.0
5302,2/21/2026,Gonzaga,71.0,Pacific,62.0
5303,2/21/2026,Loy Marymount,77.0,San Diego,65.0
5304,2/21/2026,New Mexico,80.0,Fresno St,78.0
5305,2/21/2026,Valparaiso,71.0,IL Chicago,67.0
5306,2/21/2026,S Illinois,59.0,Northern Iowa,57.0
5307,2/21/2026,Murray St,88.0,Evansville,75.0
5308,2/21/2026,Howard,100.0,NC Central,67.0
5309,2/21/2026,Bradley,74.0,Illinois St,60.0
5310,2/21/2026,Belmont,87.0,Indiana St,70.0
5311,2/21/2026,Arkansas,94.0,Missouri,86.0
5312,2/21/2026,Queens NC,91.0,West Georgia,84.0
5313,2/21/2026,MTSU,78.0,Delaware,66.0
5314,2/21/2026,Oregon,71.0,USC,70.0
5315,2/21/2026,Southern Miss,86.0,Old Dominion,81.0
5316,2/21/2026,North Carolina,77.0,Syracuse,64.0
5317,2/21/2026,Georgia,91.0,Texas,80.0
5318,2/21/2026,Virginia Tech,82.0,Wake Forest,63.0
5319,2/21/2026,Virginia,86.0,Miami FL,83.0
5320,2/21/2026,Auburn,75.0,Kentucky,74.0
5321,2/21/2026,CS Northridge,78.0,Long Beach St,76.0
5322,2/21/2026,UCLA,95.0,Illinois,94.0
5323,2/21/2026,WKU,94.0,Liberty,73.0
5324,2/21/2026,Alabama,90.0,LSU,83.0
5325,2/21/2026,Arizona,73.0,Houston,66.0
5326,2/21/2026,Buffalo,86.0,Massachusetts,82.0
5327,2/21/2026,South Carolina,97.0,Mississippi St,89.0
5328,2/21/2026,Nebraska,87.0,Penn St,64.0
5329,2/21/2026,Pittsburgh,73.0,Notre Dame,68.0
5330,2/21/2026,Texas A&M,75.0,Oklahoma,71.0
5331,2/21/2026,St Mary's CA,83.0,Washington St,67.0
5332,2/21/2026,MS Valley St,72.0,TX Southern,71.0
5333,2/21/2026,Florida A&M,76.0,Alabama St,63.0
5334,2/22/2026,Youngstown St,64.0,N Kentucky,58.0
5335,2/22/2026,Robert Morris,81.0,Wright St,68.0
5336,2/22/2026,PFW,92.0,Cleveland St,86.0
5337,2/22/2026,Oakland,81.0,WI Milwaukee,70.0
5338,2/22/2026,Detroit,74.0,WI Green Bay,70.0
5339,2/22/2026,Siena,72.0,St Peter's,63.0
5340,2/22/2026,Rider,67.0,Niagara,62.0
5341,2/22/2026,Marist,65.0,Sacred Heart,63.0
5342,2/22/2026,Fairfield,85.0,Quinnipiac,79.0
5343,2/22/2026,Mt St Mary's,68.0,Canisius,47.0
5344,2/22/2026,Lehigh,70.0,Boston Univ,67.0
5345,2/22/2026,Merrimack,88.0,Iona,86.0
5346,2/22/2026,American Univ,75.0,Lafayette,61.0
5347,2/22/2026,Tulsa,100.0,UT San Antonio,74.0
5348,2/22/2026,Tulane,81.0,Rice,75.0
5349,2/22/2026,North Texas,73.0,FL Atlantic,72.0
5350,2/22/2026,UAB,78.0,Memphis,67.0
5351,2/22/2026,Wisconsin,84.0,Iowa,71.0
5352,2/22/2026,Michigan St,66.0,Ohio St,60.0
5353,2/22/2026,Drexel,68.0,Towson,62.0
5354,2/22/2026,Holy Cross,72.0,Bucknell,63.0
5355,2/23/2026,Northwestern LA,54.0,Incarnate Word,49.0
5356,2/23/2026,Nicholls St,53.0,Lamar,52.0
5357,2/23/2026,New Orleans,77.0,SF Austin,73.0
5358,2/23/2026,McNeese St,75.0,UTRGV,68.0
5359,2/23/2026,Houston Chr,69.0,East Texas A&M,68.0
5360,2/23/2026,North Carolina,77.0,Louisville,74.0
5361,2/23/2026,TAM C. Christi,73.0,SE Louisiana,68.0
5362,2/23/2026,Kansas,69.0,Houston,56.0
5363,2/23/2026,Grambling,83.0,MS Valley St,62.0
5364,2/24/2026,Marquette,76.0,Georgetown,60.0
5365,2/24/2026,Duke,100.0,Notre Dame,56.0
5366,2/24/2026,Miami FL,83.0,Florida St,73.0
5367,2/24/2026,Virginia,90.0,NC State,61.0
5368,2/24/2026,San Jose St,86.0,Air Force,80.0
5369,2/24/2026,W Michigan,88.0,Bowling Green,79.0
5370,2/24/2026,Toledo,79.0,N Illinois,69.0
5371,2/24/2026,Miami OH,74.0,E Michigan,64.0
5372,2/24/2026,Ball St,74.0,Massachusetts,73.0
5373,2/24/2026,Kent,83.0,C Michigan,81.0
5374,2/24/2026,Akron,99.0,Buffalo,85.0
5375,2/24/2026,Troy,78.0,Louisiana,59.0
5376,2/24/2026,Arkansas St,89.0,Southern Miss,84.0
5377,2/24/2026,Marshall,97.0,Old Dominion,88.0
5378,2/24/2026,Coastal Car,76.0,Georgia St,71.0
5379,2/24/2026,Oklahoma,91.0,Auburn,79.0
5380,2/24/2026,Kentucky,72.0,South Carolina,63.0
5381,2/24/2026,Missouri,73.0,Tennessee,69.0
5382,2/24/2026,Morehead St,64.0,Southern Indiana,63.0
5383,2/24/2026,Boise St,72.0,Wyoming,62.0
5384,2/24/2026,Nevada,67.0,New Mexico,60.0
5385,2/24/2026,G Washington,104.0,La Salle,77.0
5386,2/24/2026,Dayton,77.0,St Louis,62.0
5387,2/24/2026,Iowa St,75.0,Utah,59.0
5388,2/24/2026,Texas Tech,80.0,Cincinnati,68.0
5389,2/24/2026,TCU,90.0,Arizona St,78.0
5390,2/24/2026,Oklahoma St,91.0,West Virginia,84.0
5391,2/24/2026,UCF,97.0,BYU,84.0
5392,2/24/2026,Arizona,87.0,Baylor,80.0
