Player,PPG,Assigned_Team
Josiah Sabino,7.1,Niagara
Will Shortt,6.5,Niagara
Reggie Prudhomme,6.1,Niagara
Brian Griffith,5.3,Niagara
Landon Williams,5.0,Niagara
Drew Larson,3.1,Niagara
Kabeya Tshibangu,2.6,Niagara
Gael Dalmau Torresola,1.8,Niagara
AJ McBride,1.5,Niagara
Jalik Dunkley,12.4,Nicholls State
Jaylen Searles,11.8,Nicholls State
Trae English,11.5,Nicholls State
Sincere Malone,11.4,Nicholls State
Zee Hamoda,9.2,Nicholls State
Christian Winborne,7.9,Nicholls State
Jalin Rice,5.2,Nicholls State
Zaiden Cross,4.4,Nicholls State
Grant Sanders,3.2,Nicholls State
Kevin Pazmino,2.3,Nicholls State
Nick Krass,1.7,Nicholls State
Domanic Betancourt,1.2,Nicholls State
Jordan Matthews,0.0,Nicholls State
Sebastian Robinson,14.8,Njit
David Bolden,11.8,Njit
Ari Fulton,10.9,Njit
Melvyn Ebonkoli,7.3,Njit
Jeremy Clayville,6.8,Njit
Jordan Rogers,5.8,Njit
Quentin Duncan,4.4,Njit
John Kelly,4.3,Njit
Malachi Arrington,3.9,Njit
Rocco Awad,3.1,Njit
Cameron Piggee,1.8,Njit
Zack Scherler,1.0,Njit
Jeffrey Akintolu,0.7,Njit
Anthony McComb III,17.1,Norfolk State
Elijah Jamison,14.6,Norfolk State
Devon Ellis,11.1,Norfolk State
My'kel Jenkins,5.7,Norfolk State
Keyontae Lewis,5.6,Norfolk State
Jordan Leaks,5.4,Norfolk State
Dian Wright-Forde,5.0,Norfolk State
Jaquel Morris,4.6,Norfolk State
Rodney Baines,4.4,Norfolk State
Adrean Newton,4.0,Norfolk State
Mekhi Reid,2.0,Norfolk State
Ahmad Torrence,1.7,Norfolk State
Yel Deeng,0.9,Norfolk State
Dramane Camara,0.0,Norfolk State
Donte Bacchus,14.7,North Alabama
Canin Jefferson,12.4,North Alabama
Corneilous Williams,12.2,North Alabama
Kevin de Kovachich,11.8,North Alabama
Dallas Howell,8.4,North Alabama
Braylon Patton,5.6,North Alabama
DarKaun King,4.2,North Alabama
Cortez Graham-Howard,3.7,North Alabama
Kedar Bodie,2.6,North Alabama
Tank Washington,1.2,North Alabama
Jamal Albritton,1.1,North Alabama
King Walker,0.7,North Alabama
Kameron Taylor,18.9,North Carolina Asheville
Justin Wright,17.1,North Carolina Asheville
Toyaz Solomon,16.9,North Carolina Asheville
Connor Dubsky,15.0,North Carolina Asheville
DJ Patrick,9.6,North Carolina Asheville
Myles Mayfield,4.5,North Carolina Asheville
Jake Powell,3.2,North Carolina Asheville
Hugo Maton,3.0,North Carolina Asheville
Daniel Thomas,2.8,North Carolina Asheville
Julian Clarke,1.8,North Carolina Asheville
Sage Tolentino,1.1,North Carolina Asheville
Rasheed Baldwin,1.0,North Carolina Asheville
Corey Jones,0.7,North Carolina Asheville
David Hermes,0.4,North Carolina Asheville
Lewis Walker,18.9,North Carolina At
Lureon Walker,16.6,North Carolina At
Trent Middleton,12.5,North Carolina At
Zamoku Weluche-Ume,11.3,North Carolina At
Dwayne Pierce,8.5,North Carolina At
William Felton,6.7,North Carolina At
Mujahiid Burton,5.0,North Carolina At
Bryson Ogletree,4.5,North Carolina At
KJ Debrick,4.5,North Carolina At
Brooklyn Vick,3.7,North Carolina At
Amadou Doumbia,3.4,North Carolina At
Yancarlos Cueto,1.8,North Carolina At
Gage Lattimore,16.6,North Carolina Central
Khouri Carvey,13.6,North Carolina Central
Jae Slack,8.7,North Carolina Central
Dionte Johnson,8.6,North Carolina Central
Kelechi Okworogwo,8.2,North Carolina Central
Kyric Davis,8.1,North Carolina Central
Tekao Carpenter,6.8,North Carolina Central
Jonathan Dunn,4.3,North Carolina Central
Ryan Archey,3.2,North Carolina Central
Ramondo Battle II,2.4,North Carolina Central
Khalil Arnold,1.7,North Carolina Central
Caleb Ellison,1.0,North Carolina Central
Camren Daniels,1.0,North Carolina Central
Justin Edwards,0.7,North Carolina Central
Gbenga Olubi,0.4,North Carolina Central
Justin Neely,17.9,North Carolina Greensboro
KJ Younger,15.1,North Carolina Greensboro
Donald Whitehead Jr.,10.1,North Carolina Greensboro
Lilian Marville,9.5,North Carolina Greensboro
Noah Norgaard,7.7,North Carolina Greensboro
Valentino Pinedo,7.3,North Carolina Greensboro
Clinton Efinda,4.5,North Carolina Greensboro
Antwann Jones,3.4,North Carolina Greensboro
Domas Kauzonas,2.9,North Carolina Greensboro
Landon King,2.6,North Carolina Greensboro
Assane Mandian,2.1,North Carolina Greensboro
Clyde Bailey II,1.8,North Carolina Greensboro
Braylen Bowman,1.6,North Carolina Greensboro
Chane Bynum,1.5,North Carolina Greensboro
Darrion Williams,14.0,North Carolina State
Quadir Copeland,13.9,North Carolina State
Paul McNeil Jr.,13.8,North Carolina State
Ven-Allen Lubin,13.6,North Carolina State
Tre Holloman,9.2,North Carolina State
Matt Able,8.8,North Carolina State
Jerry Deng,6.1,North Carolina State
Alyn Breed,4.5,North Carolina State
Terrance Arceneaux,3.8,North Carolina State
Musa Sagnia,2.3,North Carolina State
Scottie Ebube,1.1,North Carolina State
Jordan Snell,0.8,North Carolina State
Colt Langdon,0.3,North Carolina State
Nolan Hodge,14.2,North Carolina Wilmington
Patrick Wessler,13.6,North Carolina Wilmington
Christian May,10.6,North Carolina Wilmington
Madison Durr,10.3,North Carolina Wilmington
Gavin Walsh,9.5,North Carolina Wilmington
Noah Ross,9.4,North Carolina Wilmington
Joshua Williams,9.1,North Carolina Wilmington
Jahnathan Lamothe,5.4,North Carolina Wilmington
Makel Smith,2.0,North Carolina Wilmington
Makoi Mabor,1.5,North Carolina Wilmington
Grady Whitt,0.6,North Carolina Wilmington
JoJo Fullwood,0.1,North Carolina Wilmington
Caleb Wilson,19.8,North Carolina
Henri Veesaar,17.0,North Carolina
Seth Trimble,14.0,North Carolina
Luka Bogavac,9.8,North Carolina
Jarin Stevenson,8.1,North Carolina
Derek Dixon,6.5,North Carolina
Jonathan Powell,4.8,North Carolina
Kyan Evans,4.0,North Carolina
Zayden High,3.4,North Carolina
Isaiah Denis,1.9,North Carolina
Jaydon Young,1.8,North Carolina
Evan Smith,1.4,North Carolina
James Brown,1.2,North Carolina
Elijah Davis,0.5,North Carolina
Ivan Matlekovic,0.5,North Carolina
John Holbrook,0.2,North Carolina
Damari Wheeler-Thomas,14.5,North Dakota State
Trevian Carson,11.9,North Dakota State
Markhi Strickland,11.6,North Dakota State
Treyson Anderson,10.4,North Dakota State
Noah Feddersen,9.3,North Dakota State
Andy Stefonowicz,9.1,North Dakota State
Tay Smith,7.7,North Dakota State
Emil Skytta,3.7,North Dakota State
Carson Smith,3.0,North Dakota State
Riley Saunders,1.7,North Dakota State
Riley Massey,1.3,North Dakota State
Max Majerle,1.0,North Dakota State
Caleb Schoenrock,0.2,North Dakota State
Greyson Uelmen,16.8,North Dakota
Eli King,11.9,North Dakota
Garrett Anderson,10.3,North Dakota
Micah Curtis,8.3,North Dakota
Zach Kraft,8.1,North Dakota
George Natsvishvili,8.0,North Dakota
Anthony Smith lll,7.8,North Dakota
Marley Curtis,6.0,North Dakota
Reggie Thomas,4.4,North Dakota
Josh Jones,2.8,North Dakota
Matthew Bothun,1.9,North Dakota
Wylee Delorme,1.9,North Dakota
Ryan Erikson,1.4,North Dakota
Anthony Doppler,1.1,North Dakota
Karson Ouse,0.7,North Dakota
Kamrin Oriol,20.9,North Florida
Kent Jackson,14.8,North Florida
Dalton Gayman,10.3,North Florida
Mason Lee,8.0,North Florida
BJ Plummer,7.7,North Florida
Trey Cady,6.1,North Florida
Devin Hines,5.5,North Florida
Nestor Dyachok,4.3,North Florida
Dante Oliver,2.5,North Florida
Gabriel Jacobs,1.6,North Florida
Taylor Thompson,0.6,North Florida
Alex Vargo,0.0,North Florida
Je'Shawn Stevenson,17.3,North Texas
David Terrell Jr.,13.5,North Texas
Will McClendon,13.0,North Texas
Dylan Arnett,7.6,North Texas
Reece Robinson,7.5,North Texas
Cole Franklin,6.2,North Texas
Josiah Shackleford,6.0,North Texas
Buddy Hammer Jr.,4.1,North Texas
EJ Horton,2.9,North Texas
Cahmai Crosby,2.7,North Texas
Demarion Watson,2.4,North Texas
Curtis Stinson Jr.,1.4,North Texas
LA Pratt,17.0,Northeastern
William Kermoury,13.1,Northeastern
Xavier Abreu,12.6,Northeastern
Xander Alarie,10.3,Northeastern
Mike Loughnane,10.2,Northeastern
Youri Fritz,9.8,Northeastern
Ryan Williams,7.1,Northeastern
JB Frankel,5.9,Northeastern
Luca Soroa,5.6,Northeastern
Miles Newton,5.4,Northeastern
Ty Francis,4.4,Northeastern
Petar Pinter,3.3,Northeastern
Haris Elezovic,2.2,Northeastern
Liam Koelsch,1.8,Northeastern
Zack Davidson,14.0,Northern Arizona
Ryan Abelman,10.5,Northern Arizona
Karl Markus Poom,8.9,Northern Arizona
Isaiah Shaw,8.1,Northern Arizona
Chris Komin,7.8,Northern Arizona
Traivar Jackson,7.3,Northern Arizona
Diego Campisano,7.0,Northern Arizona
Arne Osojnik,6.4,Northern Arizona
Kavon Bradford,4.9,Northern Arizona
Brennan Peterson,4.8,Northern Arizona
Walker Timme,4.0,Northern Arizona
Oakland Fort,3.1,Northern Arizona
Erez Poran,0.8,Northern Arizona
JT Amundsen,0.8,Northern Arizona
Quinn Denker,19.2,Northern Colorado
Brock Wisne,16.2,Northern Colorado
Zach Bloch,11.5,Northern Colorado
Ibu Yamazaki,9.9,Northern Colorado
Ring Nyeri,8.5,Northern Colorado
Egan Shields,6.3,Northern Colorado
Vincent Delano,6.1,Northern Colorado
Chancellor White,4.5,Northern Colorado
Ariik Mawien,3.4,Northern Colorado
Tanner Braketa,2.7,Northern Colorado
Hunter Caldwell,2.5,Northern Colorado
William Humer,2.3,Northern Colorado
Walker Asp,1.0,Northern Colorado
Makhai Valentine,13.3,Northern Illinois
Dylan Ducommun,10.8,Northern Illinois
Gianni Cobb,9.8,Northern Illinois
JJ Taylor,8.7,Northern Illinois
Taj Walters,8.5,Northern Illinois
Gustav Winther,8.1,Northern Illinois
Jao Ituka,6.9,Northern Illinois
Daemar Kelly,5.6,Northern Illinois
Hassan Washington,4.7,Northern Illinois
Carlos Coronado Jr.,3.9,Northern Illinois
Ladji Kante,2.8,Northern Illinois
Isaiah Washington,2.3,Northern Illinois
Jaylen Wharton,1.9,Northern Illinois
Isaiah Stewart,1.2,Northern Illinois
Max Laskey,0.4,Northern Illinois
Trey Campbell,13.7,Northern Iowa
Leon Bond III,11.9,Northern Iowa
Will Hornseth,11.1,Northern Iowa
Ben Schwieger,9.7,Northern Iowa
Tristan Smith,9.1,Northern Iowa
Max Weisbrod,6.4,Northern Iowa
Kyle Pock,3.7,Northern Iowa
Ismael Diouf,3.0,Northern Iowa
RJ Taylor,2.6,Northern Iowa
Geon Hutchins,1.5,Northern Iowa
Chase Courbat,0.9,Northern Iowa
Hunter Jacobson,0.3,Northern Iowa
Donovan Oday,18.6,Northern Kentucky
Dan Gherezgher Jr.,15.9,Northern Kentucky
LJ Wells,15.0,Northern Kentucky
Kael Robinson,14.4,Northern Kentucky
Tae Dozier,8.6,Northern Kentucky
Ethan Elliott,5.1,Northern Kentucky
Donovan Rakotonanahary,3.0,Northern Kentucky
Shawn Nelson,2.9,Northern Kentucky
Mitchel Minor,1.8,Northern Kentucky
Bryce Darbyshire,1.5,Northern Kentucky
Addison Archer,1.0,Northern Kentucky
Ryan Tolliver,1.0,Northern Kentucky
Micah Thomas,16.8,Northwestern State
Izzy Miles,10.5,Northwestern State
Willie Williams,9.8,Northwestern State
Justin Redmond,6.9,Northwestern State
Chris Mubiru,6.8,Northwestern State
Omar Adegbola,5.4,Northwestern State
Landyn Jumawan,4.6,Northwestern State
Kordrick Turner,4.2,Northwestern State
J.C. Riley,3.4,Northwestern State
Chip Brunt,3.3,Northwestern State
CJ Larry,2.6,Northwestern State
Moustapha Loum,2.4,Northwestern State
Quentin Bolton Jr.,1.0,Northwestern State
Nick Martinelli,23.0,Northwestern
Arrinten Page,10.2,Northwestern
Jayden Reid,10.1,Northwestern
Tre Singleton,7.6,Northwestern
Angelo Ciaravino,6.3,Northwestern
Jake West,5.3,Northwestern
Max Green,4.3,Northwestern
Jordan Clayton,3.9,Northwestern
K.J. Windham,3.5,Northwestern
Justin Mullins,3.2,Northwestern
Tyler Kropp,3.1,Northwestern
Gus Hurlburt,2.0,Northwestern
Phoenix Gill,0.5,Northwestern
Markus Burton,18.5,Notre Dame
Jalen Haralson,16.2,Notre Dame
Cole Certa,12.8,Notre Dame
Braeden Shrewsberry,11.9,Notre Dame
Carson Towt,5.9,Notre Dame
Sir Mohammed,5.7,Notre Dame
Brady Koehler,5.6,Notre Dame
Logan Imes,4.7,Notre Dame
Garrett Sundra,3.5,Notre Dame
Ryder Frost,2.7,Notre Dame
Kebba Njie,2.5,Notre Dame
Matthew MacLellan,1.9,Notre Dame
Brady Stevens,0.6,Notre Dame
Mark Zackery IV,0.5,Notre Dame
Brody Robinson,17.6,Oakland
Tuburu Naivalurua,14.3,Oakland
Isaac Garrett,13.7,Oakland
Michael Houge,12.6,Oakland
Ziare Wells,9.9,Oakland
Nassim Mashhour,9.3,Oakland
Brett White,9.1,Oakland
Warren Marshall IV,3.5,Oakland
Khoi Thurmon,2.5,Oakland
Nate Deer,1.1,Oakland
MJ Yeager,0.9,Oakland
Bruce Thornton,19.9,Ohio State
John Mobley Jr.,15.7,Ohio State
Devin Royal,13.7,Ohio State
Christoph Tilly,11.0,Ohio State
Amare Bynum,9.7,Ohio State
Brandon Noel,6.6,Ohio State
Taison Chatman,4.3,Ohio State
Ivan Njegovan,2.6,Ohio State
Puff Johnson,2.3,Ohio State
Gabe Cupps,1.7,Ohio State
Mathieu Grujicic,1.0,Ohio State
Colin White,0.9,Ohio State
Braylen Nash,0.0,Ohio State
Jackson Paveletzke,17.3,Ohio
Javan Simmons,15.1,Ohio
Aidan Hadaway,14.4,Ohio
JJ Kelly,8.6,Ohio
Ajay Sheldon,7.5,Ohio
Dior Conners,4.2,Ohio
Elijah Elliott,4.1,Ohio
Jordan Fisher,3.8,Ohio
Jalen Breath,3.7,Ohio
Kiir Kuany,3.5,Ohio
Jesse Burris,3.4,Ohio
Ayden Evans,2.3,Ohio
Anthony Roy,16.9,Oklahoma State
Parsa Fallah,14.7,Oklahoma State
Vyctorius Miller,10.8,Oklahoma State
Kanye Clary,10.6,Oklahoma State
Christian Coleman,10.3,Oklahoma State
Jaylen Curry,10.1,Oklahoma State
Isaiah Coleman,6.4,Oklahoma State
Andrija Vukovic,5.3,Oklahoma State
Benjamin Ahmed,4.9,Oklahoma State
Lefteris Mantzoukas,4.4,Oklahoma State
Robert Jennings,3.7,Oklahoma State
Ryan Crotty,2.5,Oklahoma State
Daniel Guetta,2.0,Oklahoma State
Mekhi Ragland,1.4,Oklahoma State
Kirk Cole,0.9,Oklahoma State
Nijel Pack,16.8,Oklahoma
Xzayvier Brown,15.4,Oklahoma
Tae Davis,13.0,Oklahoma
Derrion Reid,11.7,Oklahoma
Kuol Atak,7.0,Oklahoma
Mohamed Wague,6.9,Oklahoma
Jadon Jones,5.7,Oklahoma
Dayton Forsythe,5.3,Oklahoma
Kirill Elatontsev,4.1,Oklahoma
Jeff Nwankwo,2.9,Oklahoma
Kai Rogers,1.6,Oklahoma
Alec Blair,1.0,Oklahoma
Reid Lovelace,0.4,Oklahoma
Jake Hansen,0.0,Oklahoma
Ketron Shaw,16.8,Old Dominion
Jordan Battle,15.4,Old Dominion
LJ Thomas,11.3,Old Dominion
Robert Davis Jr.,9.6,Old Dominion
Caelum Swanton-Rodger,8.2,Old Dominion
Jared Turner,6.1,Old Dominion
Zacch Wiggins,6.1,Old Dominion
Drew McKenna,4.0,Old Dominion
Scottie Hubbard,3.1,Old Dominion
Ben Nacey,2.1,Old Dominion
Donovan Raymond,1.5,Old Dominion
Cooper Jones,1.0,Old Dominion
Rieco Hellams,0.3,Old Dominion
CJ Parker,0.0,Old Dominion
Ty Harper,17.8,Oral Roberts
Connor Dow,12.5,Oral Roberts
Ofri Naveh,11.2,Oral Roberts
Lane Sparks,9.0,Oral Roberts
Luke Gray,8.4,Oral Roberts
Yuto Yamanouchi,6.9,Oral Roberts
Jack Turner,6.8,Oral Roberts
Cal Furnish,4.0,Oral Roberts
Martins Kilups,3.7,Oral Roberts
Chase Martin,2.6,Oral Roberts
Aaron Jacob,2.5,Oral Roberts
Baron Smith Jr.,1.7,Oral Roberts
Josiah Lake II,13.1,Oregon State
Isaiah Sy,10.0,Oregon State
Dez White,9.7,Oregon State
Johan Munch,7.9,Oregon State
Yaak Yaak,6.6,Oregon State
Jorge Diaz Graham,6.0,Oregon State
Olavi Suutela,5.5,Oregon State
Noah Amenhauser,5.1,Oregon State
Keziah Ekissi,4.7,Oregon State
Msatija Samar,4.7,Oregon State
Malcolm Christie,4.6,Oregon State
Ja'Quavis Williford,2.2,Oregon State
Stephen Olowoniyi,1.4,Oregon State
Kaan Yarkut,0.0,Oregon State
Nathan Bittle,16.8,Oregon
Jackson Shelstad,15.6,Oregon
Kwame Evans Jr.,13.3,Oregon
TK Simpkins,12.5,Oregon
Wei Lin,6.6,Oregon
Sean Stewart,6.5,Oregon
Dezdrick Lindsay,5.3,Oregon
Devon Pryor,2.9,Oregon
Jamari Phillips,2.7,Oregon
Oleksandr Kobzystyi,2.7,Oregon
Drew Carter,2.6,Oregon
Ege Demir,2.2,Oregon
Efe Vatan,1.2,Oregon
Luke Johnson,1.1,Oregon
Miles Stewart,0.0,Oregon
Elias Ralph,16.7,Pacific
TJ Wainwright,13.0,Pacific
Isaac Jack,9.1,Pacific
Justin Rochelin,9.1,Pacific
Jaden Clayton,7.9,Pacific
Kajus Kublickas,5.6,Pacific
Jaion Pitt,4.7,Pacific
KC Ibekwe,3.8,Pacific
Alexis Marmolejos,3.6,Pacific
Eyal Harel,2.0,Pacific
Emmanuel Manyuon,0.5,Pacific
Carlsheon Young,0.0,Pacific
Kellen Hampton,0.0,Pacific
Freddie Dilione V,14.0,Penn State
Kayden Mingo,13.7,Penn State
Josh Reed,11.5,Penn State
Ivan Juric,10.2,Penn State
Melih Tunca,7.8,Penn State
Eli Rice,6.7,Penn State
Dominick Stewart,6.6,Penn State
Tibor Mirtic,3.7,Penn State
Mason Blackwood,2.6,Penn State
Saša Ciani,2.1,Penn State
Justin Houser,1.4,Penn State
Chris Lotito,0.0,Penn State
Ethan Roberts,16.9,Pennsylvania
TJ Power,16.4,Pennsylvania
Michael Zanoni,11.8,Pennsylvania
AJ Levine,8.2,Pennsylvania
Cam Thrower,6.0,Pennsylvania
Dalton Scantlebury,5.9,Pennsylvania
Augustus Gerhart,5.5,Pennsylvania
Jay Jones,3.9,Pennsylvania
Lucas-Allan Lueth,3.2,Pennsylvania
Dylan Williams,2.1,Pennsylvania
Michelangelo Oberti,1.8,Pennsylvania
William Kruse,1.7,Pennsylvania
Alex Massung,1.7,Pennsylvania
Niklas Polonowski,1.4,Pennsylvania
Johnnie Walter,1.0,Pennsylvania
Payton Kamin,1.0,Pennsylvania
Bradyn Foster,0.0,Pennsylvania
Aaron Clark,15.3,Pepperdine
Styles Phipps,13.4,Pepperdine
Javon Cooley,11.4,Pepperdine
Danilo Dozic,11.3,Pepperdine
Yonatan Levy,5.2,Pepperdine
Stefan Cicic,4.5,Pepperdine
David Mager,4.4,Pepperdine
Luka Vudragovic,3.7,Pepperdine
Pavle Stosic,3.6,Pepperdine
Nikola Radovanovic,1.4,Pepperdine
Vladimir Sudar,0.9,Pepperdine
Preston Phillips,0.7,Pepperdine
Pasha Shemirani,0.5,Pepperdine
Cameron Corhen,13.6,Pittsburgh
Barry Dunning Jr.,12.5,Pittsburgh
Brandin Cummings,12.5,Pittsburgh
Roman Siulepa,10.0,Pittsburgh
Nojus Indrusaitis,9.1,Pittsburgh
Damarco Minor,8.5,Pittsburgh
Omari Witherspoon,7.5,Pittsburgh
Papa Amadou Kante,2.8,Pittsburgh
Macari Moore,1.4,Pittsburgh
Kieran Mullen,0.8,Pittsburgh
Terri Miller Jr.,19.1,Portland State
Jaylin Henderson,18.2,Portland State
Keyon Kensie,10.9,Portland State
Tre-Vaughn Minott,9.9,Portland State
Kelcy Phipps,4.7,Portland State
Sebastian Tidor,4.5,Portland State
Isaiah Williams,3.6,Portland State
Alex Dupre,3.2,Portland State
Brycen Long,3.0,Portland State
Charles Chukwu,1.4,Portland State
Mozae Downing-Rivers,1.1,Portland State
Brayden Barron,0.9,Portland State
Colt Ness,0.8,Portland State
Kean Webb,0.8,Portland State
Samuel Stewart IV,0.8,Portland State
Joel Foxwell,15.6,Portland
Timo George,12.5,Portland
Cameron Williams,10.6,Portland
James O'Donnell,10.0,Portland
Jermaine Ballisager-Webb,8.9,Portland
Mikah Ballew,8.7,Portland
Garrett Nuckolls,6.7,Portland
Matus Hronsky,5.6,Portland
Riley Parker,4.0,Portland
Dante Censori-Hercules,3.2,Portland
NaVaughn Long,1.9,Portland
Preston Lee,1.0,Portland
Kelson Gebbers,0.9,Portland
Samuel Noland,0.7,Portland
Dontae Horne,20.1,Prairie View
Tai'reon Joseph,17.7,Prairie View
Cory Wells,13.2,Prairie View
Lance Williams,10.1,Prairie View
Doug Young,9.3,Prairie View
Joey Madimba,8.1,Prairie View
Marcel Bryant,6.5,Prairie View
Keeshawn Mason,4.6,Prairie View
Hassane Diallo,3.0,Prairie View
Elijah Mitchell,2.4,Prairie View
Jannoy Thomas,2.2,Prairie View
Seryee Lewis,2.0,Prairie View
Isaiah Foster,1.7,Prairie View
Ryan Bolton,1.3,Prairie View
Corey Dunning,1.2,Prairie View
Jonah Pierce,16.0,Presbyterian
Carl Parrish,14.4,Presbyterian
Triston Wilson,11.4,Presbyterian
Jaylen Peterson,10.9,Presbyterian
Erik Taylor,6.2,Presbyterian
Josh Pickett,5.8,Presbyterian
Iverson King,4.5,Presbyterian
Khalon Hudson,3.9,Presbyterian
Chidi Chiakwelu,3.4,Presbyterian
JD Bowden,2.0,Presbyterian
Amare Anderson,1.2,Presbyterian
Luke Allison,0.4,Presbyterian
Jackson Hicke,15.4,Princeton
Dalen Davis,14.7,Princeton
Jack Stanton,10.9,Princeton
Malik Abdullahi,9.7,Princeton
CJ Happy,6.8,Princeton
Landon Clark,6.0,Princeton
Jacob Huggins,4.8,Princeton
Sebastian Whitfield,3.4,Princeton
Jake Sussberg,2.3,Princeton
Jacob Hammond,2.3,Princeton
Peyton Seals,2.0,Princeton
Cooper Mueller,1.5,Princeton
Zio Kim,0.9,Princeton
Cash McSweeney,0.8,Princeton
Ryan Mandes,0.3,Princeton
Lucas Denault,0.0,Princeton
William Kutzler,0.0,Princeton
Jaylin Sellers,18.3,Providence
Jason Edwards,16.5,Providence
Stefan Vaaks,15.8,Providence
Jamier Jones,11.9,Providence
Ryan Mela,9.9,Providence
Corey Floyd Jr.,7.6,Providence
Oswin Erhunmwunse,6.9,Providence
Duncan Powell,4.6,Providence
Jaylen Harrell,3.7,Providence
Nilavan Jotham Daniels,2.0,Providence
Cole Hargrove,1.8,Providence
Peteris Pinnis,0.8,Providence
Daquan Davis,0.7,Providence
Jack Williams,0.4,Providence
Braden Smith,14.3,Purdue
Trey Kaufman-Renn,14.2,Purdue
Fletcher Loyer,14.1,Purdue
Oscar Cluff,10.6,Purdue
C.J. Cox,8.5,Purdue
Daniel Jacobsen,5.5,Purdue
Omer Mayer,5.5,Purdue
Gicarri Harris,4.6,Purdue
Jack Benter,4.4,Purdue
Liam Murphy,2.3,Purdue
Aaron Fine,1.2,Purdue
Jace Rayl,0.0,Purdue
Jack Lusk,0.0,Purdue
Nasir Mann,13.3,Queens Nc
Yoav Berman,12.3,Queens Nc
Jordan Watford,11.8,Queens Nc
Chris Ashby,11.6,Queens Nc
Avantae Parker,11.1,Queens Nc
Carson Schweiger,10.1,Queens Nc
Maban Jabriel,7.7,Queens Nc
Gus Larson,3.1,Queens Nc
Isaiah Henry,3.0,Queens Nc
Kam Clark,1.8,Queens Nc
Reid Celestin,0.2,Queens Nc
Colby Christiansen,0.0,Queens Nc
Jacob Brandly,0.0,Queens Nc
Tyler Crider,0.0,Queens Nc
Amarri Monroe,15.6,Quinnipiac
Jaden Zimmerman,15.1,Quinnipiac
Asim Jones,12.5,Quinnipiac
Grant Randall,11.4,Quinnipiac
Keith McKnight,11.0,Quinnipiac
Samson Reilly,4.4,Quinnipiac
Tai Turnage,3.6,Quinnipiac
Christopher Skenderi,2.6,Quinnipiac
Spence Wewe,2.6,Quinnipiac
Nate Guerengomba,2.5,Quinnipiac
Braylan Ritvo,1.5,Quinnipiac
Samuel Osayi Nosakhare,0.8,Quinnipiac
Ronell Giles Jr.,0.5,Quinnipiac
Akintola Akinniyi,0.4,Quinnipiac
Dennis Parker Jr.,18.3,Radford
Del Jones,17.2,Radford
Jaylon Johnson,11.9,Radford
Lukas Walls,7.9,Radford
Tyson Brown,6.5,Radford
Frederik Erichsen,5.6,Radford
Mari Jordan,5.3,Radford
Brennan Rigsby,4.6,Radford
Louie Jordan,4.1,Radford
Gabriel Ferreira,2.6,Radford
Bradley Land,0.9,Radford
Warren Keel,0.9,Radford
Tyler Cochran,15.4,Rhode Island
Jonah Hinton,12.6,Rhode Island
Jahmere Tripp,12.0,Rhode Island
Myles Corey,9.3,Rhode Island
Keeyan Itejere,7.6,Rhode Island
Mouhamed Sow,6.4,Rhode Island
R.J. Johnson,5.7,Rhode Island
Alex Crawford,5.0,Rhode Island
Jalen Harper,2.6,Rhode Island
Damone King,2.3,Rhode Island
Barrett Loer,1.4,Rhode Island
Drissa Traore,1.2,Rhode Island
Jimmy Ball,0.0,Rhode Island
Trae Broadnax,15.6,Rice
Nick Anderson,15.5,Rice
Jalen Smith,12.5,Rice
Cam Carroll,6.8,Rice
Eternity Eguagie,6.0,Rice
Dallas Hobbs,5.4,Rice
Jimmy Oladokun Jr.,4.3,Rice
Andrew Akuchie,3.8,Rice
Bodey Howell,3.4,Rice
Stephen Giwa,3.4,Rice
Jordan Williams,2.0,Rice
Trey Patterson,1.4,Rice
George Perkins,1.3,Rice
Cole Andrews-Heitz,1.0,Rice
Evan Cochran,0.4,Rice
Presley Patterson,0.0,Rice
A.J. Lopez,13.4,Richmond
Aiden Argabright,10.8,Richmond
Will Johnston,9.7,Richmond
Jaden Daughtry,8.9,Richmond
Michael Walz,7.9,Richmond
Mikkel Tyne,6.2,Richmond
Jonathan Beagle,6.0,Richmond
Collin Tanner,5.9,Richmond
David Thomas,4.2,Richmond
Will Harper III,3.4,Richmond
Apostolos Roumoglou,2.9,Richmond
Jaylen Robinson,2.7,Richmond
Bryson McGlothin,1.3,Richmond
Kirby Mooney,0.7,Richmond
Flash Burton,15.1,Rider
Zion Cruz,13.8,Rider
Caleb Smith,7.2,Rider
Shemani Fuller,6.7,Rider
Davis Bynum,6.0,Rider
Daniel Helterhoff,3.8,Rider
AB Coulibaly,3.1,Rider
Antwan Wilson,3.0,Rider
Mohamad Diallo,2.8,Rider
Cole McCabe,2.4,Rider
Devean Williams,1.9,Rider
Kristupas Kepezinskas,1.6,Rider
Jamir McNeil,1.3,Rider
Maurizio D'Alessandro,0.8,Rider
Ryan Prather Jr.,15.7,Robert Morris
DeSean Goode,15.2,Robert Morris
Nikolaos Chitikoudis,11.3,Robert Morris
Darius Livingston,9.6,Robert Morris
Albert Vargas,7.5,Robert Morris
Josh Hill,7.5,Robert Morris
Ta'Zir Smith,6.5,Robert Morris
Kaleb Brown,4.1,Robert Morris
Cam Kearney,4.0,Robert Morris
Jeremiah Littlejohn,3.6,Robert Morris
Eddie Cooke III,2.6,Robert Morris
Samuel Obenjo,1.7,Robert Morris
Ubong Okon,0.8,Robert Morris
