Player,Assigned_Team,Games_Tracked,Season_Off_Possessions,Weighted_ORtg,Season_Def_Possessions,Weighted_DRtg,Net_Efficiency_Rating,Net_Points_Produced
David Bolden,Njit Highlanders,32,1555.4,86.4,1559.9,93.3,-6.9,-106.8
Tasos Cook,Campbell Fighting Camels,32,1314.8,97.6,1287.5,105.7,-8.1,-106.9
Jaxson Bell,Army Black Knights,29,1212.0,88.6,1198.6,97.4,-8.8,-107.0
Damarien Yates,Alabama State Hornets,31,841.0,85.1,836.9,97.9,-12.7,-107.1
Cole Farrell,Long Beach State Beach,30,1030.8,89.3,1050.7,99.7,-10.4,-107.2
Marcus Glover,Incarnate Word Cardinals,27,683.0,86.2,694.4,102.0,-15.7,-107.4
Cyril Martynov,Fairleigh Dickinson Knights,29,1147.1,87.6,1154.8,97.0,-9.4,-107.4
Adrian Uchidiuno,Brown Bears,25,1031.4,84.9,1032.6,95.4,-10.5,-107.8
Christian Humphrey-Rembert,Lafayette Leopards,30,1465.9,91.9,1470.0,99.3,-7.4,-107.9
Carmelo Adkins,South Carolina Upstate Spartans,29,1535.8,88.6,1506.5,95.7,-7.0,-108.1
Isaiah Shaw,Northern Arizona Lumberjacks,27,777.7,89.0,796.8,102.9,-13.9,-108.3
Zach Bell,Southern Utah Thunderbirds,8,308.2,79.2,313.9,114.4,-35.2,-108.5
Mason Jones,Ball State Cardinals,29,1442.1,87.0,1423.5,94.6,-7.5,-108.6
Sheridan Sharp,Southern Indiana Screaming Eagles,27,762.9,80.0,752.5,94.2,-14.3,-108.8
Robert Davis Jr.,Old Dominion Monarchs,25,1302.6,91.6,1288.6,100.0,-8.4,-108.9
Shaquil Bender,Long Beach State Beach,29,1075.2,91.1,1071.2,101.2,-10.1,-109.0
Xavier Abreu,Northeastern Huskies,29,979.4,96.5,984.0,107.6,-11.1,-109.1
Mason Bendinger,South Carolina Upstate Spartans,29,1476.0,86.9,1446.1,94.3,-7.4,-109.2
Jamal West Jr.,Utep Miners,28,1409.6,89.0,1412.9,96.8,-7.8,-109.7
Boden Kapke,Boston College Eagles,30,1253.3,83.7,1255.4,92.5,-8.8,-110.0
Seydou Traore,Utah Utes,30,1423.7,94.0,1406.9,101.7,-7.7,-110.1
Caleb Blackwell,Utep Miners,25,1239.2,88.3,1238.0,97.2,-8.9,-110.2
Rahmir Moore,Delaware State Hornets,22,732.5,84.6,724.2,99.7,-15.1,-110.3
Chris Parker,South Carolina State Bulldogs,23,638.0,87.0,623.3,104.3,-17.3,-110.3
Coen Collier,South Carolina Upstate Spartans,27,629.3,80.7,621.9,98.3,-17.5,-110.3
Demetrius Lilley,Binghamton Bearcats,10,515.6,82.8,499.9,104.2,-21.4,-110.3
Nyle Ralph-Beyer,Sacred Heart Pioneers,30,1472.7,91.5,1477.0,99.0,-7.5,-110.8
KC Shaw,Old Dominion Monarchs,28,1479.4,92.6,1468.4,100.1,-7.5,-111.0
Karyiek Dixon,Western Illinois Leathernecks,17,732.5,86.6,707.9,101.7,-15.2,-111.0
Dez White,Oregon State Beavers,30,1414.6,92.5,1420.6,100.4,-7.8,-111.0
Luca Soroa Schaller,Northeastern Huskies,27,917.2,90.5,917.1,102.6,-12.1,-111.1
Yann Farell,Sacred Heart Pioneers,31,1532.8,92.2,1549.5,99.5,-7.3,-111.4
Braylon Patton,North Alabama Lions,24,658.0,92.5,661.3,109.5,-16.9,-111.4
Joah Chappelle,Georgia State Panthers,26,985.3,87.8,991.9,99.1,-11.3,-111.5
Ty-Laur Johnson,San Diego Toreros,22,1113.1,91.3,1103.6,101.3,-10.0,-111.6
Tom Mark,Cal State Bakersfield Roadrunners,26,1120.1,90.8,1133.1,100.8,-10.0,-111.8
Raymond Espinal-Guzman,Stonehill Skyhawks,30,1116.8,80.1,1137.8,90.2,-10.0,-112.1
Jaquan Sanders,Florida A&M Rattlers,27,1390.0,86.8,1410.8,94.9,-8.1,-112.3
Jaeden Marshall,La Salle Explorers,24,1096.2,88.5,1079.4,98.8,-10.3,-112.6
Truth Harris,La Salle Explorers,23,875.4,88.2,894.5,101.1,-12.9,-112.7
JP Dragas,Iu Indianapolis Jaguars,13,413.1,80.6,408.7,107.9,-27.3,-112.8
Andrew Phillips,Lafayette Leopards,30,1602.8,93.6,1608.9,100.7,-7.0,-112.8
Jayden Williams,Dartmouth Big Green,25,1146.2,90.1,1135.0,100.0,-9.9,-113.2
Sean Stewart,Oregon Ducks,32,1132.8,90.7,1145.5,100.7,-10.0,-113.2
Traivar Jackson,Northern Arizona Lumberjacks,29,1022.4,89.9,1037.8,101.0,-11.1,-113.4
Chris Moncrief,Saint Francis Red Wolves,21,971.2,92.8,969.2,104.5,-11.7,-114.1
Trent Hundley,Evansville Purple Aces,30,817.6,84.8,825.2,98.8,-14.0,-114.5
Eli Beard,Drexel Dragons,32,1322.1,87.4,1315.0,96.1,-8.7,-114.8
Tyson Commander,Loyola Maryland Greyhounds,30,1152.0,91.0,1176.8,101.0,-10.0,-114.9
Mekhi Conner,Sacred Heart Pioneers,30,1470.5,91.2,1472.6,99.0,-7.8,-114.9
Mikale Stevenson,Purdue Fort Wayne Mastodons,29,1473.6,91.7,1476.7,99.5,-7.8,-114.9
Cardell Bailey,Southern Indiana Screaming Eagles,27,1090.5,87.0,1083.0,97.6,-10.6,-115.3
Ronnie Harrison,East Texas A&M Lions,28,1378.2,86.4,1388.4,94.8,-8.4,-115.4
Jackson Munro,Dartmouth Big Green,25,1002.3,88.6,1017.9,100.1,-11.5,-115.4
Jaden Kempson,Ualbany Great Danes,21,1041.1,90.0,1050.4,101.1,-11.1,-115.6
Aiden Disu,Holy Cross Crusaders,28,1210.9,90.9,1212.1,100.5,-9.6,-115.7
Marko Ljubicic,Manhattan Jaspers,31,1003.0,89.4,1013.2,101.0,-11.5,-115.7
Jayden Epps,Mississippi State Bulldogs,29,1345.3,94.3,1333.1,103.0,-8.7,-116.6
Danny Stephens,Western Illinois Leathernecks,15,380.3,79.9,382.3,110.6,-30.7,-116.7
Jaxson Whitaker,Central Michigan Chippewas,28,775.7,87.7,781.6,102.7,-15.1,-116.9
Joey Niesman,Fairleigh Dickinson Knights,29,1546.5,88.5,1540.2,96.1,-7.6,-117.0
Jackson Hicke,Princeton Tigers,28,1478.0,91.8,1504.1,99.7,-7.9,-117.0
Jacob Theodosiou,Loyola Maryland Greyhounds,25,1001.7,87.5,975.4,99.1,-11.7,-117.0
Ronald Jessamy,Cal State Bakersfield Roadrunners,29,1326.5,92.1,1314.4,101.0,-8.8,-117.2
P.J. Haggerty,Kansas State Wildcats,31,1941.1,93.1,1917.5,99.2,-6.0,-117.3
TJ Biel,Maine Black Bears,29,1484.4,85.3,1502.2,93.2,-7.9,-117.3
Michael Teal,Maryland Eastern Shore Hawks,30,1225.2,87.3,1223.8,96.8,-9.6,-117.4
Marcos Gonzales,The Citadel Bulldogs,26,508.8,87.5,488.6,110.5,-23.1,-117.4
Mikey Williams,Sacramento State Hornets,18,1131.7,92.3,1148.9,102.7,-10.4,-117.4
Jaiden Feroah,Southern Utah Thunderbirds,29,1506.3,93.7,1499.0,101.5,-7.8,-117.4
Cameron Tweedy,Saint Francis Red Wolves,29,606.1,84.8,614.1,104.2,-19.4,-117.6
Addarin Scott,Kansas City Roos,26,504.0,80.6,498.6,103.9,-23.3,-117.6
MJ Williams,Eastern Kentucky Colonels,30,1177.6,93.6,1183.7,103.6,-10.0,-117.7
Turner Buttry,Eastern Kentucky Colonels,30,1277.8,95.3,1283.8,104.5,-9.2,-117.7
Justin Monden,Maryland Eastern Shore Hawks,30,999.5,87.0,988.6,98.8,-11.8,-117.8
Keeshawn Mason,Prairie View A&M Panthers,23,653.0,88.4,649.4,106.4,-18.0,-117.8
Martin de LaPorterie,Drexel Dragons,32,651.0,81.0,656.1,99.1,-18.1,-117.9
Jermaine Washington,San José State Spartans,24,1301.2,97.7,1279.7,106.7,-9.1,-118.0
Tyran Cook,Western Illinois Leathernecks,23,514.9,81.6,520.7,104.5,-22.9,-118.0
Davante Hackett,Stonehill Skyhawks,30,1329.5,85.0,1323.1,93.9,-8.9,-118.0
Braxton Bayless,Little Rock Trojans,30,1621.0,88.6,1613.7,95.9,-7.3,-118.0
KiJan Robinson,New Hampshire Wildcats,25,999.0,88.3,984.0,100.1,-11.8,-118.0
Alex Doyle,Stetson Hatters,31,807.7,90.9,819.9,105.5,-14.6,-118.1
Rob Diaz III,Long Beach State Beach,30,1094.4,87.8,1093.2,98.6,-10.8,-118.2
Julien Soumaoro,Western Carolina Catamounts,25,1104.7,89.4,1098.4,100.1,-10.7,-118.3
Kaden Stuckey,Vmi Keydets,26,758.0,85.6,778.4,101.2,-15.6,-118.3
Ademar Santos,Delaware State Hornets,18,519.6,71.8,526.6,94.6,-22.8,-118.4
Armoni Zeigler,Ball State Cardinals,29,1485.8,88.5,1465.4,96.5,-8.0,-118.6
Gavin Sykes,Long Beach State Beach,26,1449.7,92.0,1456.1,100.1,-8.2,-118.6
Don McHenry,Utah Utes,31,1558.6,97.1,1531.9,104.8,-7.6,-118.9
Anthony Smith III,North Dakota Fighting Hawks,31,919.5,90.5,925.2,103.4,-12.9,-119.1
Walter Peggs Jr.,Morgan State Bears,25,852.2,85.9,852.9,99.9,-14.0,-119.3
Connor Hollenbeck,Idaho State Bengals,30,1442.0,95.6,1457.1,103.9,-8.3,-119.4
Aiden Miller,Iu Indianapolis Jaguars,27,676.9,90.6,686.2,108.3,-17.7,-119.9
Kymany Houinsou,Loyola Chicago Ramblers,20,839.7,84.1,814.2,98.4,-14.3,-120.0
Anquan Boldin Jr,Florida A&M Rattlers,19,522.3,75.6,530.0,98.7,-23.0,-120.4
Emmett Adair,Loyola Maryland Greyhounds,26,1124.3,92.4,1094.9,103.2,-10.8,-121.4
Jamari Piercy,Coppin State Eagles,30,864.6,85.7,852.1,99.8,-14.0,-121.5
Macon Emory,Delaware Blue Hens,30,1612.2,88.3,1631.4,95.9,-7.5,-121.6
Mussa Mzein,Mississippi Valley State Delta Devils,32,869.0,85.2,877.3,99.2,-14.0,-121.7
Eugene Alvin,Morgan State Bears,26,847.1,87.8,832.6,102.2,-14.4,-121.7
Karmani Gregory,South Carolina Upstate Spartans,28,1500.4,89.5,1473.6,97.7,-8.1,-122.1
Freddie Dilione V,Penn State Nittany Lions,32,1324.1,94.3,1308.1,103.5,-9.3,-122.6
Cameron Palesse,Alabama State Hornets,31,1386.2,88.3,1398.8,97.2,-8.9,-122.7
Caleb Thomas,Lehigh Mountain Hawks,20,697.2,83.9,686.5,101.5,-17.6,-122.8
Myles Wilmoth,Canisius Golden Griffins,30,1058.6,82.6,1065.2,94.2,-11.6,-122.8
R.J. Kennedy,New Hampshire Wildcats,28,829.7,83.9,838.9,98.7,-14.8,-122.9
James Morrow,South Carolina State Bulldogs,23,794.5,85.7,789.5,101.2,-15.5,-123.0
Mekhi Gray,Maine Black Bears,27,1093.8,84.6,1110.8,95.9,-11.3,-123.7
Elijah Duval,Southern Utah Thunderbirds,29,1300.8,92.6,1294.3,102.1,-9.6,-124.6
Milhan Charles,Arkansas-Pine Bluff Golden Lions,30,1517.2,92.4,1500.7,100.6,-8.2,-124.6
Ola Ajiboye,Southern Indiana Screaming Eagles,27,1093.0,84.9,1074.4,96.3,-11.4,-124.9
Jaquan Scott,Arkansas-Pine Bluff Golden Lions,30,1423.5,91.7,1397.7,100.5,-8.8,-125.0
Jameel Morris,Alcorn State Braves,30,1352.9,87.8,1346.4,97.1,-9.3,-125.3
NaVuan Peterson,Gardner-Webb Runnin' Bulldogs,24,531.2,82.6,546.8,106.3,-23.6,-125.5
Stephen Byard,Chicago State Cougars,21,764.5,88.3,740.1,104.7,-16.4,-125.6
Yuto Yamanouchi-Williams,Oral Roberts Golden Eagles,29,787.5,83.6,787.3,99.6,-16.0,-126.1
Belal El Shakery,New Hampshire Wildcats,27,1165.7,85.1,1136.4,95.9,-10.8,-126.1
Cole McCabe,Rider Broncs,27,541.5,78.5,536.4,101.8,-23.3,-126.2
Terrance Jones,Manhattan Jaspers,31,1473.0,93.5,1462.9,102.1,-8.6,-126.4
De'Undrae Perteete Jr.,Uc Riverside Highlanders,25,1182.1,90.8,1187.0,101.5,-10.7,-127.1
Mark Butler,Lafayette Leopards,30,1638.9,91.5,1637.6,99.3,-7.8,-127.2
Cale Barclay,Southern Utah Thunderbirds,28,716.7,85.7,710.6,103.4,-17.8,-127.3
Ralph Martino Jr.,Saint Francis Red Wolves,17,593.6,85.2,603.4,106.7,-21.5,-127.5
Devin Ree,Jackson State Tigers,33,1061.9,85.7,1064.5,97.7,-12.0,-127.5
Elmore James IV,Ball State Cardinals,29,1069.5,81.8,1073.5,93.8,-12.0,-128.2
Malachi Brown,Georgia State Panthers,30,1463.9,87.6,1468.8,96.4,-8.8,-128.3
Austin Ball,Eastern Kentucky Colonels,29,967.7,91.7,988.0,105.0,-13.3,-128.7
Donte Bacchus,North Alabama Lions,28,1509.2,91.3,1509.2,99.9,-8.6,-129.1
Matar Diop,Stetson Hatters,29,601.5,86.0,610.4,107.5,-21.5,-129.4
Connor Amundsen,Dartmouth Big Green,24,1169.8,90.0,1166.4,101.1,-11.1,-129.5
Chris Komin,Northern Arizona Lumberjacks,28,1194.7,93.9,1209.1,104.8,-10.9,-129.9
Justyn Fernandez,Delaware Blue Hens,28,1513.8,88.3,1537.5,96.9,-8.6,-130.0
Camp Wagner,Indiana State Sycamores,30,1449.5,88.5,1442.2,97.5,-9.0,-130.0
Kayde Dotson,Loyola Chicago Ramblers,28,1133.3,87.4,1141.0,99.0,-11.5,-130.4
Mike Price,Cal State Bakersfield Roadrunners,29,930.6,87.6,952.4,101.6,-14.1,-130.8
Montavious Myrick,Eastern Kentucky Colonels,28,1367.2,94.9,1369.0,104.5,-9.6,-131.1
Preist Ryan,Cleveland State Vikings,28,1037.1,91.5,1053.1,104.2,-12.7,-131.4
A.J. Patterson,Air Force Falcons,29,583.4,81.4,597.3,104.0,-22.5,-131.5
Eric Parnell,Fairleigh Dickinson Knights,29,1148.0,86.5,1108.6,98.0,-11.5,-131.5
Dylan Jones,Southern Utah Thunderbirds,27,1131.9,93.0,1130.1,104.7,-11.7,-131.9
Tyler Boston,Holy Cross Crusaders,30,1533.6,92.3,1498.7,100.9,-8.6,-132.2
Ryan Bartley,Houston Christian Huskies,30,1368.1,87.6,1388.3,97.3,-9.7,-132.3
Fraser Roxburgh,Manhattan Jaspers,31,1569.7,92.5,1545.5,100.9,-8.4,-132.4
Hassan Washington,Northern Illinois Huskies,28,762.6,78.0,756.9,95.4,-17.4,-132.4
Amar Augillard,Milwaukee Panthers,30,1064.1,92.1,1046.5,104.5,-12.4,-132.5
Sam Springer,Loyola Maryland Greyhounds,30,834.6,87.8,834.7,103.7,-15.9,-132.8
Dorian Finister,Louisiana Ragin' Cajuns,31,1502.4,87.9,1515.4,96.7,-8.9,-133.4
Kelechi Okworogwo,North Carolina Central Eagles,28,1164.3,88.2,1173.8,99.7,-11.5,-133.6
Ryan Williams,Northeastern Huskies,27,653.2,89.6,649.0,110.0,-20.5,-133.6
Kolby Gilles,Air Force Falcons,32,563.3,81.7,572.3,105.4,-23.7,-133.6
Quincy Allen,Bryant Bulldogs,14,531.9,74.4,521.7,99.7,-25.2,-134.2
Braeden Speed,Loyola Maryland Greyhounds,30,1643.8,92.3,1651.4,100.5,-8.2,-134.4
Matt Compas,Iu Indianapolis Jaguars,29,714.2,87.4,704.4,106.2,-18.8,-134.5
Jack Turner,Oral Roberts Golden Eagles,21,782.9,87.1,789.0,104.3,-17.2,-134.6
Corey Sands,Chicago State Cougars,29,796.8,81.0,823.6,97.9,-16.9,-134.7
Caleb Williams,Lafayette Leopards,30,1524.7,91.0,1544.3,99.9,-8.9,-135.5
Jordan Stiemke,Loyola Maryland Greyhounds,30,1384.1,91.0,1383.3,100.8,-9.8,-135.8
Kamari Lands,Middle Tennessee Blue Raiders,29,1364.6,89.5,1366.6,99.4,-10.0,-136.0
Demariontay Hall,Coppin State Eagles,21,742.6,82.3,747.5,100.6,-18.3,-136.1
Jaidon Lipscomb,Cleveland State Vikings,30,1387.0,94.1,1400.3,103.9,-9.8,-136.2
Josh Hubbard,Mississippi State Bulldogs,31,1775.2,93.9,1765.9,101.6,-7.7,-136.4
Donovan Rivers,Jacksonville Dolphins,30,965.6,91.1,951.7,105.3,-14.1,-136.6
Ryan Mabrey,Maine Black Bears,29,1265.7,84.5,1274.1,95.3,-10.8,-137.0
Darius Adams,Maryland Terrapins,33,1322.0,88.5,1298.8,98.9,-10.4,-137.0
Rayniel Wright,South Carolina State Bulldogs,30,661.0,84.0,700.0,104.7,-20.7,-137.1
Francis Okwuosah,Western Illinois Leathernecks,28,919.2,86.6,910.3,101.6,-15.0,-138.0
Achile Spadone,Bucknell Bison,33,1818.7,88.0,1810.2,95.6,-7.6,-138.2
Jaylen Jones,Jacksonville Dolphins,29,1256.0,92.7,1241.8,103.7,-11.0,-138.7
Jordan Battle,Old Dominion Monarchs,32,1817.4,92.9,1770.9,100.5,-7.6,-138.8
Justin Moore,Loyola Chicago Ramblers,22,1050.1,87.5,1033.3,100.7,-13.2,-138.9
Danilo Dožic,Pepperdine Waves,25,1292.1,89.8,1295.7,100.6,-10.8,-139.4
Isaiah Cottrell,Southern Utah Thunderbirds,29,1267.1,88.8,1278.8,99.9,-11.1,-140.2
Miles Rubin,Loyola Chicago Ramblers,33,1552.4,87.3,1542.5,96.4,-9.1,-140.5
Josiah Harris,Cleveland State Vikings,21,958.3,94.3,964.7,109.0,-14.7,-140.9
Kameron Tinsley,Iu Indianapolis Jaguars,27,874.6,91.4,854.9,107.5,-16.1,-141.1
Jorn Everson,Army Black Knights,30,888.7,85.2,864.3,101.1,-15.9,-141.6
Harun Zrno,Rutgers Scarlet Knights,34,998.1,87.3,996.3,101.5,-14.2,-141.9
Juanse Gorosito,San Diego Toreros,31,1267.5,89.7,1249.5,100.9,-11.2,-142.2
Aaron Clark,Pepperdine Waves,30,1635.1,89.7,1657.3,98.4,-8.7,-142.2
David Castillo,Kansas State Wildcats,32,1531.7,89.5,1517.2,98.9,-9.4,-143.4
Wes Peterson Jr.,Binghamton Bearcats,26,1421.0,90.0,1423.7,100.2,-10.2,-144.3
Ty Harper,Oral Roberts Golden Eagles,29,1408.6,90.7,1421.0,101.0,-10.3,-144.5
Victor Payne,Saint Francis Red Wolves,29,1147.7,86.5,1134.0,99.2,-12.7,-145.6
Andrew Henderson,Uc Riverside Highlanders,30,1690.2,91.2,1681.1,99.8,-8.6,-146.1
Asjon Anderson,Alabama State Hornets,27,1236.5,86.7,1218.1,98.5,-11.8,-146.2
Tahj Staveskie,Incarnate Word Cardinals,28,1587.1,90.6,1588.4,99.9,-9.2,-146.8
Jaden Winston,Manhattan Jaspers,31,1839.2,93.3,1819.2,101.3,-8.0,-147.3
Kevin McCarthy,Army Black Knights,28,1123.5,89.5,1141.3,102.6,-13.1,-147.7
Dionte Johnson,North Carolina Central Eagles,28,1384.1,90.1,1377.8,100.8,-10.7,-148.3
Demarco Bethea,Houston Christian Huskies,30,1230.1,88.6,1220.8,100.7,-12.1,-148.4
Tyler Bike,New Hampshire Wildcats,28,1041.2,82.6,1018.9,96.9,-14.3,-148.6
Johnathan Lawson,Little Rock Trojans,29,1719.6,89.0,1702.2,97.6,-8.7,-149.0
CJ Ray,Chicago State Cougars,31,1505.6,87.7,1475.5,97.6,-9.9,-149.4
Alex Mirhosseini,Arkansas-Pine Bluff Golden Lions,29,1530.1,90.5,1523.5,100.2,-9.8,-149.6
Christian Bliss,Delaware Blue Hens,30,1752.9,88.2,1785.4,96.7,-8.5,-149.6
Chevalier Emery,Cleveland State Vikings,29,1077.1,96.8,1089.2,110.8,-14.0,-150.6
Caleb Walker,Air Force Falcons,24,778.0,87.1,797.8,106.7,-19.5,-151.9
Corneilous Williams,North Alabama Lions,27,1390.8,92.6,1373.9,103.6,-11.0,-152.5
Hermann Koffi,Stonehill Skyhawks,29,1666.1,81.8,1656.6,91.0,-9.2,-152.7
Aleksander Pachucki,Bucknell Bison,33,1057.7,86.7,1054.1,101.1,-14.4,-152.7
DJ Jefferson,Gardner-Webb Runnin' Bulldogs,25,644.9,82.0,655.5,105.7,-23.7,-152.8
Noah Treadwell,South Carolina State Bulldogs,30,1015.0,85.8,1005.9,100.9,-15.1,-153.2
Chance Sutton,Mississippi Valley State Delta Devils,28,479.8,77.9,486.9,110.1,-32.1,-154.1
Florian Tenebay,South Carolina State Bulldogs,29,1056.5,87.8,1061.1,102.4,-14.6,-154.2
Mike Evbagharu,Canisius Golden Griffins,29,1491.7,85.0,1488.2,95.4,-10.3,-154.3
Hussain Williams,Coppin State Eagles,30,897.4,81.4,889.0,98.5,-17.2,-154.3
Marqui Worthy Jr.,Uc Riverside Highlanders,30,1805.4,90.9,1796.5,99.5,-8.6,-154.8
Delkedric Holmes,Mississippi Valley State Delta Devils,16,563.5,77.4,591.4,105.0,-27.6,-155.7
Dallas Howell,North Alabama Lions,28,1434.0,91.4,1431.2,102.4,-10.9,-156.8
Jackson Holt,Eastern Kentucky Colonels,30,942.2,90.2,951.3,107.0,-16.8,-158.2
Bryson Wilson,Binghamton Bearcats,26,1121.9,88.9,1131.3,103.0,-14.1,-158.4
Mike Loughnane,Northeastern Huskies,31,1603.2,96.1,1594.1,106.0,-9.9,-158.6
Ismail Habib,Southern Indiana Screaming Eagles,24,1256.8,84.8,1257.2,97.4,-12.6,-158.7
Maguire Mitchell,Iu Indianapolis Jaguars,30,1443.1,94.9,1404.6,105.9,-11.0,-158.8
Tyrone Iroghama,Mississippi Valley State Delta Devils,28,504.3,77.9,498.1,109.4,-31.5,-158.8
Christian Meeks,Morgan State Bears,27,1287.3,90.1,1264.9,102.5,-12.3,-158.9
Nick Krass,Nicholls Colonels,27,583.1,78.0,490.1,105.3,-27.3,-159.0
Bryce Quinet,Evansville Purple Aces,30,1289.4,86.1,1298.4,98.4,-12.3,-159.1
Lamont Sams,Mississippi Valley State Delta Devils,18,710.6,81.5,738.8,104.1,-22.6,-160.7
Bryan Ndjonga,Canisius Golden Griffins,30,1488.2,84.6,1489.3,95.4,-10.8,-161.0
Alfred Worrell Jr.,Morgan State Bears,27,1368.3,90.3,1326.0,102.0,-11.8,-161.2
AJ George,Cal State Bakersfield Roadrunners,28,1368.4,89.0,1370.0,100.8,-11.8,-161.4
Matheo Coffi,Utsa Roadrunners,28,830.2,82.7,821.6,102.2,-19.5,-161.8
Davion Bailey,Incarnate Word Cardinals,28,1583.7,90.1,1579.2,100.4,-10.3,-162.6
Baasil Saunders,Coppin State Eagles,25,600.7,75.1,605.1,102.1,-27.1,-162.6
Juan Cranford Jr.,Eastern Kentucky Colonels,30,1273.0,93.5,1272.8,106.3,-12.8,-163.2
Baboucarr Njie,Utsa Roadrunners,27,1120.3,86.2,1102.1,100.8,-14.6,-163.3
Jacen Holloway,Army Black Knights,29,1363.2,88.8,1362.4,100.9,-12.0,-163.8
Elijah Davis,Morgan State Bears,23,1412.4,88.4,1387.4,100.0,-11.6,-164.0
Kahlil Singleton,Canisius Golden Griffins,29,1542.0,84.3,1528.1,95.0,-10.6,-164.2
Toneari Lane,San Diego Toreros,31,1359.1,93.6,1361.1,105.7,-12.1,-164.9
Cameron Clark,South Carolina State Bulldogs,24,834.2,82.5,831.3,102.3,-19.8,-165.0
Amon Dörries,Bucknell Bison,33,1704.5,87.8,1697.7,97.5,-9.7,-165.6
Linus Holmstrom,Vmi Keydets,28,1215.0,87.3,1228.2,101.0,-13.6,-165.6
Vinny Sigona,East Texas A&M Lions,26,818.2,80.4,812.0,100.7,-20.3,-166.2
Christian Moore,The Citadel Bulldogs,28,1110.9,89.5,1085.4,104.5,-15.0,-166.6
Solomon Washington,Maryland Terrapins,25,1187.9,86.2,1186.9,100.3,-14.1,-166.9
Jaxon Olvera,Louisiana Ragin' Cajuns,33,1464.3,86.2,1476.2,97.6,-11.4,-167.3
Zion Cruz,Rider Broncs,26,1323.7,87.7,1311.6,100.4,-12.7,-168.1
Antwaun Massey,Western Illinois Leathernecks,23,859.8,84.7,827.0,104.2,-19.6,-168.2
Zion Bethea,Delaware State Hornets,25,534.0,67.4,524.0,99.0,-31.6,-168.9
Owen Bronston Jr.,South Carolina State Bulldogs,25,863.3,84.2,836.1,103.8,-19.6,-169.2
Devin Dinkins,Manhattan Jaspers,31,1746.9,92.1,1731.4,101.8,-9.7,-169.8
Elijah Saunders,Maryland Terrapins,33,1579.7,89.2,1549.7,100.0,-10.8,-170.0
Corey Perkins,Delaware State Hornets,24,1020.9,80.5,998.8,97.2,-16.7,-170.5
Keegan Harvey,Bryant Bulldogs,29,1192.9,82.9,1180.8,97.2,-14.3,-170.8
Gestin Liberis,Saint Francis Red Wolves,29,1139.2,87.3,1122.6,102.4,-15.0,-171.0
Foster Wonders,Cleveland State Vikings,29,1074.3,91.4,1088.2,107.3,-15.9,-171.1
Kadar Waller,Cal State Bakersfield Roadrunners,30,1049.8,85.4,1056.4,101.8,-16.3,-171.2
Renars Sondors,Ul Monroe Warhawks,26,1247.7,86.7,1233.4,100.5,-13.7,-171.4
David Coit,Maryland Terrapins,33,1380.9,89.4,1361.3,101.9,-12.5,-172.0
Dariyus Woodson,Louisiana Ragin' Cajuns,33,975.4,81.3,989.3,99.0,-17.7,-172.2
Jeremiah Quigley,Binghamton Bearcats,28,1628.3,90.4,1607.0,101.0,-10.6,-172.6
Caleb Smith,Rider Broncs,28,1285.7,86.6,1287.7,100.0,-13.5,-173.0
Trey Cady,North Florida Ospreys,27,468.5,75.6,469.0,112.6,-37.0,-173.5
Jackson Furman,Army Black Knights,30,1164.7,85.7,1160.3,100.7,-15.0,-174.4
Davide Poser,New Hampshire Wildcats,28,1268.4,86.1,1257.3,99.9,-13.8,-175.1
Quion Williams,Arkansas-Pine Bluff Golden Lions,30,1827.5,90.5,1814.6,100.1,-9.6,-175.9
Gage Lattimore,North Carolina Central Eagles,27,1534.1,90.2,1529.0,101.6,-11.5,-176.2
Lavell Brodnex,Ul Monroe Warhawks,25,1308.4,92.2,1298.6,105.7,-13.5,-176.3
Jamias Ferere,Gardner-Webb Runnin' Bulldogs,28,825.4,84.0,816.3,105.4,-21.4,-176.5
Javon Cooley,Pepperdine Waves,30,1478.1,88.8,1508.2,100.7,-11.9,-176.6
Tamarion Hoover,Jackson State Tigers,30,916.6,84.9,916.8,104.2,-19.3,-176.7
Ty Tabales,Bryant Bulldogs,28,1219.8,83.1,1201.6,97.6,-14.5,-176.7
Ponce James,Delaware State Hornets,23,1140.7,82.8,1125.1,98.4,-15.6,-178.4
Devin Hines,North Florida Ospreys,25,666.4,84.9,668.8,111.7,-26.8,-178.4
Trevon Payton,Arkansas-Pine Bluff Golden Lions,30,1714.0,91.3,1700.5,101.7,-10.4,-178.7
Connor Dow,Oral Roberts Golden Eagles,30,1620.8,90.0,1619.7,101.0,-11.0,-179.1
Tycen McDaniels,Alcorn State Braves,32,1349.3,86.0,1349.7,99.3,-13.3,-179.7
Taj Walters,Northern Illinois Huskies,27,1202.9,84.4,1191.2,99.3,-14.9,-179.7
Styles Phipps,Pepperdine Waves,30,1716.2,88.2,1716.0,98.8,-10.6,-181.2
Goanar Biliew,Western Illinois Leathernecks,28,729.7,79.6,725.1,104.5,-24.9,-181.8
Eze Wali,The Citadel Bulldogs,30,1102.8,85.5,1125.4,102.0,-16.5,-182.0
Jaxon Edwards,Iu Indianapolis Jaguars,28,1171.0,94.3,1144.2,109.9,-15.6,-182.5
Braelon Bush,Chicago State Cougars,26,1082.4,89.3,1020.4,106.2,-16.9,-182.8
Chris Dockery,Kansas City Roos,26,929.2,84.5,941.1,104.2,-19.8,-183.6
