Player,Assigned_Team,Games_Tracked,Season_Off_Possessions,Weighted_ORtg,Season_Def_Possessions,Weighted_DRtg,Net_Efficiency_Rating
Mason Ritter,Columbia Lions,21,832.6,95.1,821.1,97.9,-2.8
Isaiah Gaines,Se Louisiana Lions,24,1111.8,90.2,1110.4,93.0,-2.8
James O'Donnell,Portland Pilots,25,849.4,90.2,869.0,93.0,-2.8
Taj Glover,Sacramento State Hornets,19,404.8,98.8,414.2,101.7,-2.8
Yaak Yaak,Oregon State Beavers,19,475.4,93.2,474.8,96.0,-2.8
Ibrahim Olajuwon,Florida International Panthers,19,400.9,95.5,423.2,98.3,-2.8
Jalen Stokes,Uc Davis Aggies,22,497.0,91.6,509.5,94.4,-2.8
Kevon Vanderhorst,Drexel Dragons,25,1104.5,88.9,1128.2,91.7,-2.8
Mekhi Fitts,Grambling Tigers,11,218.6,88.7,226.2,91.5,-2.8
Myles Stute,South Carolina Gamecocks,21,853.6,93.5,839.0,96.4,-2.9
Curtis Givens III,Memphis Tigers,17,689.2,90.3,681.0,93.1,-2.9
Kaden Rickard,Kennesaw State Owls,21,788.8,91.7,802.4,94.6,-2.9
Mike Williams,Seton Hall Pirates,32,1019.3,90.2,1010.9,93.1,-2.9
Ja'Quavian Florence,Tennessee Tech Golden Eagles,20,615.5,93.1,599.9,96.0,-2.9
Jayshayne Woodard,East Carolina Pirates,4,88.3,99.7,91.6,102.6,-2.9
Jackson Rasmussen,Idaho Vandals,21,1119.4,92.9,1110.1,95.8,-2.9
Caleb Williams,Georgetown Hoyas,48,2427.2,93.6,2433.3,96.5,-2.9
Christian Brown,James Madison Dukes,25,522.4,94.0,540.0,96.9,-2.9
KJ Garris,Cal State Fullerton Titans,20,505.4,93.6,503.3,96.6,-3.0
Mekhi Ragland,Oklahoma State Cowboys,3,42.0,90.6,39.5,93.6,-3.0
Ben Bradford,Charlotte 49Ers,23,945.1,96.5,944.4,99.5,-3.0
Brian Amuneke,Wichita State Shockers,24,292.6,84.8,303.1,87.8,-3.0
Kirill Elatontsev,Oklahoma Sooners,12,319.2,100.6,322.5,103.6,-3.0
Nate Bittle,Oregon Ducks,17,818.3,90.8,803.5,93.8,-3.0
David Hermes,Unc Asheville Bulldogs,8,122.7,82.3,113.7,85.3,-3.0
Asher Woods,Tulane Green Wave,23,1163.3,89.1,1182.4,92.1,-3.0
Jamar Franklin,Jacksonville State Gamecocks,16,331.0,92.4,324.9,95.4,-3.0
Blake Daberkow,Idaho State Bengals,21,231.5,94.6,234.6,97.6,-3.0
Ryan Conway,Towson Tigers,13,117.9,94.2,114.2,97.2,-3.0
Andrés Marrero,Merrimack Warriors,26,1048.4,93.6,1031.1,96.6,-3.0
Javan Simmons,Ohio Bobcats,23,1039.2,99.0,1043.2,102.0,-3.0
Jasen Green,Creighton Bluejays,24,1067.7,94.2,1074.5,97.3,-3.0
Brycen Blaine,Charleston Southern Buccaneers,21,1079.2,88.6,1071.6,91.5,-3.0
Daniel Rouzan,Bethune-Cookman Wildcats,23,878.6,94.7,880.3,97.8,-3.1
Nnanna Njoku,Delaware Blue Hens,2,39.2,71.5,41.5,74.6,-3.1
Josiah Dotzler,South Dakota Coyotes,1,27.3,109.8,29.2,112.9,-3.1
Greg Jones,American University Eagles,25,1246.2,90.9,1241.8,94.0,-3.1
Hobert Grayson IV,Ole Miss Rebels,3,33.4,80.9,33.3,84.0,-3.1
LeBron Thomas,Green Bay Phoenix,24,468.3,97.8,493.6,100.9,-3.1
Jae Slack,North Carolina Central Eagles,13,514.3,95.7,506.4,98.7,-3.1
Daniel James,Central Connecticut Blue Devils,21,451.0,94.0,459.1,97.2,-3.1
Mobi Ikegwuruka,Kansas State Wildcats,10,220.9,93.7,223.1,96.8,-3.1
Marcus Jackson,Siena Saints,5,60.0,81.7,62.5,84.8,-3.1
Okku Federiko,Drake Bulldogs,25,978.7,95.6,973.2,98.7,-3.1
Tate Darner,Chattanooga Mocs,21,918.9,95.7,932.4,98.8,-3.1
Ernest Shelton,Merrimack Warriors,26,1421.0,93.4,1409.3,96.5,-3.1
Logan McIntire,Central Michigan Chippewas,21,834.7,98.8,842.6,102.0,-3.1
Isaiah Malone,Florida Gulf Coast Eagles,25,903.2,91.1,878.2,94.2,-3.1
Bryce Ford,Arizona State Sun Devils,21,745.0,96.1,790.9,99.3,-3.1
Quin Berger,Bucknell Bison,24,626.5,89.1,642.4,92.2,-3.1
Michael McNair,Boston University Terriers,26,1464.0,98.0,1461.8,101.1,-3.1
Uzziah Buntyn,South Dakota Coyotes,24,1279.0,97.7,1249.6,100.8,-3.1
Roddy Jones,Central Connecticut Blue Devils,17,265.9,100.8,265.7,103.9,-3.1
David Fuchs,San Francisco Dons,23,875.8,90.2,862.6,93.3,-3.1
Yel Deeng,Norfolk State Spartans,11,83.9,75.1,88.2,78.2,-3.2
Jason Fontenet II,Uc Santa Barbara Gauchos,4,185.6,96.4,179.7,99.6,-3.2
Malek Abdelgowad,Southern Jaguars,19,627.8,95.7,625.4,99.0,-3.2
Lase Olalere,Charleston Southern Buccaneers,23,589.0,89.1,585.1,92.3,-3.2
Brandon Hall,Duquesne Dukes,17,354.7,96.7,349.4,99.9,-3.2
Derrius Ward,Grambling Tigers,20,987.7,87.2,985.6,90.4,-3.2
Jaylen Stinson,Merrimack Warriors,20,165.8,85.6,165.4,88.8,-3.2
Rich Rolf,Youngstown State Penguins,23,1085.3,95.3,1092.2,98.4,-3.2
Mier Panoam,Xavier Musketeers,5,41.6,96.2,45.3,99.4,-3.2
Yuval Levin,Purdue Fort Wayne Mastodons,23,309.9,91.6,304.8,94.8,-3.2
Malek Robinson,Chicago State Cougars,26,566.5,87.0,690.2,90.3,-3.2
Halon Rawlins,Fairfield Stags,24,628.4,96.0,616.4,99.1,-3.2
Ryan Agarwal,Stanford Cardinal,24,977.8,94.3,988.6,97.6,-3.3
Jaquias Franklin,Charleston Southern Buccaneers,16,357.0,85.7,347.1,89.0,-3.3
Amar'e Marshall,St. Bonaventure Bonnies,11,253.2,92.4,245.4,95.8,-3.3
Nathan Claerbaut,Central Michigan Chippewas,21,962.3,97.0,967.1,100.3,-3.3
Eemeli Yalaho,Washington State Cougars,26,1189.4,97.1,1205.9,100.4,-3.3
Cyr Malonga,New Mexico State Aggies,16,276.6,83.9,295.8,87.2,-3.3
Quentin Heady,Bethune-Cookman Wildcats,23,881.8,94.6,899.3,97.9,-3.3
Jimel Lane,Grambling Tigers,15,500.4,90.7,505.3,94.0,-3.3
Dragos Lungu,Ut Martin Skyhawks,5,209.7,90.6,224.3,94.1,-3.4
Hank Alvey,Lehigh Mountain Hawks,24,1180.7,93.4,1159.8,96.8,-3.4
Anthony Arrington,Mount St. Mary'S Mountaineers,16,480.7,84.5,480.6,87.8,-3.4
Devon Arlington,Yale Bulldogs,20,448.5,98.1,452.3,101.5,-3.4
Jakai Sanders,Le Moyne Dolphins,24,1220.8,91.4,1217.5,94.8,-3.4
Ashton Walker,La Salle Explorers,24,979.7,87.5,966.2,90.9,-3.4
Anouar Mellouk,Morehead State Eagles,23,845.8,96.0,838.7,99.4,-3.4
Ashton Reynolds,Central Connecticut Blue Devils,16,263.0,103.4,260.2,106.8,-3.4
Jalen Haralson,Notre Dame Fighting Irish,24,1028.7,92.7,1036.9,96.2,-3.4
Geon Hutchins,Northern Iowa Panthers,24,274.0,87.2,274.6,90.7,-3.4
George Marshall,Morehead State Eagles,23,1156.0,96.9,1122.3,100.3,-3.4
Ethan Brown,Colgate Raiders,12,132.0,103.0,136.3,106.4,-3.4
Eric Acker,La Salle Explorers,18,517.8,92.7,511.0,96.1,-3.4
Eli DeLaurier,East Carolina Pirates,17,397.2,86.6,385.4,90.0,-3.4
TJ Nadeau,Detroit Mercy Titans,21,902.7,98.1,902.8,101.6,-3.4
Troy Cicero Jr.,Loyola Maryland Greyhounds,24,515.5,88.5,513.9,91.8,-3.4
Amir Jenkins,West Virginia Mountaineers,24,649.7,91.0,651.9,94.3,-3.4
Sadraque NgaNga,San José State Spartans,22,802.0,100.4,792.8,103.8,-3.4
John Hugley IV,Duquesne Dukes,17,594.2,95.2,586.0,98.6,-3.4
Kyle Jones,Buffalo Bulls,12,112.5,102.2,122.1,105.7,-3.4
Devon Ellis,Norfolk State Spartans,21,885.6,91.7,902.2,95.1,-3.4
Eddie Ricks III,James Madison Dukes,25,1119.0,94.2,1138.6,97.7,-3.5
Logan Carey,Maine Black Bears,25,911.6,88.7,919.4,92.2,-3.5
Charlie Williams,Lipscomb Bisons,24,870.6,91.3,867.7,94.8,-3.5
All Wright,Xavier Musketeers,24,934.8,92.5,940.4,96.0,-3.5
Luka Toews,Boston College Eagles,22,689.8,85.7,689.5,89.2,-3.5
Xavier Hall,Indiana State Sycamores,24,1095.9,89.8,1097.0,93.3,-3.5
Jake Heidbreder,Fresno State Bulldogs,23,1443.0,90.3,1418.7,93.8,-3.5
Biko Johnson,Idaho Vandals,22,1088.9,92.8,1095.5,96.2,-3.5
Reis Jones,Charleston Southern Buccaneers,23,743.8,90.9,757.5,94.4,-3.5
Terrence Brown,Utah Utes,23,1258.8,97.0,1246.7,100.6,-3.6
Joshua Ingram,Lehigh Mountain Hawks,24,1366.9,91.9,1369.9,95.5,-3.6
Nik Graves,Creighton Bluejays,25,1025.1,95.5,1022.8,99.1,-3.6
Michael Zanoni,Pennsylvania Quakers,21,998.9,95.0,1018.6,98.6,-3.6
Ethan Potter,Utah Tech Trailblazers,23,1201.9,95.6,1214.2,99.2,-3.6
Jerquarius Stanback,Alabama State Hornets,23,925.4,90.4,913.6,94.0,-3.6
Toby Nnadozie,Jacksonville State Gamecocks,14,195.6,84.3,200.2,87.9,-3.6
Cameron Fens,South Dakota Coyotes,24,1063.7,96.4,1035.0,100.0,-3.6
Santiago Trouet,Arizona State Sun Devils,23,926.2,96.7,988.1,100.3,-3.6
Shelton Williams-Dryden,West Georgia Wolves,24,1310.2,96.8,1349.4,100.3,-3.6
Chudi Dioramma,Arkansas State Red Wolves,23,624.8,94.1,611.0,97.7,-3.6
Collin O'Neal,Furman Paladins,14,228.7,94.0,243.9,97.6,-3.6
Jeremiah Davis,Montana State Bobcats,21,785.1,93.0,810.5,96.6,-3.6
Kamryn Thomas,Omaha Mavericks,19,739.7,94.6,741.9,98.3,-3.6
Hudson Ward,Western Michigan Broncos,11,327.7,92.2,320.7,95.7,-3.6
Lamin Sabally,Iona Gaels,26,1265.2,91.0,1268.0,94.6,-3.7
Toby Harris,Iona Gaels,26,1085.1,88.8,1073.0,92.5,-3.7
Bodey Howell,Rice Owls,17,275.4,91.9,274.2,95.6,-3.7
Brady Swartz,Western Michigan Broncos,21,664.6,92.5,653.7,96.2,-3.7
Chris Ashby,Queens University Royals,25,1297.0,100.6,1294.5,104.4,-3.7
Seal Diouf,Georgetown Hoyas,11,52.0,101.9,52.1,105.6,-3.7
PJ Farmer,Southeast Missouri State Redhawks,22,339.8,97.4,328.5,101.1,-3.7
Keith Lamar,Southern Jaguars,5,114.8,87.1,114.6,90.8,-3.7
Jaxson Ford,Sam Houston Bearkats,15,257.9,85.7,266.3,89.4,-3.7
Dan Gherezgher,Northern Kentucky Norse,24,1325.1,97.0,1293.0,100.8,-3.7
Michael Simcoe,Uc Santa Barbara Gauchos,22,311.3,98.9,311.5,102.7,-3.8
Carson Smith,North Dakota State Bison,15,286.5,84.8,287.9,88.6,-3.8
Corbin Zentner,Cornell Big Red,16,354.2,102.2,357.7,106.0,-3.8
Emanuel Richards,Longwood Lancers,24,1039.5,93.8,1046.2,97.6,-3.8
Brady Hardewig,West Georgia Wolves,23,695.5,94.5,709.3,98.3,-3.8
Samuel Murray,Mississippi Valley State Delta Devils,8,174.5,94.5,174.8,98.4,-3.8
Kam Clark,Queens University Royals,19,247.4,93.0,256.3,96.8,-3.8
Josh Reed,Drexel Dragons,50,1819.8,93.8,1828.5,97.6,-3.8
Ryan Burbach,Cornell Big Red,4,52.2,109.1,54.9,113.0,-3.8
Nasir Mann,Queens University Royals,25,1272.5,102.6,1260.4,106.3,-3.8
Lukas Walls,Radford Highlanders,23,911.4,95.4,905.0,99.1,-3.8
Madiba Owona,Utah Tech Trailblazers,12,526.3,95.9,526.3,99.7,-3.8
Cole Kirouac,Georgia Tech Yellow Jackets,17,263.6,88.4,263.6,92.2,-3.8
Taylor Bol Bowen,Alabama Crimson Tide,20,746.6,99.0,737.5,102.9,-3.9
Dallas Thomas,Clemson Tigers,16,69.5,89.3,67.6,93.2,-3.9
AJ Dancler,Coastal Carolina Chanticleers,26,1427.5,88.3,1435.9,92.2,-3.9
Curtis Stinson Jr.,North Texas Mean Green,22,255.8,82.9,274.2,86.8,-3.9
Corey Caulker,East Carolina Pirates,24,1176.5,91.9,1172.6,95.8,-3.9
Joey Chammaa,Arkansas State Red Wolves,14,418.8,91.5,418.4,95.4,-3.9
Kerem Konan,Creighton Bluejays,19,241.0,95.8,245.7,99.7,-3.9
EJ Horton,North Texas Mean Green,20,261.3,89.6,275.9,93.5,-3.9
Macari Moore,Pittsburgh Panthers,13,93.9,86.2,99.9,90.1,-3.9
Blair Thompson,Columbia Lions,21,1058.6,95.5,1047.0,99.4,-3.9
Elijah Jones,Utep Miners,43,1648.3,91.5,1631.6,95.4,-3.9
Justin McBride,James Madison Dukes,23,1016.1,95.7,1009.5,99.7,-4.0
Zachiah Clark,Uc Santa Barbara Gauchos,13,161.4,94.8,170.1,98.8,-4.0
Dean Shepherd,Delaware State Hornets,16,255.0,89.8,253.7,93.8,-4.0
Kyle Edison,Se Louisiana Lions,21,363.2,86.4,396.9,90.5,-4.0
Alex Kazanecki,Delaware Blue Hens,22,818.6,91.0,838.1,95.0,-4.0
Emmanuel Stephen,Unlv Rebels,16,470.9,87.5,486.4,91.5,-4.0
Joey Hart,Ball State Cardinals,4,133.7,90.5,128.0,94.5,-4.0
Jordan Rogers,Njit Highlanders,25,1129.4,88.0,1141.4,92.0,-4.0
Phoenix Glassnor,Toledo Rockets,3,42.3,87.4,43.8,91.4,-4.0
J.R. Konieczny,Florida Gulf Coast Eagles,21,1176.1,92.8,1148.0,96.8,-4.0
Eli Wilborn,James Madison Dukes,24,315.9,90.9,325.7,94.9,-4.0
Felipe Patino,Southern Miss Golden Eagles,15,113.4,81.2,118.6,85.2,-4.0
James Thomas,Mercyhurst Lakers,23,353.4,84.1,365.8,88.0,-4.0
Tyler Byrd,Alabama State Hornets,22,834.9,90.5,822.5,94.6,-4.0
Kristers Skrinda,Stanford Cardinal,8,83.4,91.1,80.9,95.1,-4.0
Isaiah Skinner,South Carolina Upstate Spartans,23,664.5,90.6,662.0,94.7,-4.1
Bryan Akanmu,Wagner Seahawks,20,625.7,92.4,614.6,96.5,-4.1
Brandon Lieb,Illinois State Redbirds,25,476.4,86.9,494.7,91.0,-4.1
Nico Ashley,Central Connecticut Blue Devils,14,237.6,90.1,246.4,94.2,-4.1
Douglas Langford,San José State Spartans,21,332.3,100.2,341.3,104.3,-4.1
Tyren Moore,Georgia Southern Eagles,24,1207.5,94.4,1210.9,98.5,-4.1
Ryan Beasley,San Francisco Dons,24,1330.2,90.7,1317.3,94.9,-4.1
Nasir Rodriguez,Fairfield Stags,17,191.8,85.0,190.8,89.1,-4.1
Carson Johnson,Denver Pioneers,24,1450.5,103.9,1463.5,108.0,-4.1
Peter Hemschemeier,Se Louisiana Lions,21,769.6,90.2,769.0,94.3,-4.1
Augustus Gerhart,Pennsylvania Quakers,21,732.0,94.7,748.2,98.8,-4.1
Arden Conyers,Charlotte 49Ers,20,642.7,97.7,649.5,101.8,-4.1
Isaiah Sy,Oregon State Beavers,27,1134.2,93.0,1129.9,97.1,-4.1
Trey Scott III,Georgia State Panthers,21,747.2,89.5,754.0,93.8,-4.2
Legend Smiley,San Francisco Dons,26,812.5,92.1,812.6,96.2,-4.2
Valentino Pinedo,Unc Greensboro Spartans,22,912.6,96.4,888.8,100.6,-4.2
Tracy Steele Jr.,Little Rock Trojans,18,255.2,91.7,259.7,95.9,-4.2
Will Jeffress,Louisiana Tech Bulldogs,8,165.2,77.5,166.4,81.7,-4.2
Cameron Johnson,Mercyhurst Lakers,24,405.9,87.2,404.6,91.4,-4.2
Ryan Pettit,Lafayette Leopards,20,607.8,90.8,631.5,95.0,-4.2
Xzavier Long,Hampton Pirates,24,1318.7,90.2,1319.3,94.4,-4.2
TJ Robinson,Saint Peter'S Peacocks,22,648.5,89.6,636.2,93.8,-4.2
Roddie Anderson III,Xavier Musketeers,24,956.6,89.9,956.5,94.1,-4.2
Abdi Bashir Jr.,Kansas State Wildcats,18,798.2,93.1,769.9,97.3,-4.2
Raysean Johnson,Fairleigh Dickinson Knights,23,597.0,91.1,606.3,95.3,-4.2
Declan Peterson,Western Michigan Broncos,20,340.0,84.1,326.1,88.3,-4.2
Tariq Francis,Rutgers Scarlet Knights,24,993.6,93.3,983.5,97.5,-4.2
Brewer Carruth,Southern Miss Golden Eagles,23,488.1,89.5,509.2,93.7,-4.2
Tyler Tejada,Towson Tigers,23,1310.1,90.1,1278.1,94.3,-4.2
Jamal Chretien II,New Orleans Privateers,11,155.1,92.9,154.6,97.0,-4.2
Corey Dunning,Prairie View A&M Panthers,19,369.8,97.4,383.1,101.5,-4.2
Jayan Walker,Indiana State Sycamores,8,69.1,82.5,69.2,86.7,-4.3
Sir Mohammed,Notre Dame Fighting Irish,26,672.7,93.2,665.9,97.5,-4.3
Isaiah Walker,Xavier Musketeers,23,575.6,90.7,588.6,95.0,-4.3
Vince Buzelis,South Dakota Coyotes,17,641.9,94.4,639.6,98.7,-4.3
Chase Henderson,Montana Grizzlies,11,131.8,87.2,125.7,91.5,-4.3
Madden Collins,American University Eagles,25,894.1,89.1,880.2,93.5,-4.4
Silas Bennion,South Dakota Coyotes,11,560.3,96.2,571.7,100.6,-4.4
Makhi Myles,Se Louisiana Lions,24,727.5,86.5,726.2,90.9,-4.4
Benny Gealer,Stanford Cardinal,25,1145.7,92.4,1141.4,96.8,-4.4
EJ Ryans,Western Michigan Broncos,23,975.4,93.0,967.0,97.4,-4.4
Jordy Barnes,Utah State Aggies,8,58.5,99.1,58.9,103.5,-4.4
Jeremiah Talton,Lindenwood Lions,8,152.3,81.4,160.7,85.8,-4.4
Tyler Isaak,Montana Grizzlies,21,819.8,89.3,815.4,93.7,-4.4
Jaylon Johnson,Radford Highlanders,23,1297.1,93.6,1284.9,98.0,-4.4
DeShawn Gory,Fresno State Bulldogs,23,1047.2,91.1,1051.0,95.5,-4.4
KJ Debrick,North Carolina A&T Aggies,21,361.2,86.7,367.9,91.1,-4.4
Collin Tanner,Richmond Spiders,21,552.5,94.1,558.4,98.5,-4.4
Dylan Veillette,Merrimack Warriors,26,318.8,83.4,316.6,87.8,-4.4
Omer Hamama,Kent State Golden Flashes,18,229.5,98.0,232.2,102.5,-4.4
Justus McNair,Valparaiso Beacons,24,698.1,93.7,707.9,98.0,-4.4
Drew McKenna,Old Dominion Monarchs,23,438.2,91.0,456.0,95.4,-4.4
Shainen Carter,Georgia Southern Eagles,22,779.9,88.5,774.0,93.0,-4.5
Aidan Losiewicz,New Haven Chargers,14,171.2,91.1,172.5,95.7,-4.5
KaiMani Murdock,Lafayette Leopards,8,97.1,74.2,103.0,78.6,-4.5
Kedrick Osby,New Orleans Privateers,24,648.4,90.4,659.6,94.9,-4.5
Kiyan Anthony,Syracuse Orange,25,779.4,90.1,764.7,94.6,-4.5
Nate Brafford,Charleston Southern Buccaneers,23,691.5,88.5,692.8,93.0,-4.5
Myron Amey Jr.,Loyola Marymount Lions,26,1270.6,89.4,1277.1,93.9,-4.5
Love Bettis,Incarnate Word Cardinals,21,412.8,98.4,429.6,102.9,-4.5
Justin Neely,Unc Greensboro Spartans,24,1351.8,95.4,1334.0,99.9,-4.5
Isaiah Moses,Eastern Washington Eagles,24,1392.0,98.5,1365.7,103.0,-4.5
Stephen Olowoniyi,Oregon State Beavers,5,54.7,89.6,53.1,94.1,-4.5
Spencer Ahrens,Boise State Broncos,23,500.8,95.7,496.3,100.1,-4.5
Ifiok Peter,Western Illinois Leathernecks,16,170.2,91.7,171.6,96.1,-4.5
Mujahiid Burton,North Carolina A&T Aggies,12,247.1,93.9,245.9,98.4,-4.5
Pasha Goodarzi,San José State Spartans,17,656.0,105.2,654.7,109.7,-4.5
Peter Bandelj,Cal Poly Mustangs,23,1306.3,92.9,1280.4,97.4,-4.5
Phat Phat Brooks,Central Michigan Chippewas,21,946.6,97.2,943.8,101.7,-4.5
Collin Kuhl,Stetson Hatters,25,922.6,95.2,929.8,99.7,-4.5
Elijah Jamison,Norfolk State Spartans,21,942.7,92.1,990.8,96.6,-4.5
Jailen Bedford,Virginia Tech Hokies,25,1038.4,96.4,1043.3,101.0,-4.6
Fallou Gueye,Sacred Heart Pioneers,23,507.9,89.8,511.8,94.4,-4.6
Kheni Briggs,New Haven Chargers,21,609.9,85.6,604.5,90.2,-4.6
Al Green,Unlv Rebels,22,515.8,100.0,531.2,104.7,-4.6
Stevie Elam,Milwaukee Panthers,20,827.0,94.1,833.8,98.7,-4.6
Ben Gold,Marquette Golden Eagles,24,1135.6,92.8,1115.3,97.5,-4.6
Michael Eley,Hampton Pirates,17,530.9,97.4,537.5,102.0,-4.6
Kai Rogers,Oklahoma Sooners,15,201.5,92.3,197.1,96.9,-4.6
Andrew Austin,Eastern Illinois Panthers,17,257.4,85.8,283.2,90.4,-4.6
C.J. Jones,Kansas State Wildcats,24,623.4,91.8,634.1,96.4,-4.6
Amadou Doumbia,North Carolina A&T Aggies,22,549.5,92.5,554.7,97.2,-4.7
Tidjiane Dioumassi,Western Carolina Catamounts,21,760.1,94.6,752.7,99.2,-4.7
Jacobe Coleman,Sam Houston Bearkats,20,595.7,88.8,598.2,93.5,-4.7
Darren Williams,Florida Gulf Coast Eagles,25,793.0,95.0,797.1,99.6,-4.7
Kaspar Sepp,Cornell Big Red,20,608.9,99.2,633.2,103.9,-4.7
Brooklyn Vick,North Carolina A&T Aggies,16,470.8,91.1,487.3,95.8,-4.7
Seth Joba,Idaho Vandals,22,675.7,92.0,683.4,96.7,-4.7
Jack Payne,Idaho Vandals,20,813.1,91.6,802.5,96.3,-4.7
Kavien Jones,Tennessee State Tigers,19,375.1,93.6,352.9,98.3,-4.7
Logan Applegate,The Citadel Bulldogs,24,609.6,96.5,590.2,101.1,-4.7
David Rochester,Brown Bears,16,633.1,85.4,617.4,90.2,-4.8
Jay Jones,Pennsylvania Quakers,18,299.9,89.4,297.2,94.2,-4.8
Todd Jones Jr.,Louisiana Ragin' Cajuns,26,597.6,90.5,612.7,95.3,-4.8
N'famara Dabo,Brown Bears,20,763.3,88.4,777.8,93.2,-4.8
Jamichael Davis,Rutgers Scarlet Knights,24,1009.2,90.3,1033.4,95.1,-4.8
Rayvon Griffith,Kent State Golden Flashes,23,534.0,93.5,538.6,98.2,-4.8
Daniel Egbuniwe,St. Bonaventure Bonnies,20,781.4,95.6,758.3,100.4,-4.8
Cameron Wallace,Little Rock Trojans,24,1014.8,90.8,1010.5,95.6,-4.8
KJ Younger,Unc Greensboro Spartans,24,1147.2,94.7,1126.3,99.4,-4.8
P.J. Haggerty,Kansas State Wildcats,25,1534.7,93.6,1518.5,98.4,-4.8
Troy Plumtree,Cal Poly Mustangs,20,434.5,95.5,440.6,100.3,-4.8
Henri Adiassa,Lehigh Mountain Hawks,16,131.8,88.8,142.1,93.6,-4.8
Jeremiah Burke,Denver Pioneers,24,1357.3,102.3,1372.4,107.2,-4.9
Gianni Hunt,East Texas A&M Lions,24,1264.1,86.2,1293.7,91.1,-4.9
Nehikhare Igiehon,Houston Christian Huskies,17,258.1,91.5,269.7,96.4,-4.9
Manny Hill,Cleveland State Vikings,7,76.5,101.9,82.3,106.9,-4.9
Kintavious Dozier,Alabama A&M Bulldogs,21,1095.9,91.3,1086.5,96.2,-4.9
Kyrese Mullen,New Mexico State Aggies,17,434.8,90.4,439.8,95.3,-4.9
Vuk Boskovic,San Diego Toreros,25,851.3,95.6,860.1,100.6,-4.9
Stefano Faloppa,New Haven Chargers,23,937.1,87.1,940.6,92.0,-4.9
Zion Obanla,Maryland Eastern Shore Hawks,23,761.3,88.7,752.4,93.6,-4.9
Shaqir O'Neal,Sacramento State Hornets,21,669.9,93.9,692.3,98.8,-4.9
Houran Dan,Seattle U Redhawks,24,587.5,84.6,600.8,89.6,-5.0
Kayden Mingo,Penn State Nittany Lions,22,1065.8,95.2,1052.2,100.3,-5.0
Jaxon Ellingsworth,Arkansas State Red Wolves,24,952.4,95.5,939.3,100.5,-5.0
David Bolden,Njit Highlanders,25,1210.5,88.5,1219.4,93.5,-5.0
Taison Chatman,Ohio State Buckeyes,19,301.3,93.6,309.3,98.6,-5.0
Chance Trujillo,Utah Tech Trailblazers,23,1273.2,94.4,1287.6,99.4,-5.0
Troy Hupstead,Texas Southern Tigers,19,973.5,92.4,958.9,97.4,-5.0
Landyn Jumawan,Northwestern State Demons,21,649.2,92.3,678.5,97.3,-5.0
Aaron Franklin,Milwaukee Panthers,26,1071.0,94.0,1077.5,99.0,-5.0
Sekou Konneh,Milwaukee Panthers,25,499.2,93.2,504.5,98.1,-5.0
Churchill Abass,New Orleans Privateers,25,793.7,91.7,829.5,96.7,-5.0
Isaiah Mbeng,East Carolina Pirates,24,902.7,91.0,889.5,96.0,-5.0
Denver Anglin,Iona Gaels,26,1155.6,88.6,1171.3,93.7,-5.0
Keshawn Williams,Iona Gaels,16,645.3,85.7,634.0,90.7,-5.0
Owen Larson,Drake Bulldogs,18,838.6,94.9,833.4,100.0,-5.0
Evan Haywood,Butler Bulldogs,25,793.4,93.1,785.7,98.1,-5.0
Lance Waddles,Omaha Mavericks,23,1123.3,92.2,1129.0,97.3,-5.1
DeAndre Williams,Holy Cross Crusaders,24,918.2,94.3,911.7,99.4,-5.1
Omari Witherspoon,Pittsburgh Panthers,26,1020.8,89.8,1016.2,95.0,-5.1
Win Miller,Belmont Bruins,25,392.4,90.7,370.4,95.8,-5.1
Aidan Sevilla,Idaho Vandals,8,71.6,88.0,78.4,93.1,-5.1
Tamario Adley,Central Michigan Chippewas,21,970.4,96.5,968.0,101.5,-5.1
Brody Rowbury,Idaho Vandals,22,897.9,92.3,892.7,97.5,-5.1
Jon Sanders II,Eastern Michigan Eagles,25,748.8,88.4,769.3,93.5,-5.1
Cooper Noard,Cornell Big Red,20,1012.8,100.0,1004.9,105.1,-5.1
Alex Anderson,Texas Southern Tigers,20,770.7,93.7,769.5,98.8,-5.1
Andre Mills,Maryland Terrapins,24,938.9,91.4,919.0,96.5,-5.1
Brennan Rigsby Jr.,Radford Highlanders,23,754.9,91.9,772.0,97.0,-5.1
Trae Broadnax,Rice Owls,24,1220.5,94.1,1242.4,99.3,-5.2
Obomate Abbey,Utah Utes,22,590.3,92.8,618.3,98.0,-5.2
Isaiah Henry,Queens University Royals,18,234.8,93.7,233.5,98.9,-5.2
Vladimir Khryapa,Ut Martin Skyhawks,19,285.7,82.9,373.4,88.1,-5.2
CJ Booker,Se Louisiana Lions,23,655.4,86.5,644.4,91.7,-5.2
Jaden Kirkwood,Holy Cross Crusaders,12,72.5,85.5,77.2,90.7,-5.2
Kai Shinholster,Minnesota Golden Gophers,22,400.5,90.1,411.3,95.3,-5.2
Josh Hubbard,Mississippi State Bulldogs,23,1305.8,94.0,1306.3,99.1,-5.2
Matija Samar,Oregon State Beavers,25,643.7,92.6,639.2,97.8,-5.2
Jeremy Foumena,Ucf Knights,19,322.7,97.9,317.1,103.1,-5.2
Cam Estevez,Fairfield Stags,16,334.0,92.2,328.5,97.4,-5.2
Jaylan Ouwinga,Toledo Rockets,23,728.4,95.7,723.9,100.8,-5.2
