Player,Assigned_Team,Games_Tracked,Season_Off_Possessions,Weighted_ORtg,Season_Def_Possessions,Weighted_DRtg,Net_Efficiency_Rating
Lateef Patrick,Stephen F. Austin Lumberjacks,23,1110.5,98.3,1096.7,83.3,15.1
Tyler Tanner,Vanderbilt Commodores,25,1323.2,104.8,1313.8,89.8,15.0
Alex Karaban,Uconn Huskies,26,1375.9,101.8,1370.3,86.8,15.0
Harry Rouhliadeff,Hawai'I Rainbow Warriors,19,813.3,97.3,821.4,82.3,15.0
Dedan Thomas Jr.,Lsu Tigers,15,716.5,108.6,688.8,93.6,14.9
Brandon Williams,Ucla Bruins,24,458.4,106.4,458.6,91.6,14.9
Julius Thedford,Memphis Tigers,19,635.5,99.6,625.8,84.7,14.9
Derek Dixon,North Carolina Tar Heels,25,778.6,106.1,772.2,91.2,14.9
Parby Kabamba,Marist Red Foxes,23,513.9,97.1,506.9,82.3,14.8
Jake Wahlin,Clemson Tigers,26,857.1,99.2,834.6,84.4,14.8
Samet Yigitoglu,Smu Mustangs,25,1191.0,105.0,1193.5,90.2,14.8
Ugonna Onyenso,Virginia Cavaliers,25,669.0,101.1,686.7,86.2,14.8
Thijs De Ridder,Virginia Cavaliers,25,1121.2,101.1,1093.8,86.2,14.8
Jalen Washington,Vanderbilt Commodores,25,826.8,105.2,829.1,90.5,14.8
Bryce Zephir,Syracuse Orange,15,130.2,85.3,127.7,70.5,14.8
Skyy Clark,Ucla Bruins,15,699.1,104.7,680.6,89.9,14.8
Tavion Banks,Iowa Hawkeyes,25,841.9,104.6,821.8,89.8,14.8
Sadiku Ibine Ayo,St. John'S Red Storm,20,295.2,98.9,307.8,84.1,14.8
Peter Suder,Miami (Oh) Redhawks,21,1135.8,109.0,1145.8,94.3,14.7
Robert Wright III,Byu Cougars,24,1331.1,105.8,1369.0,91.1,14.7
Trent Noah,Kentucky Wildcats,19,312.4,100.8,331.9,86.2,14.7
Mikel Brown Jr.,Louisville Cardinals,17,808.7,103.6,798.6,88.9,14.7
Brandon Noel,Ohio State Buckeyes,14,447.9,107.0,452.7,92.3,14.6
Koree Cotton,Ut Rio Grande Valley Vaqueros,23,1022.0,97.3,1079.6,82.6,14.6
Isaiah Brown,Florida Gators,42,825.5,100.2,825.8,85.6,14.6
Matas Vokietaitis,Texas Longhorns,23,931.8,110.2,920.3,95.6,14.6
Kirk Cole,Oklahoma State Cowboys,5,46.6,98.6,51.2,84.0,14.6
Daquan Davis,Providence Friars,3,51.8,90.8,53.8,76.2,14.6
Bennett Stirtz,Iowa Hawkeyes,25,1367.3,104.9,1354.2,90.2,14.6
Nick Townsend,Yale Bulldogs,21,1138.6,108.5,1128.8,94.0,14.5
Brant Byers,Miami (Oh) Redhawks,22,1190.2,106.9,1194.2,92.4,14.5
Yancarlos Cueto,North Carolina A&T Aggies,4,28.1,92.4,28.2,77.9,14.5
Eian Elmer,Miami (Oh) Redhawks,22,1163.8,106.5,1152.7,92.0,14.5
Melvin Council Jr.,Kansas Jayhawks,25,1390.3,99.9,1399.4,85.4,14.5
Jaden Daughtry,Marist Red Foxes,47,1441.0,98.5,1456.8,83.9,14.5
Bryce Hopkins,St. John'S Red Storm,25,1198.5,103.4,1166.2,88.9,14.5
Jayden Stone,Missouri Tigers,17,820.0,106.7,813.5,92.3,14.4
Elijah Fisher,Seton Hall Pirates,24,828.3,96.5,810.5,82.0,14.4
Sean Lang,Mercyhurst Lakers,22,430.5,99.2,443.5,84.8,14.4
Adam Clark,Seton Hall Pirates,24,1188.0,99.0,1157.5,84.6,14.4
Jackson Holcombe,Utah Valley Wolverines,22,1113.1,101.6,1089.5,87.3,14.3
Ruben Prey,St. John'S Red Storm,25,417.0,101.4,414.2,87.2,14.3
Isaac McKneely,Louisville Cardinals,25,1164.1,99.8,1151.3,85.6,14.3
Keyshawn Mitchell,Vcu Rams,15,280.2,104.9,278.0,90.7,14.3
Tyler Johnson,Virginia Tech Hokies,13,662.8,104.4,657.3,90.1,14.3
Jaheem Webber,Southern Illinois Salukis,9,78.0,83.4,78.2,69.1,14.3
Narit Chotikavanic,Stephen F. Austin Lumberjacks,23,876.4,96.9,861.0,82.6,14.3
Luke Haupt,New Mexico Lobos,24,1069.4,97.8,1063.3,83.5,14.3
Ben Humrichous,Illinois Fighting Illini,25,802.0,103.9,802.9,89.5,14.3
Jake Ensminger,Santa Clara Broncos,24,1125.4,104.2,1105.7,90.0,14.2
Evan Mahaffey,Akron Zips,23,1090.9,105.5,1093.1,91.3,14.2
Quadir Copeland,Nc State Wolfpack,24,1098.4,103.3,1076.2,89.1,14.2
Jacolb Fredson-Cole,Mcneese Cowboys,23,594.6,102.8,609.4,88.6,14.1
Tyler Lundblade,Belmont Bruins,26,1535.9,103.3,1504.1,89.2,14.1
Evans Kipruto,Uc Santa Barbara Gauchos,22,305.3,100.2,315.3,86.3,14.0
CJ Larry,Northwestern State Demons,16,409.2,103.1,429.8,89.1,14.0
Eoin Dillon,Belmont Bruins,26,658.5,104.0,646.6,90.0,14.0
Sam Donald,Bellarmine Knights,22,842.6,115.2,836.7,101.2,14.0
Sam Orme,Belmont Bruins,23,993.3,101.1,971.3,87.1,14.0
Isaac Jack,Pacific Tigers,25,886.3,98.8,909.6,84.9,14.0
Hayden Jones,Wisconsin Badgers,14,125.4,102.1,126.1,88.0,14.0
Braylon Mullins,Uconn Huskies,19,801.8,101.1,807.9,87.3,13.9
Harry Wessels,Saint Mary'S Gaels,24,614.3,99.9,602.9,86.1,13.9
Ja'Corey Robinson,Austin Peay Governors,21,603.7,103.0,607.3,89.1,13.9
Chase Thompson,Clemson Tigers,26,334.5,90.9,335.4,76.9,13.9
Zuby Ejiofor,St. John'S Red Storm,25,1288.8,101.3,1268.1,87.4,13.9
Rob Martin,High Point Panthers,24,1094.2,105.6,1067.2,91.7,13.9
Bryson Tiller,Kansas Jayhawks,25,1081.7,101.2,1080.2,87.3,13.9
Kanon Catchings,Georgia Bulldogs,23,956.4,106.5,922.4,92.7,13.9
Johann Grunloh,Virginia Cavaliers,25,876.8,101.1,844.7,87.1,13.9
Tai Hamilton,Winthrop Eagles,13,134.8,93.5,151.8,79.7,13.8
Izaiyah Nelson,South Florida Bulls,24,1189.7,100.9,1181.0,87.0,13.8
Amani Lyles,Akron Zips,23,1005.7,104.7,968.7,90.9,13.8
Chansey Willis Jr.,Minnesota Golden Gophers,7,266.1,97.7,270.6,83.9,13.8
Carter Bjerke,St. Thomas-Minnesota Tommies,24,1024.6,103.2,1005.7,89.5,13.7
Wilhelm Breidenbach,Grand Canyon Lopes,24,513.2,96.4,507.4,82.8,13.7
Brandon Jennings,Vcu Rams,25,1002.9,104.7,999.5,91.0,13.7
Vince Iwuchukwu,Georgetown Hoyas,15,575.0,99.1,574.6,85.5,13.7
Devin Haid,South Florida Bulls,16,295.5,100.8,295.0,87.1,13.7
Riley Massey,North Dakota State Bison,20,247.9,102.5,269.3,88.8,13.7
Andrej Stojakovic,Illinois Fighting Illini,23,976.7,103.5,961.8,89.9,13.6
Tyler Doyle,Bellarmine Knights,18,731.0,119.4,727.4,105.9,13.6
Melvyn Ebonkoli,Njit Highlanders,13,537.0,97.8,528.5,84.2,13.6
Hassane Diallo,Prairie View A&M Panthers,13,214.9,99.6,211.5,86.0,13.6
Eric Mahaffey,Akron Zips,23,885.8,105.4,889.5,91.8,13.6
Daniel Jacobsen,Purdue Boilermakers,25,548.1,101.1,539.5,87.5,13.6
Adam Olsen,South Alabama Jaguars,22,1221.0,97.8,1220.5,84.2,13.6
Lucas Scroggins,Saint Peter'S Peacocks,22,582.6,101.3,585.7,87.8,13.5
Jasai Miles,Indiana Hoosiers,18,208.0,100.5,219.6,87.0,13.5
Luke Skaljac,Miami (Oh) Redhawks,21,1031.6,106.8,1029.3,93.4,13.5
Miles Byrd,San Diego State Aztecs,22,1026.2,97.2,1027.1,83.7,13.4
Tre'shawn Sheppard,Long Island University Sharks,20,343.4,109.5,352.8,96.1,13.4
Brian Taylor II,East Tennessee State Buccaneers,25,1304.4,102.3,1325.8,88.9,13.4
Dre Bullock,Hawai'I Rainbow Warriors,21,1028.1,97.6,1028.1,84.1,13.4
Dakari Thomas,Chicago State Cougars,19,100.7,92.3,134.2,79.0,13.4
Aaron Hunkin-Claytor,Hawai'I Rainbow Warriors,15,698.5,95.6,696.7,82.2,13.4
Keon Thompson,Stephen F. Austin Lumberjacks,23,1147.2,99.4,1135.1,86.0,13.4
Greedy Williams,Unc Wilmington Seahawks,23,1125.3,100.1,1131.4,86.7,13.4
Donovan Draper,Navy Midshipmen,23,997.3,99.2,1013.0,85.8,13.4
AK Okereke,Vanderbilt Commodores,25,1039.7,104.3,1045.6,91.0,13.3
Duke Brennan,Villanova Wildcats,23,1101.3,101.2,1081.5,87.9,13.3
Noah Ross,Unc Wilmington Seahawks,23,1063.9,100.9,1074.0,87.5,13.3
Noam Dovrat,Miami Hurricanes,19,257.6,104.4,249.1,91.1,13.3
Sam Lewis,Virginia Cavaliers,25,1017.8,102.6,1002.0,89.3,13.3
Alvaro Folgueiras,Iowa Hawkeyes,25,762.4,105.2,750.5,91.9,13.3
Marvin McGhee IV,Uc Santa Barbara Gauchos,20,611.1,105.1,615.9,91.7,13.3
Jahmere Tripp,Rhode Island Rams,22,830.4,99.2,828.5,86.1,13.2
B.J. Edwards,Smu Mustangs,25,1423.6,104.5,1433.8,91.4,13.2
Kai Spears,Marshall Thundering Herd,9,83.8,118.1,83.9,104.9,13.2
Micah Handlogten,Florida Gators,24,569.4,103.4,581.6,90.3,13.2
Djordje Curcic,Charleston Cougars,6,60.0,100.0,61.0,86.9,13.1
Damien King,Ut Martin Skyhawks,19,268.3,98.8,353.6,85.7,13.1
David Green,Tulsa Golden Hurricane,22,1010.6,104.0,994.1,91.0,13.0
Bryce Lindsay,Villanova Wildcats,24,1081.1,101.8,1074.6,88.9,13.0
Randy Brady,South Alabama Jaguars,22,914.7,97.7,917.5,84.7,13.0
Seth Trimble,North Carolina Tar Heels,16,804.5,104.8,797.4,91.8,13.0
Jamie Vinson,Texas A&M Aggies,23,255.1,97.6,263.3,84.7,12.9
Dallin Hall,Virginia Cavaliers,25,1084.1,99.0,1083.7,86.1,12.9
Gavin Doty,Siena Saints,26,1422.2,102.4,1398.9,89.6,12.9
John Broom,South Alabama Jaguars,18,349.2,98.8,352.7,85.9,12.9
Blue Cain,Georgia Bulldogs,24,1141.6,106.2,1109.5,93.3,12.9
Magoon Gwath,San Diego State Aztecs,14,406.2,95.0,408.8,82.2,12.8
Tyler Robbins,Miami (Oh) Redhawks,19,163.0,105.5,166.2,92.7,12.8
Tyler Hendricks,Utah Valley Wolverines,22,1132.5,100.8,1127.2,88.1,12.7
Omer Mayer,Purdue Boilermakers,25,449.3,102.1,459.5,89.4,12.7
Kohl Rosario,Kansas Jayhawks,20,428.7,97.3,440.0,84.5,12.7
Ty'Reek Coleman,Illinois State Redbirds,24,911.3,97.3,919.1,84.7,12.7
Uriah Tenette,New Mexico Lobos,23,1017.8,98.3,1015.6,85.6,12.7
Dailyn Swain,Texas Longhorns,23,1214.2,108.3,1188.7,95.6,12.7
D'Arrae Goodwin,San Diego Toreros,13,305.8,105.3,311.8,92.7,12.6
Jinwoo Kim,Navy Midshipmen,25,1198.2,98.6,1207.3,86.0,12.6
Tayton Conerway,Indiana Hoosiers,22,828.1,101.2,836.1,88.6,12.6
Jasper Floyd,West Virginia Mountaineers,24,1003.0,91.4,984.5,78.8,12.6
Noah Taitz,Utah Valley Wolverines,22,762.9,98.7,747.9,86.1,12.6
Austin Benigni,Navy Midshipmen,25,1422.9,98.0,1428.5,85.4,12.6
Marqus Marion,Wake Forest Demon Deacons,16,354.3,96.0,353.9,83.4,12.6
Frankie Collins,Vanderbilt Commodores,9,339.1,102.0,350.0,89.4,12.6
Devin Tillis,Virginia Cavaliers,21,550.1,101.8,552.5,89.2,12.6
Will Berg,Wichita State Shockers,23,793.6,101.4,793.6,89.0,12.5
Oziyah Sellers,St. John'S Red Storm,25,1325.2,100.6,1306.9,88.1,12.5
Silas Sunday,Hofstra Pride,24,712.9,101.4,725.5,88.9,12.5
Trevon Brazile,Arkansas Razorbacks,24,1203.0,106.7,1177.4,94.2,12.5
Nick Pringle,Arkansas Razorbacks,25,826.6,102.6,808.7,90.1,12.5
Marcus Millender,Georgia Bulldogs,24,974.2,104.7,955.0,92.3,12.5
Aidan Braccia,San Francisco Dons,10,81.3,104.5,83.7,92.0,12.5
Marcus Hill,Texas A&M Aggies,24,925.4,102.2,906.2,89.8,12.4
Jonathan Beagle,Richmond Spiders,21,547.9,101.3,547.9,88.9,12.4
Blake Barkley,East Tennessee State Buccaneers,25,1177.5,101.5,1187.9,89.1,12.4
Stephon Payne,Seton Hall Pirates,24,817.7,97.8,802.2,85.4,12.4
Jackson Keith,Butler Bulldogs,17,183.7,93.7,173.5,81.3,12.4
Nick Ellington,George Mason Patriots,23,447.6,97.0,434.1,84.5,12.4
Tre White,Kansas Jayhawks,25,1283.2,99.6,1290.0,87.3,12.3
Trey Fort,Michigan State Spartans,25,403.4,98.6,404.1,86.4,12.3
Tucker DeVries,Indiana Hoosiers,25,1318.4,102.2,1309.8,89.9,12.3
Miles Heide,San Diego State Aztecs,22,732.1,94.1,737.8,81.9,12.3
Jonathan Pace,Mississippi Valley State Delta Devils,7,72.3,103.7,72.1,91.5,12.3
Nes Emeneke,Uc Irvine Anteaters,23,300.8,89.1,318.8,76.8,12.3
Austin Maurer,Seattle U Redhawks,24,734.6,94.3,744.4,82.1,12.3
Vincent Brady II,High Point Panthers,17,459.0,102.4,459.6,90.1,12.3
Apostolos Roumoglou,Richmond Spiders,22,565.0,96.5,581.4,84.3,12.2
Evan Ipsaro,Miami (Oh) Redhawks,10,502.6,101.1,497.3,88.9,12.2
Josh Odunowo,Umbc Retrievers,20,707.3,102.2,730.8,90.0,12.2
Solo Ball,Uconn Huskies,25,1183.4,100.1,1165.1,88.0,12.2
Hunter Erickson,Hawai'I Rainbow Warriors,21,1116.0,96.1,1106.0,83.9,12.2
Mouhamed Mbaye,Utep Miners,16,145.5,96.9,152.3,84.7,12.2
Jamai Felt,Temple Owls,22,429.1,97.9,442.4,85.7,12.2
Josh Rivera,Seton Hall Pirates,22,432.1,100.4,427.1,88.3,12.2
Justin Kirby,Miami (Oh) Redhawks,12,372.9,105.1,384.2,92.9,12.2
Amari Evans,Tennessee Volunteers,19,396.7,103.1,405.3,91.1,12.1
Dante Allen,Miami Hurricanes,19,677.5,100.5,693.3,88.4,12.1
Reese Dixon-Waters,San Diego State Aztecs,21,1017.9,98.0,1034.3,86.0,12.1
Jaylen Washington,Ut Rio Grande Valley Vaqueros,23,948.4,100.6,1020.7,88.5,12.1
Treysen Eaglestaff,West Virginia Mountaineers,24,1070.9,93.0,1052.5,80.9,12.1
Ian Jackson,St. John'S Red Storm,25,801.9,101.5,795.1,89.4,12.1
Matt Able,Nc State Wolfpack,24,749.4,103.4,752.0,91.4,12.1
Jaden Clayton,Pacific Tigers,25,1217.7,98.8,1226.2,86.8,12.0
Jace Posey,Tcu Horned Frogs,24,446.0,100.9,461.2,88.9,12.0
Ty Pence,Illinois State Redbirds,25,927.4,98.4,931.7,86.4,12.0
Jordan Butler,South Carolina Gamecocks,17,250.6,108.9,249.6,97.0,12.0
Tavari Johnson,Akron Zips,23,1267.6,104.7,1243.8,92.7,12.0
Myles Corey,Rhode Island Rams,25,1014.8,99.7,1012.2,87.7,12.0
Azavier Robinson,Butler Bulldogs,22,674.8,104.3,671.6,92.3,12.0
Christian May,Unc Wilmington Seahawks,23,1085.9,100.8,1106.4,88.8,12.0
Mason Klabo,Illinois State Redbirds,23,511.2,101.7,514.2,89.8,11.9
Isaac Davis,Utah Valley Wolverines,22,664.2,99.7,645.7,87.8,11.9
Rodney Rice,Usc Trojans,6,351.9,102.0,348.6,90.1,11.9
Landen Joseph,Marshall Thundering Herd,23,497.0,104.2,505.6,92.4,11.9
Cooper Wright,Colgate Raiders,22,390.3,98.6,429.9,86.8,11.9
Chabi Barre,Akron Zips,10,118.6,106.3,126.0,94.5,11.8
Darius Acuff Jr.,Arkansas Razorbacks,25,1445.4,106.9,1427.9,95.1,11.8
Christian Coleman,Oklahoma State Cowboys,24,964.9,102.0,951.9,90.2,11.7
Vangelis Zougris,Louisville Cardinals,17,130.3,104.4,136.1,92.6,11.7
Vaughn Weems,Nevada Wolf Pack,21,749.1,103.7,733.7,92.0,11.7
Andrew Osasuyi,St. Bonaventure Bonnies,22,375.7,102.0,381.2,90.2,11.7
Elijah Lewis,Marist Red Foxes,23,1077.5,93.7,1080.2,82.0,11.7
Jake Wilkins,Georgia Bulldogs,23,416.6,97.0,407.9,85.3,11.7
Reece Robinson,North Texas Mean Green,23,818.3,99.0,828.8,87.2,11.7
Jaylen Lawal,Tulsa Golden Hurricane,22,477.7,101.5,482.1,89.8,11.7
Ali Dibba,Texas A&M Aggies,24,511.0,105.1,529.0,93.4,11.7
Filip Brankovic,Ut Rio Grande Valley Vaqueros,23,924.3,96.1,964.4,84.5,11.6
Ike Cornish,James Madison Dukes,6,97.0,98.9,98.5,87.3,11.6
Kyle Evans,Uc Irvine Anteaters,23,1073.5,96.0,1060.8,84.4,11.6
Kevin Patton Jr.,New Mexico Lobos,8,119.4,98.0,119.3,86.3,11.6
Joel Armotrading,Nevada Wolf Pack,8,274.2,101.4,269.1,89.9,11.5
Nolan Hodge,Unc Wilmington Seahawks,23,1214.4,100.6,1225.7,89.1,11.5
Denzel Aberdeen,Kentucky Wildcats,25,1113.5,103.6,1128.4,92.2,11.5
Dario Domingos,Utah Tech Trailblazers,16,160.3,107.9,156.5,96.5,11.5
Amarion Dickerson,Usc Trojans,8,274.4,104.6,277.1,93.1,11.5
Treyson Anderson,North Dakota State Bison,24,775.2,99.7,771.9,88.2,11.5
Francis Chukwudebelu,Santa Clara Broncos,16,138.7,98.8,128.2,87.3,11.5
Miles Daniels,California Baptist Lancers,13,246.3,101.1,262.2,89.6,11.5
Jamar Brown,Ucla Bruins,25,742.5,106.8,729.6,95.4,11.4
Austin Rapp,Wisconsin Badgers,21,743.0,101.2,722.4,89.8,11.4
Jordan Pennick,Navy Midshipmen,25,918.0,98.5,933.7,87.1,11.4
Emanuel Prospere II,Uc San Diego Tritons,20,829.2,97.8,820.9,86.4,11.4
Elzie Harrington,San Diego State Aztecs,18,617.2,92.8,628.3,81.5,11.4
Stephen Williams,South Alabama Jaguars,22,478.5,94.5,481.6,83.1,11.4
Sader Servilus,Valparaiso Beacons,16,226.1,96.0,238.8,84.6,11.4
Gabe Sisk,East Tennessee State Buccaneers,14,184.4,94.3,190.6,82.9,11.4
Cam'Ron Fletcher,High Point Panthers,16,599.4,107.4,600.1,96.2,11.3
Shawn Phillips Jr.,Missouri Tigers,22,697.9,100.7,709.2,89.4,11.3
Nolan Minessale,St. Thomas-Minnesota Tommies,24,1292.5,102.8,1293.2,91.5,11.3
Tate Sage,Iowa Hawkeyes,25,591.2,103.4,581.2,92.1,11.3
Jahari Long,George Mason Patriots,25,1317.4,101.4,1301.2,90.1,11.3
Najai Hines,Seton Hall Pirates,22,590.3,100.0,587.7,88.6,11.3
Jordan Pope,Texas Longhorns,23,1067.0,108.1,1051.8,96.8,11.3
Emmanuel Kanga,George Mason Patriots,24,449.6,100.3,447.4,89.0,11.3
Jerrell Colbert,Mcneese Cowboys,23,642.0,100.0,626.8,88.7,11.3
Miles Barnstable,Tulsa Golden Hurricane,22,1107.6,103.9,1088.4,92.6,11.3
Rhyjon Blackwell,Marist Red Foxes,24,1103.0,94.8,1107.0,83.7,11.2
Jack Smiley,Belmont Bruins,26,726.0,100.4,685.6,89.3,11.2
Albert Vargas,Robert Morris Colonials,24,931.3,110.2,935.5,99.0,11.2
Jacob Cofie,Usc Trojans,24,1216.7,100.8,1210.4,89.6,11.2
Jonathan Griman,California Baptist Lancers,21,770.1,98.8,772.5,87.6,11.2
Felix Kossaras,Colorado Buffaloes,23,702.9,107.7,723.2,96.5,11.2
Donovan Atwell,Texas Tech Red Raiders,25,1360.4,102.8,1361.6,91.7,11.1
Jack Janicki,Wisconsin Badgers,25,636.5,97.2,639.5,86.2,11.1
Malachi Smith,Uconn Huskies,26,605.6,96.4,615.1,85.4,11.1
Felix Okpara,Tennessee Volunteers,22,845.7,100.8,858.8,89.7,11.1
Keba Keita,Byu Cougars,22,775.0,100.0,798.9,88.9,11.1
Mohamed Wague,Oklahoma Sooners,24,829.2,102.9,813.0,91.8,11.1
AJ Staton-McCray,Seton Hall Pirates,24,1048.3,96.0,1034.0,84.8,11.1
Eric Freeny,Ucla Bruins,16,190.8,102.7,205.1,91.6,11.1
Dalyn Brandon,Southern Miss Golden Eagles,9,141.8,99.4,147.1,88.4,11.0
Jayden Fort,Georgetown Hoyas,25,552.7,100.2,560.6,89.2,11.0
Christian Gurdak,Virginia Tech Hokies,24,658.9,97.3,670.2,86.2,11.0
Tyshawn Archie,Mcneese Cowboys,23,841.8,101.6,826.2,90.5,11.0
Corey Miller,Monmouth Hawks,6,167.5,91.3,159.2,80.4,11.0
Elmarko Jackson,Kansas Jayhawks,24,698.3,100.7,706.6,89.7,11.0
Mateen Rafiq,Cornell Big Red,12,149.1,106.6,144.2,95.7,11.0
Salim London,Uab Blazers,23,711.2,100.2,714.5,89.3,11.0
Ayomi Odetoyinbo,Colgate Raiders,25,433.3,97.8,471.7,86.9,10.9
Jean Aranguren,George Washington Revolutionaries,25,920.4,104.2,907.6,93.3,10.9
Vianney Salatchoum,Tcu Horned Frogs,13,111.0,89.1,136.7,78.3,10.9
Jacob Patrick,Utah Utes,10,357.9,102.8,350.2,92.0,10.9
Brayden Crump,East Tennessee State Buccaneers,9,208.3,99.9,214.7,89.0,10.9
Jaiun Simon,Dayton Flyers,23,529.5,97.3,547.1,86.5,10.8
Jaylen Smith,East Tennessee State Buccaneers,25,929.3,99.5,944.3,88.7,10.8
Chad Baker-Mazara,Usc Trojans,22,1130.9,100.5,1119.3,89.6,10.8
Jermaine O'Neal Jr.,Smu Mustangs,25,539.9,101.5,562.6,90.7,10.8
Deshaun Jackson Jr.,Mercyhurst Lakers,25,834.0,99.4,848.6,88.6,10.8
Ryan Crotty,Oklahoma State Cowboys,18,280.8,100.4,285.6,89.7,10.8
Griffen Goodbary,Drake Bulldogs,23,419.0,103.6,431.0,92.8,10.8
Joshua Clark,Marquette Golden Eagles,19,169.0,88.7,170.4,78.0,10.7
Kareem Stagg,Georgia Bulldogs,24,373.0,99.5,376.2,88.8,10.7
Peyton White,Nevada Wolf Pack,23,619.4,99.8,604.1,89.1,10.7
Ade Popoola,Tulsa Golden Hurricane,22,1024.8,103.8,1008.3,93.1,10.7
RJ Jones,Tcu Horned Frogs,5,51.7,110.4,52.2,99.7,10.7
Brenton Knapper,Santa Clara Broncos,25,938.3,103.6,923.5,92.9,10.7
Jorge Moreno,Southern Illinois Salukis,21,421.1,96.4,425.6,85.8,10.7
Deyton Albury,New Mexico Lobos,23,921.0,99.5,915.8,88.9,10.6
Paul McNeil Jr.,Nc State Wolfpack,24,1071.4,102.0,1046.9,91.4,10.6
Jake Hall,New Mexico Lobos,24,1203.3,97.6,1181.7,87.0,10.6
Mason Smith,Furman Paladins,4,82.5,90.9,83.4,80.3,10.6
Aiden Argabright,Richmond Spiders,23,865.4,101.6,869.1,91.0,10.6
Chase Johnston,High Point Panthers,23,486.0,101.9,487.6,91.3,10.6
Chandler Bing,Vanderbilt Commodores,22,434.3,109.1,465.0,98.5,10.6
Brian Waddell,Bellarmine Knights,23,1122.9,115.9,1120.1,105.3,10.6
Jaylen Harrell,Providence Friars,6,70.0,104.2,73.6,93.7,10.6
Elijah Mahi,Santa Clara Broncos,27,1363.4,102.5,1327.5,91.8,10.6
Chris Jeffrey,Villanova Wildcats,13,161.6,95.3,158.0,84.8,10.5
Augusto Cassiá,Ole Miss Rebels,24,426.8,97.2,433.6,86.7,10.5
Xavier Brown,South Florida Bulls,3,72.6,101.9,77.7,91.4,10.5
Justin Menard,Marist Red Foxes,24,1062.0,95.4,1043.2,84.9,10.5
Sam Alexis,Indiana Hoosiers,25,784.2,100.9,778.1,90.3,10.5
Annor Boateng,Missouri Tigers,15,243.5,96.9,233.9,86.4,10.5
Jahseem Felton,Seton Hall Pirates,2,30.7,101.0,33.2,90.4,10.5
Pablo Tamba,Lsu Tigers,23,983.2,106.4,969.0,95.9,10.5
Martel Williams,California Baptist Lancers,23,1258.2,98.3,1272.6,87.8,10.5
Jaden Schutt,Virginia Tech Hokies,26,1062.0,100.7,1056.1,90.1,10.5
Julien Gomez,Ut Rio Grande Valley Vaqueros,23,817.0,98.8,884.6,88.3,10.5
Chendall Weaver,Texas Longhorns,23,752.7,110.1,751.6,99.7,10.5
Alyn Breed,Nc State Wolfpack,17,420.0,97.1,416.6,86.6,10.5
Malachi Palmer,Villanova Wildcats,24,567.1,101.9,590.6,91.4,10.5
Jamier Jones,Providence Friars,24,996.4,103.1,1009.8,92.6,10.5
Joseph Pinion,South Florida Bulls,24,1310.9,99.4,1288.6,89.0,10.4
Josh Baldwin,Cornell Big Red,19,639.5,106.3,624.2,96.0,10.4
Francis Folefac,Siena Saints,26,1026.2,99.8,1020.3,89.4,10.4
Trevian Carson,North Dakota State Bison,24,1377.4,101.0,1340.7,90.5,10.4
Ryan Conwell,Louisville Cardinals,24,1177.0,101.4,1173.5,90.9,10.4
Malik Presley,George Mason Patriots,25,686.2,99.5,688.1,89.1,10.4
Simeon Wilcher,Texas Longhorns,23,717.6,105.2,721.5,94.8,10.4
Mozae Downing-Rivers,Portland State Vikings,10,92.5,95.2,87.3,84.8,10.4
JJ Harper,Liberty Flames,22,913.6,100.7,925.1,90.3,10.4
Christoph Tilly,Ohio State Buckeyes,24,1027.5,103.8,1001.5,93.4,10.4
De'Shayne Montgomery,Dayton Flyers,23,1193.7,96.5,1203.8,86.1,10.4
Jadon Jones,Oklahoma Sooners,20,614.7,101.2,622.6,90.8,10.4
Drew Scharnowski,Belmont Bruins,25,952.7,99.5,967.8,89.1,10.4
Jesse McCulloch,Michigan State Spartans,24,262.4,97.9,269.3,87.6,10.3
Eric Reibe,Uconn Huskies,26,590.5,98.7,609.8,88.4,10.3
CJ Brown,South Florida Bulls,24,1218.7,99.7,1210.8,89.4,10.3
Mike Woods,Navy Midshipmen,25,895.0,94.5,890.0,84.3,10.3
Zach Cleveland,Liberty Flames,22,1152.3,102.1,1155.2,91.8,10.3
Matas Deniusas,Ut Martin Skyhawks,22,729.8,96.1,939.4,85.8,10.3
Jacari Lane,Texas A&M Aggies,24,881.7,104.1,856.3,93.9,10.2
Markus Burton,Notre Dame Fighting Irish,10,485.6,98.8,476.2,88.6,10.2
Terrance Arceneaux,Nc State Wolfpack,20,519.4,102.6,533.5,92.4,10.2
Will McClendon,North Texas Mean Green,3,118.0,89.9,120.6,79.6,10.2
Jose Roberto Tanchyn,Umbc Retrievers,21,485.0,100.8,507.3,90.7,10.2
Kose Egbule,James Madison Dukes,8,221.6,103.3,231.8,93.2,10.1
Chris Howell,New Mexico Lobos,10,425.9,98.6,422.4,88.6,10.1
Tomislav Ivisic,Illinois Fighting Illini,22,837.0,103.3,805.5,93.2,10.1
Anthony Robinson II,Missouri Tigers,24,1065.1,98.7,1056.2,88.6,10.1
Noah Williamson,Alabama Crimson Tide,22,297.5,102.8,306.4,92.7,10.1
DJ Armstrong Jr.,Umbc Retrievers,22,1078.4,98.3,1136.8,88.2,10.1
Jovan Jester Jr.,Uc Irvine Anteaters,23,578.8,92.1,595.2,82.0,10.1
Ryan Prather Jr.,Robert Morris Colonials,25,1325.4,110.6,1347.4,100.5,10.1
